procedimento,2021,total,municipio_ibge,competencia,sexo
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),24,24,130260,2021-08,M
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,17,17,130260,2021-08,M
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,3,3,130260,2021-08,M
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,7,7,130260,2021-08,M
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,14,14,130260,2021-08,M
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),26,26,130260,2021-08,M
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),417,417,130260,2021-08,M
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),29,29,130260,2021-08,M
0202030997 DETECCAO DE CLAMIDIA E GONOCOCO POR BIOLOGIA MOLECULAR,1,1,130260,2021-08,M
0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),50,50,130260,2021-08,M
0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,83,83,130260,2021-08,M
0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,90,90,130260,2021-08,M
0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),5,5,130260,2021-08,M
0202031071 QUANTIFICACAO DE RNA DO HIV-1,1101,1101,130260,2021-08,M
0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C,81,81,130260,2021-08,M
0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,36,36,130260,2021-08,M
0202031101 REACAO DE MONTENEGRO ID,1,1,130260,2021-08,M
0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,826,826,130260,2021-08,M
0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,32,32,130260,2021-08,M
0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,29,29,130260,2021-08,M
0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,4,4,130260,2021-08,M
0202031209 DOSAGEM DE TROPONINA,149,149,130260,2021-08,M
0202031217 DOSAGEM DO ANTIGENO CA 125,8,8,130260,2021-08,M
0202040020 DOSAGEM DE GORDURA FECAL,1,1,130260,2021-08,M
0202040038 EXAME COPROLOGICO FUNCIONAL,83,83,130260,2021-08,M
0202040046 IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS,1,1,130260,2021-08,M
0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),3,3,130260,2021-08,M
0202040089 PESQUISA DE LARVAS NAS FEZES,244,244,130260,2021-08,M
0202040097 PESQUISA DE LEUCOCITOS NAS FEZES,1,1,130260,2021-08,M
0202040100 PESQUISA DE LEVEDURAS NAS FEZES,6,6,130260,2021-08,M
0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS,1978,1978,130260,2021-08,M
0202040135 PESQUISA DE ROTAVIRUS NAS FEZES,261,261,130260,2021-08,M
0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES,68,68,130260,2021-08,M
0202040160 PESQUISA DE TRIPSINA NAS FEZES,1,1,130260,2021-08,M
0202040178 PESQUISA DE TROFOZOITAS NAS FEZES,8,8,130260,2021-08,M
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",4171,4171,130260,2021-08,M
0202050025 CLEARANCE DE CREATININA,36,36,130260,2021-08,M
0202050033 CLEARANCE DE FOSFATO,1,1,130260,2021-08,M
0202050041 CLEARANCE DE UREIA,3,3,130260,2021-08,M
0202050084 DOSAGEM DE CITRATO,3,3,130260,2021-08,M
0202050092 DOSAGEM DE MICROALBUMINA NA URINA,98,98,130260,2021-08,M
0202050106 DOSAGEM DE OXALATO,3,3,130260,2021-08,M
0202050114 DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),55,55,130260,2021-08,M
0202050130 EXAME QUALITATIVO DE CALCULOS URINARIOS,155,155,130260,2021-08,M
0202050190 PESQUISA DE CISTINA NA URINA,2,2,130260,2021-08,M
0202050211 PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA,1,1,130260,2021-08,M
0202050254 PESQUISA DE GONADOTROFINA CORIONICA,1,1,130260,2021-08,M
0202050262 PESQUISA DE HOMOCISTINA NA URINA,4,4,130260,2021-08,M
0202050289 PESQUISA DE MUCOPOLISSACARIDEOS NA URINA,1,1,130260,2021-08,M
0202050297 PESQUISA DE PORFOBILINOGENIO NA URINA,1,1,130260,2021-08,M
0202050300 PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE),1,1,130260,2021-08,M
0202060020 DETERMINACAO DE RETENCAO DE T3,4,4,130260,2021-08,M
0202060039 DETERMINACAO DE T3 REVERSO,1,1,130260,2021-08,M
0202060047 DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,3,3,130260,2021-08,M
0202060071 DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),1,1,130260,2021-08,M
0202060080 DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),19,19,130260,2021-08,M
0202060098 DOSAGEM DE ALDOSTERONA,3,3,130260,2021-08,M
0202060110 DOSAGEM DE ANDROSTENEDIONA,4,4,130260,2021-08,M
0202060128 DOSAGEM DE CALCITONINA,1,1,130260,2021-08,M
0202060136 DOSAGEM DE CORTISOL,39,39,130260,2021-08,M
0202060144 DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),7,7,130260,2021-08,M
0202060152 DOSAGEM DE DIHIDROTESTOTERONA (DHT),5,5,130260,2021-08,M
0202060160 DOSAGEM DE ESTRADIOL,16,16,130260,2021-08,M
0202060179 DOSAGEM DE ESTRIOL,4,4,130260,2021-08,M
0202060187 DOSAGEM DE ESTRONA,4,4,130260,2021-08,M
0202060195 DOSAGEM DE GASTRINA,2,2,130260,2021-08,M
"0202060217 DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",13,13,130260,2021-08,M
0202060225 DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),18,18,130260,2021-08,M
0202060233 DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),56,56,130260,2021-08,M
0202060241 DOSAGEM DE HORMONIO LUTEINIZANTE (LH),46,46,130260,2021-08,M
0202060250 DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),1098,1098,130260,2021-08,M
0202060268 DOSAGEM DE INSULINA,141,141,130260,2021-08,M
0202060276 DOSAGEM DE PARATORMONIO,148,148,130260,2021-08,M
0202060284 DOSAGEM DE PEPTIDEO C,9,9,130260,2021-08,M
0202060292 DOSAGEM DE PROGESTERONA,10,10,130260,2021-08,M
0202060306 DOSAGEM DE PROLACTINA,35,35,130260,2021-08,M
0202060314 DOSAGEM DE RENINA,1,1,130260,2021-08,M
0202060322 DOSAGEM DE SOMATOMEDINA C (IGF1),27,27,130260,2021-08,M
0202060330 DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),2,2,130260,2021-08,M
0202060349 DOSAGEM DE TESTOSTERONA,137,137,130260,2021-08,M
0202060357 DOSAGEM DE TESTOSTERONA LIVRE,153,153,130260,2021-08,M
0202060365 DOSAGEM DE TIREOGLOBULINA,1,1,130260,2021-08,M
0202060373 DOSAGEM DE TIROXINA (T4),221,221,130260,2021-08,M
0202060381 DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),936,936,130260,2021-08,M
0202060390 DOSAGEM DE TRIIODOTIRONINA (T3),313,313,130260,2021-08,M
0202060403 TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH,1,1,130260,2021-08,M
0202060470 PESQUISA DE MACROPROLACTINA,2,2,130260,2021-08,M
0202070050 DOSAGEM DE ACIDO VALPROICO,2,2,130260,2021-08,M
0202070085 DOSAGEM DE ALUMINIO,31,31,130260,2021-08,M
0202070123 DOSAGEM DE BARBITURATOS,1,1,130260,2021-08,M
0202070158 DOSAGEM DE CARBAMAZEPINA,2,2,130260,2021-08,M
0202070182 DOSAGEM DE CICLOSPORINA,1,1,130260,2021-08,M
0202070190 DOSAGEM DE COBRE,1,1,130260,2021-08,M
0202070255 DOSAGEM DE LITIO,17,17,130260,2021-08,M
0202070352 DOSAGEM DE ZINCO,90,90,130260,2021-08,M
0202080013 ANTIBIOGRAMA,217,217,130260,2021-08,M
0202080021 ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA,2,2,130260,2021-08,M
0202080030 ANTIBIOGRAMA P/ MICOBACTERIAS,4,4,130260,2021-08,M
0202080048 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),23,23,130260,2021-08,M
0202080056 BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE),1,1,130260,2021-08,M
0202080064 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE),5,5,130260,2021-08,M
0202080072 BACTERIOSCOPIA (GRAM),22,22,130260,2021-08,M
0202080080 CULTURA DE BACTERIAS P/ IDENTIFICACAO,225,225,130260,2021-08,M
0202080110 CULTURA PARA BAAR,3,3,130260,2021-08,M
0202080129 CULTURA PARA BACTERIAS ANAEROBICAS,29,29,130260,2021-08,M
0202080137 CULTURA PARA IDENTIFICACAO DE FUNGOS,10,10,130260,2021-08,M
0202080145 EXAME MICROBIOLOGICO A FRESCO (DIRETO),10,10,130260,2021-08,M
0202080153 HEMOCULTURA,14,14,130260,2021-08,M
0202080188 PESQUISA DE BACILO DIFTERICO,1,1,130260,2021-08,M
0202080218 PESQUISA DE HELICOBACTER PYLORI,9,9,130260,2021-08,M
0202090043 CITOLOGIA P/ HERPESVIRUS,1,1,130260,2021-08,M
0202090108 DOSAGEM DE FRUTOSE,2,2,130260,2021-08,M
0202090116 DOSAGEM DE FRUTOSE NO ESPERMA,1,1,130260,2021-08,M
0202090213 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES ( ELISA ),3,3,130260,2021-08,M
0202090221 DOSAGEM DE FOSFATASE ACIDA NO ESPERMA,2,2,130260,2021-08,M
0202090264 PESQUISA DE ESPERMATOZOIDES (APOS VASECTOMIA),5,5,130260,2021-08,M
0202090280 PROVA DE PROGRESSAO ESPERMATICA (CADA),3,3,130260,2021-08,M
0202090302 PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE,56,56,130260,2021-08,M
0202100022 DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS),9,9,130260,2021-08,M
0202100030 DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS),1,1,130260,2021-08,M
0202110141 DOSAGEM DE CLORETO NO SUOR,7,7,130260,2021-08,M
0202120023 DETERMINACAO DIRETA E REVERSA DE GRUPO ABO,295,295,130260,2021-08,M
0202120031 FENOTIPAGEM DE SISTEMA RH - HR,35,35,130260,2021-08,M
0202120082 PESQUISA DE FATOR RH (INCLUI D FRACO),222,222,130260,2021-08,M
0202120090 TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA),8,8,130260,2021-08,M
0203010035 EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA),9,9,130260,2021-08,M
0203020030 EXAME ANATOMO-PATOLOGICO PARA CONGELAMENTO / PARAFINA POR PECA CIRURGICA OU POR BIOPSIA (EXCETO COL,448,448,130260,2021-08,M
0203020049 IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR),2,2,130260,2021-08,M
0204010039 RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ),1,1,130260,2021-08,M
0204010055 RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL,1,1,130260,2021-08,M
0204010063 RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ),22,22,130260,2021-08,M
0204010071 RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIQUA / BRETTON + HIRTZ),9,9,130260,2021-08,M
0204010080 RADIOGRAFIA DE CRANIO (PA + LATERAL),87,87,130260,2021-08,M
0204010128 RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ),9,9,130260,2021-08,M
0204010144 RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ),107,107,130260,2021-08,M
0204010152 RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON),1,1,130260,2021-08,M
0204010179 RADIOGRAFIA PANORAMICA,29,29,130260,2021-08,M
0204010209 TELERADIOGRAFIA COM TRACADOS E SEM TRACADOS,1,1,130260,2021-08,M
0204010217 RADIOGRAFIA INTERPROXIMAL (BITE WING),79,79,130260,2021-08,M
0204010225 RADIOGRAFIA PERIAPICAL,189,189,130260,2021-08,M
