procedimento,2020,total,municipio_ibge,competencia
0202010120 DOSAGEM DE ACIDO URICO,2221,2221,130260,2020-06
0202010147 DOSAGEM DE ALDOLASE,23,23,130260,2020-06
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2020-06
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,3,3,130260,2020-06
0202010180 DOSAGEM DE AMILASE,227,227,130260,2020-06
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,1353,1353,130260,2020-06
0202010210 DOSAGEM DE CALCIO,2135,2135,130260,2020-06
0202010228 DOSAGEM DE CALCIO IONIZAVEL,101,101,130260,2020-06
0202010252 DOSAGEM DE CERULOPLASMINA,3,3,130260,2020-06
0202010260 DOSAGEM DE CLORETO,194,194,130260,2020-06
0202010279 DOSAGEM DE COLESTEROL HDL,5421,5421,130260,2020-06
0202010287 DOSAGEM DE COLESTEROL LDL,5412,5412,130260,2020-06
0202010295 DOSAGEM DE COLESTEROL TOTAL,6528,6528,130260,2020-06
0202010309 DOSAGEM DE COLINESTERASE,3,3,130260,2020-06
0202010317 DOSAGEM DE CREATININA,6991,6991,130260,2020-06
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),377,377,130260,2020-06
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,109,109,130260,2020-06
0202010368 DOSAGEM DE DESIDROGENASE LATICA,225,225,130260,2020-06
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),3,3,130260,2020-06
0202010384 DOSAGEM DE FERRITINA,1423,1423,130260,2020-06
0202010392 DOSAGEM DE FERRO SERICO,1099,1099,130260,2020-06
0202010406 DOSAGEM DE FOLATO,92,92,130260,2020-06
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,8,8,130260,2020-06
0202010422 DOSAGEM DE FOSFATASE ALCALINA,2076,2076,130260,2020-06
0202010430 DOSAGEM DE FOSFORO,1402,1402,130260,2020-06
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),1507,1507,130260,2020-06
0202010473 DOSAGEM DE GLICOSE,8866,8866,130260,2020-06
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,3,3,130260,2020-06
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,2526,2526,130260,2020-06
0202010538 DOSAGEM DE LACTATO,31,31,130260,2020-06
0202010554 DOSAGEM DE LIPASE,109,109,130260,2020-06
0202010562 DOSAGEM DE MAGNESIO,704,704,130260,2020-06
0202010570 DOSAGEM DE MUCO-PROTEINAS,32,32,130260,2020-06
0202010589 DOSAGEM DE PIRUVATO,1,1,130260,2020-06
0202010600 DOSAGEM DE POTASSIO,3022,3022,130260,2020-06
0202010619 DOSAGEM DE PROTEINAS TOTAIS,91,91,130260,2020-06
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,1010,1010,130260,2020-06
0202010635 DOSAGEM DE SODIO,2138,2138,130260,2020-06
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),4973,4973,130260,2020-06
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),5907,5907,130260,2020-06
0202010660 DOSAGEM DE TRANSFERRINA,835,835,130260,2020-06
0202010678 DOSAGEM DE TRIGLICERIDEOS,6107,6107,130260,2020-06
0202010686 DOSAGEM DE TRIPTOFANO,5,5,130260,2020-06
0202010694 DOSAGEM DE UREIA,7719,7719,130260,2020-06
0202010708 DOSAGEM DE VITAMINA B12,693,693,130260,2020-06
0202010716 ELETROFORESE DE LIPOPROTEINAS,2,2,130260,2020-06
0202010724 ELETROFORESE DE PROTEINAS,16,16,130260,2020-06
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),208,208,130260,2020-06
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,11,11,130260,2020-06
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,1917,1917,130260,2020-06
0202020029 CONTAGEM DE PLAQUETAS,304,304,130260,2020-06
0202020037 CONTAGEM DE RETICULOCITOS,42,42,130260,2020-06
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,769,769,130260,2020-06
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,724,724,130260,2020-06
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,13,13,130260,2020-06
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,1,1,130260,2020-06
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,16,16,130260,2020-06
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),249,249,130260,2020-06
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),742,742,130260,2020-06
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),752,752,130260,2020-06
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,3,3,130260,2020-06
0202020207 DOSAGEM DE FATOR V,1,1,130260,2020-06
0202020290 DOSAGEM DE FIBRINOGENIO,5,5,130260,2020-06
0202020304 DOSAGEM DE HEMOGLOBINA,8,8,130260,2020-06
0202020355 ELETROFORESE DE HEMOGLOBINA,89,89,130260,2020-06
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",227,227,130260,2020-06
0202020371 HEMATOCRITO,49,49,130260,2020-06
0202020380 HEMOGRAMA COMPLETO,11261,11261,130260,2020-06
0202020398 LEUCOGRAMA,178,178,130260,2020-06
0202020436 PESQUISA DE FILARIA,8,8,130260,2020-06
0202020452 PESQUISA DE PLASMODIO,27,27,130260,2020-06
0202020460 PESQUISA DE TRIPANOSSOMA,1,1,130260,2020-06
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1,1,130260,2020-06
0202020495 PROVA DE RETRACAO DO COAGULO,496,496,130260,2020-06
0202020509 PROVA DO LACO,498,498,130260,2020-06
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,3,3,130260,2020-06
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),16,16,130260,2020-06
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,554,554,130260,2020-06
0202030059 DETECCAO DE RNA DO VIRUS DA HEPATITE C (QUALITATIVO),15,15,130260,2020-06
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),96,96,130260,2020-06
0202030075 DETERMINACAO DE FATOR REUMATOIDE,477,477,130260,2020-06
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,968,968,130260,2020-06
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,25,25,130260,2020-06
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),718,718,130260,2020-06
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,6,6,130260,2020-06
0202030121 DOSAGEM DE COMPLEMENTO C3,91,91,130260,2020-06
0202030130 DOSAGEM DE COMPLEMENTO C4,84,84,130260,2020-06
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),1,1,130260,2020-06
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),9,9,130260,2020-06
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),1,1,130260,2020-06
0202030202 DOSAGEM DE PROTEINA C REATIVA,1363,1363,130260,2020-06
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),197,197,130260,2020-06
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),15,15,130260,2020-06
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,18,18,130260,2020-06
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,9,9,130260,2020-06
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,52,52,130260,2020-06
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,23,23,130260,2020-06
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),32,32,130260,2020-06
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),2492,2492,130260,2020-06
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,25,25,130260,2020-06
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),7,7,130260,2020-06
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,14,14,130260,2020-06
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),27,27,130260,2020-06
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),28,28,130260,2020-06
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),2,2,130260,2020-06
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),5,5,130260,2020-06
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,11,11,130260,2020-06
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),359,359,130260,2020-06
0202030504 PESQUISA DE ANTICORPOS ANTIGLOMERULO,1,1,130260,2020-06
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,2,2,130260,2020-06
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,99,99,130260,2020-06
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,1,1,130260,2020-06
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,4,4,130260,2020-06
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,307,307,130260,2020-06
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,23,23,130260,2020-06
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,66,66,130260,2020-06
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),763,763,130260,2020-06
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),44,44,130260,2020-06
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),2568,2568,130260,2020-06
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),7,7,130260,2020-06
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,14,14,130260,2020-06
0202030725 PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,1,1,130260,2020-06
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,4,4,130260,2020-06
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,285,285,130260,2020-06
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,696,696,130260,2020-06
0202030776 PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI,1,1,130260,2020-06
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),570,570,130260,2020-06
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,4,4,130260,2020-06
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),23,23,130260,2020-06
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,227,227,130260,2020-06
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,4,4,130260,2020-06
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,8,8,130260,2020-06
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,37,37,130260,2020-06
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,292,292,130260,2020-06
0202030865 PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS,3,3,130260,2020-06
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,724,724,130260,2020-06
0202030881 PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI,2,2,130260,2020-06
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),180,180,130260,2020-06
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,148,148,130260,2020-06
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),28,28,130260,2020-06
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,233,233,130260,2020-06
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,4,4,130260,2020-06
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,7,7,130260,2020-06
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,37,37,130260,2020-06
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),36,36,130260,2020-06
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),1328,1328,130260,2020-06
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),67,67,130260,2020-06
0202030997 DETECCAO DE CLAMIDIA E GONOCOCO POR BIOLOGIA MOLECULAR,2,2,130260,2020-06
0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),132,132,130260,2020-06
0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,6,6,130260,2020-06
0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,45,45,130260,2020-06
0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),2,2,130260,2020-06
0202031071 QUANTIFICACAO DE RNA DO HIV-1,1262,1262,130260,2020-06
0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C,72,72,130260,2020-06
0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,14,14,130260,2020-06
0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,2078,2078,130260,2020-06
0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,41,41,130260,2020-06
0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,37,37,130260,2020-06
0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES,3801,3801,130260,2020-06
0202031209 DOSAGEM DE TROPONINA,478,478,130260,2020-06
0202031217 DOSAGEM DO ANTIGENO CA 125,1,1,130260,2020-06
0202040038 EXAME COPROLOGICO FUNCIONAL,95,95,130260,2020-06
0202040046 IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS,2,2,130260,2020-06
0202040070 PESQUISA DE GORDURA FECAL,1,1,130260,2020-06
0202040089 PESQUISA DE LARVAS NAS FEZES,112,112,130260,2020-06
0202040100 PESQUISA DE LEVEDURAS NAS FEZES,4,4,130260,2020-06
0202040119 PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),3,3,130260,2020-06
0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS,3646,3646,130260,2020-06
0202040135 PESQUISA DE ROTAVIRUS NAS FEZES,70,70,130260,2020-06
0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES,101,101,130260,2020-06
0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,4,4,130260,2020-06
0202040160 PESQUISA DE TRIPSINA NAS FEZES,1,1,130260,2020-06
0202040178 PESQUISA DE TROFOZOITAS NAS FEZES,14,14,130260,2020-06
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",7535,7535,130260,2020-06
0202050025 CLEARANCE DE CREATININA,122,122,130260,2020-06
0202050041 CLEARANCE DE UREIA,91,91,130260,2020-06
0202050084 DOSAGEM DE CITRATO,3,3,130260,2020-06
0202050092 DOSAGEM DE MICROALBUMINA NA URINA,208,208,130260,2020-06
0202050106 DOSAGEM DE OXALATO,2,2,130260,2020-06
0202050114 DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),171,171,130260,2020-06
0202050130 EXAME QUALITATIVO DE CALCULOS URINARIOS,158,158,130260,2020-06
0202050165 PESQUISA DE AMINOACIDOS NA URINA,1,1,130260,2020-06
0202050190 PESQUISA DE CISTINA NA URINA,1,1,130260,2020-06
0202050254 PESQUISA DE GONADOTROFINA CORIONICA,38,38,130260,2020-06
0202050262 PESQUISA DE HOMOCISTINA NA URINA,10,10,130260,2020-06
0202060012 DETERMINACAO DE INDICE DE TIROXINA LIVRE,3,3,130260,2020-06
0202060020 DETERMINACAO DE RETENCAO DE T3,9,9,130260,2020-06
0202060039 DETERMINACAO DE T3 REVERSO,3,3,130260,2020-06
0202060047 DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,11,11,130260,2020-06
0202060071 DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),2,2,130260,2020-06
0202060080 DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),22,22,130260,2020-06
0202060098 DOSAGEM DE ALDOSTERONA,4,4,130260,2020-06
0202060110 DOSAGEM DE ANDROSTENEDIONA,12,12,130260,2020-06
0202060128 DOSAGEM DE CALCITONINA,3,3,130260,2020-06
0202060136 DOSAGEM DE CORTISOL,66,66,130260,2020-06
0202060144 DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),15,15,130260,2020-06
0202060152 DOSAGEM DE DIHIDROTESTOTERONA (DHT),9,9,130260,2020-06
0202060160 DOSAGEM DE ESTRADIOL,357,357,130260,2020-06
0202060179 DOSAGEM DE ESTRIOL,32,32,130260,2020-06
0202060187 DOSAGEM DE ESTRONA,39,39,130260,2020-06
0202060195 DOSAGEM DE GASTRINA,2,2,130260,2020-06
"0202060217 DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",299,299,130260,2020-06
0202060225 DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),12,12,130260,2020-06
0202060233 DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),514,514,130260,2020-06
0202060241 DOSAGEM DE HORMONIO LUTEINIZANTE (LH),440,440,130260,2020-06
0202060250 DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),2901,2901,130260,2020-06
0202060268 DOSAGEM DE INSULINA,233,233,130260,2020-06
0202060276 DOSAGEM DE PARATORMONIO,645,645,130260,2020-06
0202060284 DOSAGEM DE PEPTIDEO C,27,27,130260,2020-06
0202060292 DOSAGEM DE PROGESTERONA,175,175,130260,2020-06
0202060306 DOSAGEM DE PROLACTINA,259,259,130260,2020-06
0202060314 DOSAGEM DE RENINA,1,1,130260,2020-06
0202060322 DOSAGEM DE SOMATOMEDINA C (IGF1),33,33,130260,2020-06
0202060330 DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),3,3,130260,2020-06
0202060349 DOSAGEM DE TESTOSTERONA,231,231,130260,2020-06
0202060357 DOSAGEM DE TESTOSTERONA LIVRE,151,151,130260,2020-06
0202060365 DOSAGEM DE TIREOGLOBULINA,34,34,130260,2020-06
0202060373 DOSAGEM DE TIROXINA (T4),583,583,130260,2020-06
0202060381 DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),2531,2531,130260,2020-06
0202060390 DOSAGEM DE TRIIODOTIRONINA (T3),885,885,130260,2020-06
0202060438 TESTE DE ESTIMULO DO HGH APOS GLUCAGON,2,2,130260,2020-06
0202060446 TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA,4,4,130260,2020-06
0202060470 PESQUISA DE MACROPROLACTINA,5,5,130260,2020-06
0202070042 DOSAGEM DE ACIDO METIL-HIPURICO,1,1,130260,2020-06
0202070050 DOSAGEM DE ACIDO VALPROICO,7,7,130260,2020-06
0202070085 DOSAGEM DE ALUMINIO,70,70,130260,2020-06
0202070158 DOSAGEM DE CARBAMAZEPINA,7,7,130260,2020-06
0202070166 DOSAGEM DE CARBOXI-HEMOGLOBINA,5,5,130260,2020-06
0202070174 DOSAGEM DE CHUMBO,1,1,130260,2020-06
0202070182 DOSAGEM DE CICLOSPORINA,4,4,130260,2020-06
0202070190 DOSAGEM DE COBRE,4,4,130260,2020-06
"0202070204 DOSAGEM DE DIGITALICOS (DIGOXINA, DIGITOXINA)",1,1,130260,2020-06
0202070220 DOSAGEM DE FENITOINA,3,3,130260,2020-06
0202070255 DOSAGEM DE LITIO,10,10,130260,2020-06
0202070263 DOSAGEM DE MERCURIO,1,1,130260,2020-06
0202070352 DOSAGEM DE ZINCO,140,140,130260,2020-06
0202080013 ANTIBIOGRAMA,950,950,130260,2020-06
0202080021 ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA,2,2,130260,2020-06
0202080030 ANTIBIOGRAMA P/ MICOBACTERIAS,13,13,130260,2020-06
0202080048 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),34,34,130260,2020-06
0202080064 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE),5,5,130260,2020-06
0202080072 BACTERIOSCOPIA (GRAM),40,40,130260,2020-06
0202080080 CULTURA DE BACTERIAS P/ IDENTIFICACAO,1100,1100,130260,2020-06
0202080110 CULTURA PARA BAAR,21,21,130260,2020-06
0202080129 CULTURA PARA BACTERIAS ANAEROBICAS,11,11,130260,2020-06
0202080137 CULTURA PARA IDENTIFICACAO DE FUNGOS,29,29,130260,2020-06
0202080145 EXAME MICROBIOLOGICO A FRESCO (DIRETO),35,35,130260,2020-06
0202080153 HEMOCULTURA,26,26,130260,2020-06
0202080218 PESQUISA DE HELICOBACTER PYLORI,20,20,130260,2020-06
0202080234 PESQUISA DE TREPONEMA PALLIDUM,1,1,130260,2020-06
0202090051 CONTAGEM ESPECIFICA DE CELULAS NO LIQUOR,1,1,130260,2020-06
0202090078 DETERMINACAO DE FOSFOLIPIDIOS RELACAO LECITINA - ESFINGOMIELINA NO LIQUIDO AMNIOTICO,11,11,130260,2020-06
0202090108 DOSAGEM DE FRUTOSE,1,1,130260,2020-06
0202090183 EXAME DE CARACTERES FISICOS CONTAGEM GLOBAL E ESPECIFICA DE CELULAS,1,1,130260,2020-06
0202090264 PESQUISA DE ESPERMATOZOIDES (APOS VASECTOMIA),2,2,130260,2020-06
0202090280 PROVA DE PROGRESSAO ESPERMATICA (CADA),1,1,130260,2020-06
"0202090299 PROVA DO LATEX P/ HAEMOPHILLUS INFLUENZAE, STREPTOCOCCUS PNEUMONIAE, NEISSERIA MENINGITIDIS (SOROTIP",6,6,130260,2020-06
0202090302 PROVA DO LATEX P/ PESQUISA DO FATOR REUMATOIDE,84,84,130260,2020-06
0202090329 REACAO DE RIVALTA NO LIQUIDO SINOVIAL E DERRAMES,2,2,130260,2020-06
0202090345 TESTE DE GASTROACIDOGRAMA - SECRECAO BASAL POR 60 EM 4 AMOSTRAS,1,1,130260,2020-06
0202090353 TESTE DE HOLLANDER NO SUCO GASTRICO,1,1,130260,2020-06
0202100014 DETERMINACAO DE CARIOTIPO EM CULTURA DE LONGA DURACAO (C/ TECNICA DE BANDAS),3,3,130260,2020-06
0202100022 DETERMINACAO DE CARIOTIPO EM MEDULA OSSEA E VILOSIDADES CORIONICAS (C/ TECNICA DE BANDAS),8,8,130260,2020-06
0202100030 DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS),10,10,130260,2020-06
0202120023 DETERMINACAO DIRETA E REVERSA DE GRUPO ABO,896,896,130260,2020-06
0202120031 FENOTIPAGEM DE SISTEMA RH - HR,130,130,130260,2020-06
0202120040 IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS,1,1,130260,2020-06
0202120082 PESQUISA DE FATOR RH (INCLUI D FRACO),852,852,130260,2020-06
0202120090 TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA),39,39,130260,2020-06
0203010019 EXAME CITOPATOLOGICO CERVICO-VAGINAL/MICROFLORA,137,137,130260,2020-06
0203010035 EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA),11,11,130260,2020-06
0203010078 CONTROLE DE QUALIDADE DO EXAME CITOPATOLOGICO CERVICO VAGINAL,2,2,130260,2020-06
0203010086 EXAME CITOPATOLOGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO,217,217,130260,2020-06
0203020030 EXAME ANATOMO-PATOLOGICO PARA CONGELAMENTO / PARAFINA POR PECA CIRURGICA OU POR BIOPSIA (EXCETO COL,2658,2658,130260,2020-06
0203020049 IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR),6,6,130260,2020-06
0203020065 EXAME ANATOMOPATOLOGICO DE MAMA - BIOPSIA,3,3,130260,2020-06
0204010063 RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ),3,3,130260,2020-06
0204010071 RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIQUA / BRETTON + HIRTZ),21,21,130260,2020-06
0204010080 RADIOGRAFIA DE CRANIO (PA + LATERAL),73,73,130260,2020-06
