procedimento,2021,total,municipio_ibge,competencia
0202010554 DOSAGEM DE LIPASE,301,301,130260,2021-06
0202010562 DOSAGEM DE MAGNESIO,1272,1272,130260,2021-06
0202010570 DOSAGEM DE MUCO-PROTEINAS,49,49,130260,2021-06
0202010600 DOSAGEM DE POTASSIO,4718,4718,130260,2021-06
0202010619 DOSAGEM DE PROTEINAS TOTAIS,55,55,130260,2021-06
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,891,891,130260,2021-06
0202010635 DOSAGEM DE SODIO,3609,3609,130260,2021-06
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),8597,8597,130260,2021-06
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),9592,9592,130260,2021-06
0202010660 DOSAGEM DE TRANSFERRINA,834,834,130260,2021-06
0202010678 DOSAGEM DE TRIGLICERIDEOS,11523,11523,130260,2021-06
0202010686 DOSAGEM DE TRIPTOFANO,11,11,130260,2021-06
0202010694 DOSAGEM DE UREIA,11750,11750,130260,2021-06
0202010708 DOSAGEM DE VITAMINA B12,1747,1747,130260,2021-06
0202010716 ELETROFORESE DE LIPOPROTEINAS,4,4,130260,2021-06
0202010724 ELETROFORESE DE PROTEINAS,41,41,130260,2021-06
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),249,249,130260,2021-06
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,36,36,130260,2021-06
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,4366,4366,130260,2021-06
0202020010 CITOQUIMICA HEMATOLOGICA,1,1,130260,2021-06
0202020029 CONTAGEM DE PLAQUETAS,728,728,130260,2021-06
0202020037 CONTAGEM DE RETICULOCITOS,46,46,130260,2021-06
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,1046,1046,130260,2021-06
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,1,1,130260,2021-06
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,942,942,130260,2021-06
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,50,50,130260,2021-06
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,1,1,130260,2021-06
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,67,67,130260,2021-06
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),575,575,130260,2021-06
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),969,969,130260,2021-06
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1413,1413,130260,2021-06
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,9,9,130260,2021-06
0202020177 DOSAGEM DE ANTITROMBINA III,2,2,130260,2021-06
0202020185 DOSAGEM DE FATOR II,2,2,130260,2021-06
0202020207 DOSAGEM DE FATOR V,2,2,130260,2021-06
0202020231 DOSAGEM DE FATOR VIII (INIBIDOR),1,1,130260,2021-06
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),4,4,130260,2021-06
0202020290 DOSAGEM DE FIBRINOGENIO,31,31,130260,2021-06
0202020304 DOSAGEM DE HEMOGLOBINA,28,28,130260,2021-06
0202020347 DOSAGEM DE PLASMINOGENIO,41,41,130260,2021-06
0202020355 ELETROFORESE DE HEMOGLOBINA,181,181,130260,2021-06
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",703,703,130260,2021-06
0202020371 HEMATOCRITO,292,292,130260,2021-06
0202020380 HEMOGRAMA COMPLETO,19799,19799,130260,2021-06
0202020398 LEUCOGRAMA,840,840,130260,2021-06
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,143,143,130260,2021-06
0202020444 PESQUISA DE HEMOGLOBINA S,1,1,130260,2021-06
0202020452 PESQUISA DE PLASMODIO,193,193,130260,2021-06
0202020460 PESQUISA DE TRIPANOSSOMA,1,1,130260,2021-06
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1,1,130260,2021-06
0202020495 PROVA DE RETRACAO DO COAGULO,788,788,130260,2021-06
0202020509 PROVA DO LACO,780,780,130260,2021-06
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,2,2,130260,2021-06
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),25,25,130260,2021-06
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,2,2,130260,2021-06
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,520,520,130260,2021-06
0202030032 CONTAGEM DE LINFOCITOS T TOTAIS,1,1,130260,2021-06
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),15,15,130260,2021-06
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),12,12,130260,2021-06
0202030075 DETERMINACAO DE FATOR REUMATOIDE,981,981,130260,2021-06
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,1074,1074,130260,2021-06
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,51,51,130260,2021-06
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),2215,2215,130260,2021-06
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,9,9,130260,2021-06
0202030121 DOSAGEM DE COMPLEMENTO C3,123,123,130260,2021-06
0202030130 DOSAGEM DE COMPLEMENTO C4,125,125,130260,2021-06
0202030148 DOSAGEM DE CRIOAGLUTININA,1,1,130260,2021-06
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),6,6,130260,2021-06
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),58,58,130260,2021-06
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),8,8,130260,2021-06
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,3,3,130260,2021-06
0202030202 DOSAGEM DE PROTEINA C REATIVA,2549,2549,130260,2021-06
0202030229 IMUNOELETROFORESE DE PROTEINAS,2,2,130260,2021-06
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),346,346,130260,2021-06
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),36,36,130260,2021-06
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,30,30,130260,2021-06
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,21,21,130260,2021-06
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,85,85,130260,2021-06
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,39,39,130260,2021-06
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),11,11,130260,2021-06
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),4448,4448,130260,2021-06
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,19,19,130260,2021-06
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),14,14,130260,2021-06
0202030334 PESQUISA DE ANTICORPOS ANTI-SCHISTOSOMAS,1,1,130260,2021-06
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,33,33,130260,2021-06
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),56,56,130260,2021-06
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),52,52,130260,2021-06
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),1,1,130260,2021-06
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),1,1,130260,2021-06
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,7,7,130260,2021-06
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),737,737,130260,2021-06
0202030504 PESQUISA DE ANTICORPOS ANTIGLOMERULO,1,1,130260,2021-06
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,10,10,130260,2021-06
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,188,188,130260,2021-06
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,8,8,130260,2021-06
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,8,8,130260,2021-06
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,651,651,130260,2021-06
0202030601 PESQUISA DE ANTICORPOS ANTIPARIETAIS,1,1,130260,2021-06
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,5,5,130260,2021-06
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,59,59,130260,2021-06
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),625,625,130260,2021-06
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),58,58,130260,2021-06
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),3859,3859,130260,2021-06
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),15,15,130260,2021-06
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,16,16,130260,2021-06
0202030725 PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,3,3,130260,2021-06
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,2,2,130260,2021-06
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,291,291,130260,2021-06
0202030750 PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS,2,2,130260,2021-06
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,509,509,130260,2021-06
0202030776 PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI,1,1,130260,2021-06
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),265,265,130260,2021-06
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,279,279,130260,2021-06
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),52,52,130260,2021-06
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,219,219,130260,2021-06
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,4,4,130260,2021-06
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,13,13,130260,2021-06
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,49,49,130260,2021-06
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,197,197,130260,2021-06
0202030865 PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS,1,1,130260,2021-06
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,601,601,130260,2021-06
0202030881 PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI,6,6,130260,2021-06
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),216,216,130260,2021-06
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,187,187,130260,2021-06
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),50,50,130260,2021-06
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,223,223,130260,2021-06
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,4,4,130260,2021-06
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,13,13,130260,2021-06
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,41,41,130260,2021-06
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),84,84,130260,2021-06
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),1483,1483,130260,2021-06
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),50,50,130260,2021-06
0202030997 DETECCAO DE CLAMIDIA E GONOCOCO POR BIOLOGIA MOLECULAR,1,1,130260,2021-06
0202031004 PESQUISA DE CRIOGLOBULINAS,5,5,130260,2021-06
0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),255,255,130260,2021-06
0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,271,271,130260,2021-06
0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,206,206,130260,2021-06
0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),6,6,130260,2021-06
0202031071 QUANTIFICACAO DE RNA DO HIV-1,2470,2470,130260,2021-06
0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C,163,163,130260,2021-06
0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,179,179,130260,2021-06
0202031101 REACAO DE MONTENEGRO ID,1,1,130260,2021-06
0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,3245,3245,130260,2021-06
0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,91,91,130260,2021-06
0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,92,92,130260,2021-06
0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES,4848,4848,130260,2021-06
0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,13,13,130260,2021-06
0202031195 DOSAGEM DA FRACAO C1Q DO COMPLEMENTO,1,1,130260,2021-06
0202031209 DOSAGEM DE TROPONINA,518,518,130260,2021-06
0202031217 DOSAGEM DO ANTIGENO CA 125,89,89,130260,2021-06
0202031233 EXAME LABORATORIAL PARA DOENCA DE GAUCHER II,1,1,130260,2021-06
0202031250 DETECCAO DE RNA DO HTLV-1,1,1,130260,2021-06
0202040038 EXAME COPROLOGICO FUNCIONAL,250,250,130260,2021-06
0202040046 IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS,1,1,130260,2021-06
0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),12,12,130260,2021-06
0202040089 PESQUISA DE LARVAS NAS FEZES,976,976,130260,2021-06
0202040097 PESQUISA DE LEUCOCITOS NAS FEZES,7,7,130260,2021-06
0202040100 PESQUISA DE LEVEDURAS NAS FEZES,27,27,130260,2021-06
0202040119 PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),26,26,130260,2021-06
0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS,6738,6738,130260,2021-06
0202040135 PESQUISA DE ROTAVIRUS NAS FEZES,655,655,130260,2021-06
0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES,255,255,130260,2021-06
0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,3,3,130260,2021-06
0202040160 PESQUISA DE TRIPSINA NAS FEZES,2,2,130260,2021-06
0202040178 PESQUISA DE TROFOZOITAS NAS FEZES,19,19,130260,2021-06
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",15331,15331,130260,2021-06
0202050025 CLEARANCE DE CREATININA,99,99,130260,2021-06
0202050033 CLEARANCE DE FOSFATO,1,1,130260,2021-06
0202050041 CLEARANCE DE UREIA,21,21,130260,2021-06
0202050084 DOSAGEM DE CITRATO,19,19,130260,2021-06
0202050092 DOSAGEM DE MICROALBUMINA NA URINA,296,296,130260,2021-06
0202050106 DOSAGEM DE OXALATO,16,16,130260,2021-06
0202050114 DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),210,210,130260,2021-06
0202050130 EXAME QUALITATIVO DE CALCULOS URINARIOS,415,415,130260,2021-06
0202050149 PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA),2,2,130260,2021-06
0202050165 PESQUISA DE AMINOACIDOS NA URINA,2,2,130260,2021-06
0202050173 PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA,1,1,130260,2021-06
0202050190 PESQUISA DE CISTINA NA URINA,14,14,130260,2021-06
0202050211 PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA,3,3,130260,2021-06
0202050220 PESQUISA DE FENIL-CETONA NA URINA,2,2,130260,2021-06
0202050254 PESQUISA DE GONADOTROFINA CORIONICA,64,64,130260,2021-06
0202050262 PESQUISA DE HOMOCISTINA NA URINA,3,3,130260,2021-06
0202050270 PESQUISA DE LACTOSE NA URINA,1,1,130260,2021-06
0202050300 PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE),2,2,130260,2021-06
0202050327 PROVA DE DILUICAO (URINA),4,4,130260,2021-06
0202060020 DETERMINACAO DE RETENCAO DE T3,30,30,130260,2021-06
0202060039 DETERMINACAO DE T3 REVERSO,11,11,130260,2021-06
0202060047 DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,37,37,130260,2021-06
0202060063 DOSAGEM DE 17-HIDROXICORTICOSTEROIDES,2,2,130260,2021-06
0202060071 DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),1,1,130260,2021-06
0202060080 DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),35,35,130260,2021-06
0202060098 DOSAGEM DE ALDOSTERONA,4,4,130260,2021-06
0202060110 DOSAGEM DE ANDROSTENEDIONA,20,20,130260,2021-06
0202060128 DOSAGEM DE CALCITONINA,3,3,130260,2021-06
0202060136 DOSAGEM DE CORTISOL,132,132,130260,2021-06
0202060144 DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),30,30,130260,2021-06
0202060152 DOSAGEM DE DIHIDROTESTOTERONA (DHT),5,5,130260,2021-06
0202060160 DOSAGEM DE ESTRADIOL,701,701,130260,2021-06
0202060179 DOSAGEM DE ESTRIOL,95,95,130260,2021-06
0202060187 DOSAGEM DE ESTRONA,157,157,130260,2021-06
0202060195 DOSAGEM DE GASTRINA,1,1,130260,2021-06
0202060209 DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA,1,1,130260,2021-06
"0202060217 DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",732,732,130260,2021-06
0202060225 DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),37,37,130260,2021-06
0202060233 DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),1409,1409,130260,2021-06
0202060241 DOSAGEM DE HORMONIO LUTEINIZANTE (LH),1019,1019,130260,2021-06
0202060250 DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),6348,6348,130260,2021-06
0202060268 DOSAGEM DE INSULINA,510,510,130260,2021-06
0202060276 DOSAGEM DE PARATORMONIO,595,595,130260,2021-06
0202060284 DOSAGEM DE PEPTIDEO C,38,38,130260,2021-06
0202060292 DOSAGEM DE PROGESTERONA,489,489,130260,2021-06
0202060306 DOSAGEM DE PROLACTINA,520,520,130260,2021-06
0202060314 DOSAGEM DE RENINA,4,4,130260,2021-06
0202060322 DOSAGEM DE SOMATOMEDINA C (IGF1),80,80,130260,2021-06
0202060330 DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),22,22,130260,2021-06
0202060349 DOSAGEM DE TESTOSTERONA,390,390,130260,2021-06
0202060357 DOSAGEM DE TESTOSTERONA LIVRE,453,453,130260,2021-06
0202060365 DOSAGEM DE TIREOGLOBULINA,33,33,130260,2021-06
0202060373 DOSAGEM DE TIROXINA (T4),1484,1484,130260,2021-06
0202060381 DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),5408,5408,130260,2021-06
0202060390 DOSAGEM DE TRIIODOTIRONINA (T3),2300,2300,130260,2021-06
0202060403 TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH,11,11,130260,2021-06
0202060420 TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH,2,2,130260,2021-06
0202060446 TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA,1,1,130260,2021-06
0202060454 TESTE DE SUPRESSAO DO HGH APOS GLICOSE,3,3,130260,2021-06
0202060470 PESQUISA DE MACROPROLACTINA,10,10,130260,2021-06
0202070050 DOSAGEM DE ACIDO VALPROICO,7,7,130260,2021-06
0202070085 DOSAGEM DE ALUMINIO,110,110,130260,2021-06
0202070140 DOSAGEM DE CADMIO,1,1,130260,2021-06
0202070158 DOSAGEM DE CARBAMAZEPINA,3,3,130260,2021-06
0202070166 DOSAGEM DE CARBOXI-HEMOGLOBINA,2,2,130260,2021-06
0202070174 DOSAGEM DE CHUMBO,2,2,130260,2021-06
0202070182 DOSAGEM DE CICLOSPORINA,2,2,130260,2021-06
