procedimento,2021,total,municipio_ibge,competencia
0202010708 DOSAGEM DE VITAMINA B12,1175,1175,130260,2021-02
0202010716 ELETROFORESE DE LIPOPROTEINAS,7,7,130260,2021-02
0202010724 ELETROFORESE DE PROTEINAS,40,40,130260,2021-02
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),671,671,130260,2021-02
0202010740 PROVA DA D-XILOSE,2,2,130260,2021-02
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,32,32,130260,2021-02
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,3233,3233,130260,2021-02
0202020010 CITOQUIMICA HEMATOLOGICA,1,1,130260,2021-02
0202020029 CONTAGEM DE PLAQUETAS,470,470,130260,2021-02
0202020037 CONTAGEM DE RETICULOCITOS,67,67,130260,2021-02
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,742,742,130260,2021-02
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,1,1,130260,2021-02
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,675,675,130260,2021-02
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,33,33,130260,2021-02
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,34,34,130260,2021-02
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),316,316,130260,2021-02
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),768,768,130260,2021-02
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1023,1023,130260,2021-02
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,13,13,130260,2021-02
0202020177 DOSAGEM DE ANTITROMBINA III,1,1,130260,2021-02
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2021-02
0202020207 DOSAGEM DE FATOR V,4,4,130260,2021-02
0202020240 DOSAGEM DE FATOR VON WILLEBRAND (ANTIGENO),3,3,130260,2021-02
0202020290 DOSAGEM DE FIBRINOGENIO,83,83,130260,2021-02
0202020304 DOSAGEM DE HEMOGLOBINA,17,17,130260,2021-02
0202020312 DOSAGEM DE HEMOGLOBINA - INSTABILIDADE A 37OC,1,1,130260,2021-02
0202020320 DOSAGEM DE HEMOGLOBINA FETAL,1,1,130260,2021-02
0202020355 ELETROFORESE DE HEMOGLOBINA,233,233,130260,2021-02
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",496,496,130260,2021-02
0202020371 HEMATOCRITO,314,314,130260,2021-02
0202020380 HEMOGRAMA COMPLETO,18842,18842,130260,2021-02
0202020398 LEUCOGRAMA,452,452,130260,2021-02
0202020410 PESQUISA DE CELULAS LE,2,2,130260,2021-02
0202020436 PESQUISA DE FILARIA,30,30,130260,2021-02
0202020444 PESQUISA DE HEMOGLOBINA S,3,3,130260,2021-02
0202020452 PESQUISA DE PLASMODIO,645,645,130260,2021-02
0202020460 PESQUISA DE TRIPANOSSOMA,5,5,130260,2021-02
0202020487 PROVA DE CONSUMO DE PROTROMBINA,6,6,130260,2021-02
0202020495 PROVA DE RETRACAO DO COAGULO,465,465,130260,2021-02
0202020509 PROVA DO LACO,483,483,130260,2021-02
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,2,2,130260,2021-02
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),12,12,130260,2021-02
0202020550 DOSAGEM DE PROTEINA C FUNCIONAL,1,1,130260,2021-02
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,340,340,130260,2021-02
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),4,4,130260,2021-02
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),10,10,130260,2021-02
0202030075 DETERMINACAO DE FATOR REUMATOIDE,630,630,130260,2021-02
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,1120,1120,130260,2021-02
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,62,62,130260,2021-02
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),1182,1182,130260,2021-02
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,6,6,130260,2021-02
0202030121 DOSAGEM DE COMPLEMENTO C3,100,100,130260,2021-02
0202030130 DOSAGEM DE COMPLEMENTO C4,92,92,130260,2021-02
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),5,5,130260,2021-02
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),32,32,130260,2021-02
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),7,7,130260,2021-02
0202030202 DOSAGEM DE PROTEINA C REATIVA,3617,3617,130260,2021-02
0202030229 IMUNOELETROFORESE DE PROTEINAS,1,1,130260,2021-02
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),98,98,130260,2021-02
0202030245 INTRADERMORREACAO COM DERIVADO PROTEICO PURIFICADO (PPD),13,13,130260,2021-02
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,32,32,130260,2021-02
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,30,30,130260,2021-02
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,65,65,130260,2021-02
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,13,13,130260,2021-02
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),59,59,130260,2021-02
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),3207,3207,130260,2021-02
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,20,20,130260,2021-02
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),8,8,130260,2021-02
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,30,30,130260,2021-02
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),47,47,130260,2021-02
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),32,32,130260,2021-02
0202030385 PESQUISA DE ANTICORPOS ANTIAMEBAS,1,1,130260,2021-02
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),4,4,130260,2021-02
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,17,17,130260,2021-02
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),589,589,130260,2021-02
0202030482 PESQUISA DE ANTICORPOS ANTIFIGADO,2,2,130260,2021-02
0202030520 PESQUISA DE ANTICORPOS ANTIINSULINA,5,5,130260,2021-02
0202030547 PESQUISA DE ANTICORPOS ANTILISTERIA,1,1,130260,2021-02
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,155,155,130260,2021-02
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,9,9,130260,2021-02
0202030571 PESQUISA DE ANTICORPOS ANTIMUSCULO ESTRIADO,1,1,130260,2021-02
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,9,9,130260,2021-02
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,368,368,130260,2021-02
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,2,2,130260,2021-02
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,81,81,130260,2021-02
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),487,487,130260,2021-02
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),80,80,130260,2021-02
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),2374,2374,130260,2021-02
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),13,13,130260,2021-02
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,10,10,130260,2021-02
0202030717 PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO,1,1,130260,2021-02
0202030725 PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,2,2,130260,2021-02
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,2,2,130260,2021-02
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,452,452,130260,2021-02
0202030750 PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS,1,1,130260,2021-02
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,1140,1140,130260,2021-02
0202030776 PESQUISA DE ANTICORPOS IGG ANTITRYPANOSOMA CRUZI,1,1,130260,2021-02
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),262,262,130260,2021-02
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,709,709,130260,2021-02
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),38,38,130260,2021-02
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,418,418,130260,2021-02
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,4,4,130260,2021-02
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,15,15,130260,2021-02
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,83,83,130260,2021-02
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,458,458,130260,2021-02
0202030865 PESQUISA DE ANTICORPOS IGM ANTILEISHMANIAS,3,3,130260,2021-02
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,1208,1208,130260,2021-02
0202030881 PESQUISA DE ANTICORPOS IGM ANTITRYPANOSOMA CRUZI,1,1,130260,2021-02
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),201,201,130260,2021-02
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,153,153,130260,2021-02
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),32,32,130260,2021-02
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,420,420,130260,2021-02
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,4,4,130260,2021-02
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,11,11,130260,2021-02
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,70,70,130260,2021-02
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),67,67,130260,2021-02
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),1483,1483,130260,2021-02
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),72,72,130260,2021-02
0202030997 DETECCAO DE CLAMIDIA E GONOCOCO POR BIOLOGIA MOLECULAR,2,2,130260,2021-02
0202031004 PESQUISA DE CRIOGLOBULINAS,1,1,130260,2021-02
0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),146,146,130260,2021-02
0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,77,77,130260,2021-02
0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,94,94,130260,2021-02
0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),8,8,130260,2021-02
0202031063 PROVAS IMUNO-ALERGICAS BACTERIANAS,1,1,130260,2021-02
0202031071 QUANTIFICACAO DE RNA DO HIV-1,1139,1139,130260,2021-02
0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C,2,2,130260,2021-02
0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,230,230,130260,2021-02
0202031101 REACAO DE MONTENEGRO ID,2,2,130260,2021-02
0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,2897,2897,130260,2021-02
0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,137,137,130260,2021-02
0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,132,132,130260,2021-02
0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES,4383,4383,130260,2021-02
0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,5,5,130260,2021-02
0202031209 DOSAGEM DE TROPONINA,213,213,130260,2021-02
0202031217 DOSAGEM DO ANTIGENO CA 125,67,67,130260,2021-02
0202031250 DETECCAO DE RNA DO HTLV-1,1,1,130260,2021-02
0202031268 PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT),1,1,130260,2021-02
0202040038 EXAME COPROLOGICO FUNCIONAL,120,120,130260,2021-02
0202040046 IDENTIFICACAO DE FRAGMENTOS DE HELMINTOS,3,3,130260,2021-02
0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),1,1,130260,2021-02
0202040070 PESQUISA DE GORDURA FECAL,2,2,130260,2021-02
0202040089 PESQUISA DE LARVAS NAS FEZES,262,262,130260,2021-02
0202040097 PESQUISA DE LEUCOCITOS NAS FEZES,8,8,130260,2021-02
0202040100 PESQUISA DE LEVEDURAS NAS FEZES,7,7,130260,2021-02
0202040119 PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),1,1,130260,2021-02
0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS,6225,6225,130260,2021-02
0202040135 PESQUISA DE ROTAVIRUS NAS FEZES,436,436,130260,2021-02
0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES,182,182,130260,2021-02
0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,8,8,130260,2021-02
0202040178 PESQUISA DE TROFOZOITAS NAS FEZES,54,54,130260,2021-02
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",13005,13005,130260,2021-02
0202050025 CLEARANCE DE CREATININA,257,257,130260,2021-02
0202050033 CLEARANCE DE FOSFATO,2,2,130260,2021-02
0202050041 CLEARANCE DE UREIA,121,121,130260,2021-02
0202050068 DETERMINACAO DE OSMOLALIDADE,1,1,130260,2021-02
0202050084 DOSAGEM DE CITRATO,2,2,130260,2021-02
0202050092 DOSAGEM DE MICROALBUMINA NA URINA,319,319,130260,2021-02
0202050106 DOSAGEM DE OXALATO,4,4,130260,2021-02
0202050114 DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),162,162,130260,2021-02
0202050130 EXAME QUALITATIVO DE CALCULOS URINARIOS,443,443,130260,2021-02
0202050165 PESQUISA DE AMINOACIDOS NA URINA,1,1,130260,2021-02
0202050173 PESQUISA DE BETA-MERCAPTO-LACTATO-DISSULFIDURIA,4,4,130260,2021-02
0202050211 PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA,1,1,130260,2021-02
0202050220 PESQUISA DE FENIL-CETONA NA URINA,2,2,130260,2021-02
0202050246 PESQUISA DE GALACTOSE NA URINA,1,1,130260,2021-02
0202050254 PESQUISA DE GONADOTROFINA CORIONICA,96,96,130260,2021-02
0202050262 PESQUISA DE HOMOCISTINA NA URINA,5,5,130260,2021-02
0202050297 PESQUISA DE PORFOBILINOGENIO NA URINA,3,3,130260,2021-02
0202050300 PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE),3,3,130260,2021-02
0202050327 PROVA DE DILUICAO (URINA),1,1,130260,2021-02
0202060020 DETERMINACAO DE RETENCAO DE T3,19,19,130260,2021-02
0202060039 DETERMINACAO DE T3 REVERSO,91,91,130260,2021-02
0202060047 DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,33,33,130260,2021-02
0202060071 DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),4,4,130260,2021-02
0202060080 DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),25,25,130260,2021-02
0202060098 DOSAGEM DE ALDOSTERONA,7,7,130260,2021-02
0202060110 DOSAGEM DE ANDROSTENEDIONA,14,14,130260,2021-02
0202060128 DOSAGEM DE CALCITONINA,6,6,130260,2021-02
0202060136 DOSAGEM DE CORTISOL,93,93,130260,2021-02
0202060144 DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),32,32,130260,2021-02
0202060152 DOSAGEM DE DIHIDROTESTOTERONA (DHT),7,7,130260,2021-02
0202060160 DOSAGEM DE ESTRADIOL,638,638,130260,2021-02
0202060179 DOSAGEM DE ESTRIOL,69,69,130260,2021-02
0202060187 DOSAGEM DE ESTRONA,34,34,130260,2021-02
0202060195 DOSAGEM DE GASTRINA,1,1,130260,2021-02
0202060209 DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA,2,2,130260,2021-02
"0202060217 DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",583,583,130260,2021-02
0202060225 DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),19,19,130260,2021-02
0202060233 DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),947,947,130260,2021-02
0202060241 DOSAGEM DE HORMONIO LUTEINIZANTE (LH),806,806,130260,2021-02
0202060250 DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),4498,4498,130260,2021-02
0202060268 DOSAGEM DE INSULINA,385,385,130260,2021-02
0202060276 DOSAGEM DE PARATORMONIO,361,361,130260,2021-02
0202060284 DOSAGEM DE PEPTIDEO C,29,29,130260,2021-02
0202060292 DOSAGEM DE PROGESTERONA,350,350,130260,2021-02
0202060306 DOSAGEM DE PROLACTINA,430,430,130260,2021-02
0202060314 DOSAGEM DE RENINA,4,4,130260,2021-02
0202060322 DOSAGEM DE SOMATOMEDINA C (IGF1),56,56,130260,2021-02
0202060330 DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),16,16,130260,2021-02
0202060349 DOSAGEM DE TESTOSTERONA,349,349,130260,2021-02
0202060357 DOSAGEM DE TESTOSTERONA LIVRE,248,248,130260,2021-02
0202060365 DOSAGEM DE TIREOGLOBULINA,25,25,130260,2021-02
0202060373 DOSAGEM DE TIROXINA (T4),814,814,130260,2021-02
0202060381 DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),3868,3868,130260,2021-02
0202060390 DOSAGEM DE TRIIODOTIRONINA (T3),1405,1405,130260,2021-02
0202060403 TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH,8,8,130260,2021-02
0202060420 TESTE DE ESTIMULO COM GNRH OU COM AGONISTA GNRH,3,3,130260,2021-02
0202060438 TESTE DE ESTIMULO DO HGH APOS GLUCAGON,1,1,130260,2021-02
0202060446 TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA,2,2,130260,2021-02
0202060454 TESTE DE SUPRESSAO DO HGH APOS GLICOSE,1,1,130260,2021-02
0202060470 PESQUISA DE MACROPROLACTINA,4,4,130260,2021-02
0202070050 DOSAGEM DE ACIDO VALPROICO,5,5,130260,2021-02
0202070085 DOSAGEM DE ALUMINIO,65,65,130260,2021-02
0202070158 DOSAGEM DE CARBAMAZEPINA,2,2,130260,2021-02
0202070166 DOSAGEM DE CARBOXI-HEMOGLOBINA,2,2,130260,2021-02
0202070182 DOSAGEM DE CICLOSPORINA,7,7,130260,2021-02
0202070190 DOSAGEM DE COBRE,19,19,130260,2021-02
0202070220 DOSAGEM DE FENITOINA,3,3,130260,2021-02
0202070255 DOSAGEM DE LITIO,35,35,130260,2021-02
0202070352 DOSAGEM DE ZINCO,188,188,130260,2021-02
0202080013 ANTIBIOGRAMA,1436,1436,130260,2021-02
0202080021 ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA,5,5,130260,2021-02
0202080030 ANTIBIOGRAMA P/ MICOBACTERIAS,10,10,130260,2021-02
0202080048 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),23,23,130260,2021-02
0202080056 BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE),4,4,130260,2021-02
0202080064 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE),5,5,130260,2021-02
0202080072 BACTERIOSCOPIA (GRAM),125,125,130260,2021-02
0202080080 CULTURA DE BACTERIAS P/ IDENTIFICACAO,1890,1890,130260,2021-02
0202080099 CULTURA DO LEITE HUMANO (POS-PASTEURIZACAO),1,1,130260,2021-02
