lista morb  cid-10,2020,total,municipio_ibge,competencia
Doença alcoólica do fígado,8,8,130260,2020-12
Outras doenças do fígado,35,35,130260,2020-12
Colelitíase e colecistite,245,245,130260,2020-12
Pancreatite aguda e outras doenças do pâncreas,32,32,130260,2020-12
Outras doenças do aparelho digestivo,97,97,130260,2020-12
12 Doenças da pele e do tecido subcutâneo,336,336,130260,2020-12
Infecções da pele e do tecido subcutâneo,191,191,130260,2020-12
Outras doenças da pele e do tecido subcutâneo,145,145,130260,2020-12
13 Doenças sist osteomuscular e tec conjuntivo,64,64,130260,2020-12
Artrite reumatóide e outr poliartropatias infl,10,10,130260,2020-12
Outros transtronos articulares,8,8,130260,2020-12
Doenças sistêmicas do tecido conjuntivo,3,3,130260,2020-12
Outras dorsopatias,12,12,130260,2020-12
Transtornos do tecido mole,18,18,130260,2020-12
Transtornos da densidade e da estrutura ósseas,6,6,130260,2020-12
Osteomielite,4,4,130260,2020-12
Outras doenças sist osteomuscular e tec conjunt,3,3,130260,2020-12
14 Doenças do aparelho geniturinário,843,843,130260,2020-12
Síndrome nefríticas aguda e rapidamente progres,16,16,130260,2020-12
Outras doenças glomerulares,27,27,130260,2020-12
Doenças renais túbulo-intersticiais,57,57,130260,2020-12
Insuficiência renal,91,91,130260,2020-12
Urolitíase,35,35,130260,2020-12
Cistite,21,21,130260,2020-12
Outras doenças do aparelho urinário,276,276,130260,2020-12
Hiperplasia da próstata,11,11,130260,2020-12
Outros transtornos da próstata,3,3,130260,2020-12
Hidrocele e espermatocele,7,7,130260,2020-12
Preprúcio redundante fimose e parafimose,18,18,130260,2020-12
Outras doenças dos órgãos genitais masculinos,8,8,130260,2020-12
Transtornos da mama,38,38,130260,2020-12
Salpingite e ooforite,26,26,130260,2020-12
Doença inflamatória do colo do útero,1,1,130260,2020-12
Outras doenças inflamat órgãos pélvicos femin,68,68,130260,2020-12
Endometriose,8,8,130260,2020-12
Prolapso genital feminino,21,21,130260,2020-12
Transt não-inflam ovário tromp Falópio lig larg,37,37,130260,2020-12
Transtornos da menstruação,4,4,130260,2020-12
Transt menopáusicos e outr transt perimenopáus,1,1,130260,2020-12
Outros transtornos do aparelho geniturinário,69,69,130260,2020-12
15 Gravidez parto e puerpério,5204,5204,130260,2020-12
Aborto espontâneo,164,164,130260,2020-12
Aborto por razões médicas,1,1,130260,2020-12
Outras gravidezes que terminam em aborto,235,235,130260,2020-12
Edema protein transt hipertens grav parto puerp,111,111,130260,2020-12
Placent prév descol premat plac hemorr antepart,8,8,130260,2020-12
Outr mot ass mãe rel cav fet amn pos prob part,383,383,130260,2020-12
Trabalho de parto obstruído,373,373,130260,2020-12
Outras complicações da gravidez e do parto,1219,1219,130260,2020-12
Parto único espontâneo,2589,2589,130260,2020-12
Compl pred rel puerpério e outr afecç obst NCOP,121,121,130260,2020-12
16 Algumas afec originadas no período perinatal,574,574,130260,2020-12
Feto e rec-nasc afet fat mat e compl grav parto,3,3,130260,2020-12
Ret cres fet desn fet tran gest curt baix peso,118,118,130260,2020-12
Hipóxia intrauterina e asfixia ao nascer,19,19,130260,2020-12
Outros transt respiratórios orig per perinatal,114,114,130260,2020-12
Doenças infecciosas e parasitárias congênitas,107,107,130260,2020-12
Outras infecções específicas do período perinat,13,13,130260,2020-12
Outras afecções originadas no período perinatal,200,200,130260,2020-12
17 Malf cong deformid e anomalias cromossômicas,87,87,130260,2020-12
Espinha bífida,2,2,130260,2020-12
Outras malformações congênitas do sistema nerv,6,6,130260,2020-12
Malformações congênitas do aparelho circulat,49,49,130260,2020-12
Fenda labial e fenda palatina,8,8,130260,2020-12
Outras malformações congênitas aparelho digest,5,5,130260,2020-12
Testiculo não-descido,2,2,130260,2020-12
Outras malformações do aparelho geniturinário,5,5,130260,2020-12
Deformidades congênitas dos pés,1,1,130260,2020-12
Outr malform e deform congên aparelho osteomusc,3,3,130260,2020-12
Outras malformações congênitas,6,6,130260,2020-12
18 Sint sinais e achad anorm ex clín e laborat,122,122,130260,2020-12
Dor abdominal e pélvica,61,61,130260,2020-12
Febre de origem desconhecida,7,7,130260,2020-12
Outr sist sinais achad anorm ex clín labor NCOP,54,54,130260,2020-12
19 Lesões enven e alg out conseq causas externas,845,845,130260,2020-12
Fratura do crânio e dos ossos da face,13,13,130260,2020-12
Fratura do pescoço tórax ou pelve,13,13,130260,2020-12
Fratura do fêmur,51,51,130260,2020-12
Fratura de outros ossos dos membros,207,207,130260,2020-12
Fraturas envolvendo múltiplas regiões do corpo,43,43,130260,2020-12
Luxações entorse distensão reg esp e múlt corpo,20,20,130260,2020-12
Traumatismo do olho e da órbita ocular,1,1,130260,2020-12
Traumatismo intracraniano,75,75,130260,2020-12
Traumatismo de outros órgãos internos,35,35,130260,2020-12
Lesões esmag amput traumát reg esp e múlt corpo,10,10,130260,2020-12
Outr traum reg espec não espec e múltipl corpo,173,173,130260,2020-12
Efeitos corpo estranho através de orifício nat,16,16,130260,2020-12
Queimadura e corrosões,27,27,130260,2020-12
Envenenamento por drogas e substâncias biológ,3,3,130260,2020-12
Efeitos tóxicos subst origem princ não-medicin,105,105,130260,2020-12
Outros efeitos e não espec de causas externas,9,9,130260,2020-12
Cert compl prec traum compl cirúrg ass méd NCOP,41,41,130260,2020-12
Seqüel traum enven e outr conseq causas extern,3,3,130260,2020-12
21 Contatos com serviços de saúde,106,106,130260,2020-12
Pessoas em contato com serv saúde exame invest,10,10,130260,2020-12
Anticoncepção,68,68,130260,2020-12
Pessoas contato serv saúde cuidados proc espec,28,28,130260,2020-12
