lista morb  cid-10,2020,total,municipio_ibge,competencia
Outras doenças das artérias arteríolas e capil,31,31,130260,2020-01
Flebite tromboflebite embolia e trombose venosa,25,25,130260,2020-01
Veias varicosas das extremidades inferiores,21,21,130260,2020-01
Hemorróidas,25,25,130260,2020-01
Outras doenças do aparelho circulatório,20,20,130260,2020-01
10 Doenças do aparelho respiratório,1080,1080,130260,2020-01
Faringite aguda e amigdalite aguda,21,21,130260,2020-01
Laringite e traqueíte agudas,11,11,130260,2020-01
Outras infecções agudas das vias aéreas super,9,9,130260,2020-01
Influenza [gripe],8,8,130260,2020-01
Pneumonia,712,712,130260,2020-01
Bronquite aguda e bronquiolite aguda,103,103,130260,2020-01
Sinusite crônica,1,1,130260,2020-01
Outras doenças do nariz e dos seios paranasais,3,3,130260,2020-01
Doenças crônicas das amígdalas e das adenóides,6,6,130260,2020-01
Outras doenças do trato respiratório superior,13,13,130260,2020-01
Bronquite enfisema e outr doenç pulm obstr crôn,34,34,130260,2020-01
Asma,48,48,130260,2020-01
Pneumoconiose,1,1,130260,2020-01
Outras doenças do aparelho respiratório,110,110,130260,2020-01
11 Doenças do aparelho digestivo,1795,1795,130260,2020-01
Outros transtornos dentes e estruturas suporte,7,7,130260,2020-01
Outr doenç cavidade oral glând saliv e maxilar,7,7,130260,2020-01
Úlcera gástrica e duodenal,4,4,130260,2020-01
Gastrite e duodenite,33,33,130260,2020-01
Outras doenças do esôfago estômago e duodeno,54,54,130260,2020-01
Doenças do apêndice,341,341,130260,2020-01
Hérnia inguinal,207,207,130260,2020-01
Outras hérnias,174,174,130260,2020-01
Doença de Crohn e colite ulcerativa,2,2,130260,2020-01
Ileo paralítico e obstrução intestinal s/hérnia,62,62,130260,2020-01
Doença diverticular do intestino,5,5,130260,2020-01
Outras doenças dos intestinos e peritônio,124,124,130260,2020-01
Doença alcoólica do fígado,21,21,130260,2020-01
Outras doenças do fígado,49,49,130260,2020-01
Colelitíase e colecistite,511,511,130260,2020-01
Pancreatite aguda e outras doenças do pâncreas,31,31,130260,2020-01
Outras doenças do aparelho digestivo,163,163,130260,2020-01
12 Doenças da pele e do tecido subcutâneo,491,491,130260,2020-01
Infecções da pele e do tecido subcutâneo,296,296,130260,2020-01
Outras doenças da pele e do tecido subcutâneo,195,195,130260,2020-01
13 Doenças sist osteomuscular e tec conjuntivo,115,115,130260,2020-01
Artrite reumatóide e outr poliartropatias infl,13,13,130260,2020-01
Artrose,5,5,130260,2020-01
Deformidades adquiridas das articulações,5,5,130260,2020-01
Outros transtronos articulares,19,19,130260,2020-01
Doenças sistêmicas do tecido conjuntivo,3,3,130260,2020-01
Transt discais cervic e outr transt disc interv,6,6,130260,2020-01
Outras dorsopatias,10,10,130260,2020-01
Transtornos do tecido mole,36,36,130260,2020-01
Transtornos da densidade e da estrutura ósseas,11,11,130260,2020-01
Osteomielite,3,3,130260,2020-01
Outras doenças sist osteomuscular e tec conjunt,4,4,130260,2020-01
14 Doenças do aparelho geniturinário,1286,1286,130260,2020-01
Síndrome nefríticas aguda e rapidamente progres,18,18,130260,2020-01
Outras doenças glomerulares,18,18,130260,2020-01
Doenças renais túbulo-intersticiais,71,71,130260,2020-01
Insuficiência renal,184,184,130260,2020-01
Urolitíase,107,107,130260,2020-01
Cistite,18,18,130260,2020-01
Outras doenças do aparelho urinário,426,426,130260,2020-01
Hiperplasia da próstata,26,26,130260,2020-01
Outros transtornos da próstata,4,4,130260,2020-01
Hidrocele e espermatocele,10,10,130260,2020-01
Preprúcio redundante fimose e parafimose,57,57,130260,2020-01
Outras doenças dos órgãos genitais masculinos,18,18,130260,2020-01
Transtornos da mama,29,29,130260,2020-01
Salpingite e ooforite,50,50,130260,2020-01
Outras doenças inflamat órgãos pélvicos femin,87,87,130260,2020-01
Endometriose,16,16,130260,2020-01
Prolapso genital feminino,43,43,130260,2020-01
Transt não-inflam ovário tromp Falópio lig larg,38,38,130260,2020-01
Transtornos da menstruação,1,1,130260,2020-01
Outros transtornos do aparelho geniturinário,65,65,130260,2020-01
15 Gravidez parto e puerpério,6010,6010,130260,2020-01
Aborto espontâneo,280,280,130260,2020-01
Aborto por razões médicas,21,21,130260,2020-01
Outras gravidezes que terminam em aborto,176,176,130260,2020-01
Edema protein transt hipertens grav parto puerp,103,103,130260,2020-01
Placent prév descol premat plac hemorr antepart,7,7,130260,2020-01
Outr mot ass mãe rel cav fet amn pos prob part,275,275,130260,2020-01
Trabalho de parto obstruído,340,340,130260,2020-01
Hemorragia pós-parto,1,1,130260,2020-01
Outras complicações da gravidez e do parto,1496,1496,130260,2020-01
Parto único espontâneo,3127,3127,130260,2020-01
Compl pred rel puerpério e outr afecç obst NCOP,184,184,130260,2020-01
16 Algumas afec originadas no período perinatal,553,553,130260,2020-01
Ret cres fet desn fet tran gest curt baix peso,111,111,130260,2020-01
Trauma durante o nascimento,4,4,130260,2020-01
Hipóxia intrauterina e asfixia ao nascer,6,6,130260,2020-01
Outros transt respiratórios orig per perinatal,104,104,130260,2020-01
Doenças infecciosas e parasitárias congênitas,82,82,130260,2020-01
Outras infecções específicas do período perinat,39,39,130260,2020-01
Doença hemolítica do feto e do recém-nascido,2,2,130260,2020-01
Outras afecções originadas no período perinatal,205,205,130260,2020-01
17 Malf cong deformid e anomalias cromossômicas,118,118,130260,2020-01
Espinha bífida,1,1,130260,2020-01
Outras malformações congênitas do sistema nerv,3,3,130260,2020-01
Malformações congênitas do aparelho circulat,46,46,130260,2020-01
Fenda labial e fenda palatina,7,7,130260,2020-01
Outras malformações congênitas aparelho digest,5,5,130260,2020-01
Testiculo não-descido,21,21,130260,2020-01
Outras malformações do aparelho geniturinário,10,10,130260,2020-01
Deformidades congênitas do quadril,1,1,130260,2020-01
Deformidades congênitas dos pés,5,5,130260,2020-01
Outr malform e deform congên aparelho osteomusc,6,6,130260,2020-01
Outras malformações congênitas,12,12,130260,2020-01
Anomalias cromossômicas NCOP,1,1,130260,2020-01
18 Sint sinais e achad anorm ex clín e laborat,151,151,130260,2020-01
Dor abdominal e pélvica,72,72,130260,2020-01
Febre de origem desconhecida,6,6,130260,2020-01
Outr sist sinais achad anorm ex clín labor NCOP,73,73,130260,2020-01
19 Lesões enven e alg out conseq causas externas,1293,1293,130260,2020-01
Fratura do crânio e dos ossos da face,16,16,130260,2020-01
Fratura do pescoço tórax ou pelve,24,24,130260,2020-01
Fratura do fêmur,92,92,130260,2020-01
Fratura de outros ossos dos membros,308,308,130260,2020-01
Fraturas envolvendo múltiplas regiões do corpo,25,25,130260,2020-01
Luxações entorse distensão reg esp e múlt corpo,39,39,130260,2020-01
Traumatismo intracraniano,122,122,130260,2020-01
Traumatismo de outros órgãos internos,77,77,130260,2020-01
Lesões esmag amput traumát reg esp e múlt corpo,8,8,130260,2020-01
Outr traum reg espec não espec e múltipl corpo,330,330,130260,2020-01
Efeitos corpo estranho através de orifício nat,7,7,130260,2020-01
Queimadura e corrosões,37,37,130260,2020-01
Envenenamento por drogas e substâncias biológ,3,3,130260,2020-01
Efeitos tóxicos subst origem princ não-medicin,138,138,130260,2020-01
Outros efeitos e não espec de causas externas,1,1,130260,2020-01
Cert compl prec traum compl cirúrg ass méd NCOP,60,60,130260,2020-01
Seqüel traum enven e outr conseq causas extern,6,6,130260,2020-01
21 Contatos com serviços de saúde,197,197,130260,2020-01
Pessoas em contato com serv saúde exame invest,28,28,130260,2020-01
Outr pess riscos pot à saúde rel doenças transm,1,1,130260,2020-01
Anticoncepção,108,108,130260,2020-01
Pessoas contato serv saúde cuidados proc espec,58,58,130260,2020-01
Pessoas contato serv saúde por outras razões,2,2,130260,2020-01
