lista morb  cid-10,2021,total,municipio_ibge,competencia
12 Doenças da pele e do tecido subcutâneo,404,404,130260,2021-05
Infecções da pele e do tecido subcutâneo,214,214,130260,2021-05
Outras doenças da pele e do tecido subcutâneo,190,190,130260,2021-05
13 Doenças sist osteomuscular e tec conjuntivo,80,80,130260,2021-05
Artrite reumatóide e outr poliartropatias infl,11,11,130260,2021-05
Deformidades adquiridas das articulações,1,1,130260,2021-05
Outros transtronos articulares,14,14,130260,2021-05
Doenças sistêmicas do tecido conjuntivo,7,7,130260,2021-05
Transt discais cervic e outr transt disc interv,8,8,130260,2021-05
Outras dorsopatias,9,9,130260,2021-05
Transtornos do tecido mole,17,17,130260,2021-05
Transtornos da densidade e da estrutura ósseas,5,5,130260,2021-05
Osteomielite,6,6,130260,2021-05
Outras doenças sist osteomuscular e tec conjunt,2,2,130260,2021-05
14 Doenças do aparelho geniturinário,1010,1010,130260,2021-05
Síndrome nefríticas aguda e rapidamente progres,20,20,130260,2021-05
Outras doenças glomerulares,20,20,130260,2021-05
Doenças renais túbulo-intersticiais,44,44,130260,2021-05
Insuficiência renal,131,131,130260,2021-05
Urolitíase,116,116,130260,2021-05
Cistite,16,16,130260,2021-05
Outras doenças do aparelho urinário,342,342,130260,2021-05
Hiperplasia da próstata,14,14,130260,2021-05
Hidrocele e espermatocele,6,6,130260,2021-05
Preprúcio redundante fimose e parafimose,22,22,130260,2021-05
Outras doenças dos órgãos genitais masculinos,16,16,130260,2021-05
Transtornos da mama,36,36,130260,2021-05
Salpingite e ooforite,12,12,130260,2021-05
Doença inflamatória do colo do útero,1,1,130260,2021-05
Outras doenças inflamat órgãos pélvicos femin,76,76,130260,2021-05
Endometriose,8,8,130260,2021-05
Prolapso genital feminino,14,14,130260,2021-05
Transt não-inflam ovário tromp Falópio lig larg,25,25,130260,2021-05
Transtornos da menstruação,3,3,130260,2021-05
Transt menopáusicos e outr transt perimenopáus,1,1,130260,2021-05
Infertilidade feminina,2,2,130260,2021-05
Outros transtornos do aparelho geniturinário,85,85,130260,2021-05
15 Gravidez parto e puerpério,6510,6510,130260,2021-05
Aborto espontâneo,227,227,130260,2021-05
Aborto por razões médicas,4,4,130260,2021-05
Outras gravidezes que terminam em aborto,274,274,130260,2021-05
Edema protein transt hipertens grav parto puerp,138,138,130260,2021-05
Placent prév descol premat plac hemorr antepart,9,9,130260,2021-05
Outr mot ass mãe rel cav fet amn pos prob part,593,593,130260,2021-05
Trabalho de parto obstruído,427,427,130260,2021-05
Hemorragia pós-parto,2,2,130260,2021-05
Outras complicações da gravidez e do parto,1333,1333,130260,2021-05
Parto único espontâneo,3315,3315,130260,2021-05
Compl pred rel puerpério e outr afecç obst NCOP,188,188,130260,2021-05
16 Algumas afec originadas no período perinatal,806,806,130260,2021-05
Feto e rec-nasc afet fat mat e compl grav parto,7,7,130260,2021-05
Ret cres fet desn fet tran gest curt baix peso,156,156,130260,2021-05
Hipóxia intrauterina e asfixia ao nascer,17,17,130260,2021-05
Outros transt respiratórios orig per perinatal,117,117,130260,2021-05
Doenças infecciosas e parasitárias congênitas,59,59,130260,2021-05
Outras infecções específicas do período perinat,49,49,130260,2021-05
Doença hemolítica do feto e do recém-nascido,1,1,130260,2021-05
Outras afecções originadas no período perinatal,400,400,130260,2021-05
17 Malf cong deformid e anomalias cromossômicas,89,89,130260,2021-05
Espinha bífida,2,2,130260,2021-05
Outras malformações congênitas do sistema nerv,4,4,130260,2021-05
Malformações congênitas do aparelho circulat,49,49,130260,2021-05
Ausência atresia e estenose do intestino delg,1,1,130260,2021-05
Outras malformações congênitas aparelho digest,11,11,130260,2021-05
Testiculo não-descido,4,4,130260,2021-05
Outras malformações do aparelho geniturinário,3,3,130260,2021-05
Deformidades congênitas dos pés,1,1,130260,2021-05
Outr malform e deform congên aparelho osteomusc,5,5,130260,2021-05
Outras malformações congênitas,9,9,130260,2021-05
18 Sint sinais e achad anorm ex clín e laborat,187,187,130260,2021-05
Dor abdominal e pélvica,93,93,130260,2021-05
Febre de origem desconhecida,6,6,130260,2021-05
Outr sist sinais achad anorm ex clín labor NCOP,88,88,130260,2021-05
19 Lesões enven e alg out conseq causas externas,1243,1243,130260,2021-05
Fratura do crânio e dos ossos da face,18,18,130260,2021-05
Fratura do pescoço tórax ou pelve,4,4,130260,2021-05
Fratura do fêmur,89,89,130260,2021-05
Fratura de outros ossos dos membros,385,385,130260,2021-05
Fraturas envolvendo múltiplas regiões do corpo,43,43,130260,2021-05
Luxações entorse distensão reg esp e múlt corpo,39,39,130260,2021-05
Traumatismo intracraniano,75,75,130260,2021-05
Traumatismo de outros órgãos internos,39,39,130260,2021-05
Lesões esmag amput traumát reg esp e múlt corpo,14,14,130260,2021-05
Outr traum reg espec não espec e múltipl corpo,255,255,130260,2021-05
Efeitos corpo estranho através de orifício nat,14,14,130260,2021-05
Queimadura e corrosões,29,29,130260,2021-05
Envenenamento por drogas e substâncias biológ,5,5,130260,2021-05
Efeitos tóxicos subst origem princ não-medicin,157,157,130260,2021-05
Outros efeitos e não espec de causas externas,5,5,130260,2021-05
Cert compl prec traum compl cirúrg ass méd NCOP,61,61,130260,2021-05
Seqüel traum enven e outr conseq causas extern,11,11,130260,2021-05
21 Contatos com serviços de saúde,171,171,130260,2021-05
Pessoas em contato com serv saúde exame invest,32,32,130260,2021-05
Anticoncepção,50,50,130260,2021-05
Rastreamento pré-natal e outr superv da gravid,1,1,130260,2021-05
Pessoas contato serv saúde cuidados proc espec,85,85,130260,2021-05
Pessoas contato serv saúde por outras razões,3,3,130260,2021-05
