lista morb  cid-10,2022,total,municipio_ibge,competencia
Transt mentais e comportamentais dev uso álcool,1,1,130260,2022-03
Transt ment comport dev uso outr subst psicoat,5,5,130260,2022-03
Esquizofrenia transt esquizotípicos e delirant,50,50,130260,2022-03
Transtornos de humor [afetivos],13,13,130260,2022-03
Outros transtornos mentais e comportamentais,5,5,130260,2022-03
06 Doenças do sistema nervoso,142,142,130260,2022-03
Doenças inflamatórias do sistema nervoso centr,10,10,130260,2022-03
Meningite bacteriana não classif outra parte,8,8,130260,2022-03
Mening dev outras causas e causas não especif,1,1,130260,2022-03
Restante doenças inflamat sist nervoso centr,1,1,130260,2022-03
Epilepsia,44,44,130260,2022-03
Enxaqueca e outras síndromes de algias cefálic,5,5,130260,2022-03
Acid vascular cerebr isquêm transit e síndr cor,29,29,130260,2022-03
Transtornos dos nervos raízes e plexos nervosos,7,7,130260,2022-03
Paralisia cerebral e outras síndromes paralít,2,2,130260,2022-03
Outras doenças do sistema nervoso,45,45,130260,2022-03
07 Doenças do olho e anexos,20,20,130260,2022-03
Descolamentos e defeitos da retina,13,13,130260,2022-03
Outras doenças do olho e anexos,7,7,130260,2022-03
08 Doenças do ouvido e da apófise mastóide,21,21,130260,2022-03
Otite média e outr transt ouvid médio apóf mast,15,15,130260,2022-03
Outras doenças do ouvido e da apófise mastóide,6,6,130260,2022-03
09 Doenças do aparelho circulatório,947,947,130260,2022-03
Doença reumática crônica do coração,9,9,130260,2022-03
Hipertensão essencial (primária),64,64,130260,2022-03
Outras doenças hipertensivas,34,34,130260,2022-03
Infarto agudo do miocárdio,133,133,130260,2022-03
Outras doenças isquêmicas do coração,104,104,130260,2022-03
Embolia pulmonar,1,1,130260,2022-03
Transtornos de condução e arritmias cardíacas,28,28,130260,2022-03
Insuficiência cardíaca,238,238,130260,2022-03
Outras doenças do coração,38,38,130260,2022-03
Hemorragia intracraniana,16,16,130260,2022-03
Infarto cerebral,6,6,130260,2022-03
Acid vascular cerebr não espec hemorrág ou isq,136,136,130260,2022-03
Outras doenças cerebrovasculares,9,9,130260,2022-03
Arteroesclerose,17,17,130260,2022-03
Outras doenças vasculares periféricas,5,5,130260,2022-03
Embolia e trombose arteriais,8,8,130260,2022-03
Outras doenças das artérias arteríolas e capil,13,13,130260,2022-03
Flebite tromboflebite embolia e trombose venosa,27,27,130260,2022-03
Veias varicosas das extremidades inferiores,25,25,130260,2022-03
Hemorróidas,21,21,130260,2022-03
Outras doenças do aparelho circulatório,15,15,130260,2022-03
10 Doenças do aparelho respiratório,1662,1662,130260,2022-03
Faringite aguda e amigdalite aguda,17,17,130260,2022-03
Laringite e traqueíte agudas,12,12,130260,2022-03
Outras infecções agudas das vias aéreas super,16,16,130260,2022-03
Influenza [gripe],31,31,130260,2022-03
Pneumonia,1047,1047,130260,2022-03
Bronquite aguda e bronquiolite aguda,159,159,130260,2022-03
Outras doenças do nariz e dos seios paranasais,7,7,130260,2022-03
Doenças crônicas das amígdalas e das adenóides,3,3,130260,2022-03
Outras doenças do trato respiratório superior,2,2,130260,2022-03
Bronquite enfisema e outr doenç pulm obstr crôn,41,41,130260,2022-03
Asma,147,147,130260,2022-03
Bronquiectasia,2,2,130260,2022-03
Pneumoconiose,2,2,130260,2022-03
Outras doenças do aparelho respiratório,176,176,130260,2022-03
11 Doenças do aparelho digestivo,2153,2153,130260,2022-03
Outros transtornos dentes e estruturas suporte,4,4,130260,2022-03
Outr doenç cavidade oral glând saliv e maxilar,6,6,130260,2022-03
Úlcera gástrica e duodenal,1,1,130260,2022-03
Gastrite e duodenite,21,21,130260,2022-03
Outras doenças do esôfago estômago e duodeno,34,34,130260,2022-03
Doenças do apêndice,321,321,130260,2022-03
Hérnia inguinal,273,273,130260,2022-03
Outras hérnias,173,173,130260,2022-03
Doença de Crohn e colite ulcerativa,2,2,130260,2022-03
Ileo paralítico e obstrução intestinal s/hérnia,53,53,130260,2022-03
Doença diverticular do intestino,10,10,130260,2022-03
Outras doenças dos intestinos e peritônio,126,126,130260,2022-03
Doença alcoólica do fígado,24,24,130260,2022-03
Outras doenças do fígado,53,53,130260,2022-03
Colelitíase e colecistite,798,798,130260,2022-03
Pancreatite aguda e outras doenças do pâncreas,60,60,130260,2022-03
Outras doenças do aparelho digestivo,194,194,130260,2022-03
12 Doenças da pele e do tecido subcutâneo,440,440,130260,2022-03
Infecções da pele e do tecido subcutâneo,239,239,130260,2022-03
Outras doenças da pele e do tecido subcutâneo,201,201,130260,2022-03
13 Doenças sist osteomuscular e tec conjuntivo,102,102,130260,2022-03
Artrite reumatóide e outr poliartropatias infl,6,6,130260,2022-03
Artrose,6,6,130260,2022-03
Outros transtronos articulares,22,22,130260,2022-03
Doenças sistêmicas do tecido conjuntivo,6,6,130260,2022-03
Transt discais cervic e outr transt disc interv,4,4,130260,2022-03
Outras dorsopatias,8,8,130260,2022-03
Transtornos do tecido mole,29,29,130260,2022-03
Transtornos da densidade e da estrutura ósseas,5,5,130260,2022-03
Osteomielite,9,9,130260,2022-03
Outras doenças sist osteomuscular e tec conjunt,7,7,130260,2022-03
14 Doenças do aparelho geniturinário,1278,1278,130260,2022-03
Síndrome nefríticas aguda e rapidamente progres,18,18,130260,2022-03
Outras doenças glomerulares,22,22,130260,2022-03
Doenças renais túbulo-intersticiais,53,53,130260,2022-03
Insuficiência renal,193,193,130260,2022-03
Urolitíase,143,143,130260,2022-03
Cistite,21,21,130260,2022-03
Outras doenças do aparelho urinário,357,357,130260,2022-03
Hiperplasia da próstata,33,33,130260,2022-03
Outros transtornos da próstata,4,4,130260,2022-03
Hidrocele e espermatocele,8,8,130260,2022-03
Preprúcio redundante fimose e parafimose,72,72,130260,2022-03
Outras doenças dos órgãos genitais masculinos,47,47,130260,2022-03
Transtornos da mama,21,21,130260,2022-03
Salpingite e ooforite,35,35,130260,2022-03
Outras doenças inflamat órgãos pélvicos femin,49,49,130260,2022-03
Endometriose,25,25,130260,2022-03
Prolapso genital feminino,30,30,130260,2022-03
Transt não-inflam ovário tromp Falópio lig larg,58,58,130260,2022-03
Transtornos da menstruação,3,3,130260,2022-03
Infertilidade feminina,1,1,130260,2022-03
Outros transtornos do aparelho geniturinário,85,85,130260,2022-03
15 Gravidez parto e puerpério,5653,5653,130260,2022-03
Aborto espontâneo,224,224,130260,2022-03
Aborto por razões médicas,9,9,130260,2022-03
Outras gravidezes que terminam em aborto,200,200,130260,2022-03
Edema protein transt hipertens grav parto puerp,144,144,130260,2022-03
Placent prév descol premat plac hemorr antepart,14,14,130260,2022-03
Outr mot ass mãe rel cav fet amn pos prob part,491,491,130260,2022-03
Trabalho de parto obstruído,444,444,130260,2022-03
Hemorragia pós-parto,1,1,130260,2022-03
Outras complicações da gravidez e do parto,1098,1098,130260,2022-03
Parto único espontâneo,2860,2860,130260,2022-03
Compl pred rel puerpério e outr afecç obst NCOP,168,168,130260,2022-03
16 Algumas afec originadas no período perinatal,639,639,130260,2022-03
Feto e rec-nasc afet fat mat e compl grav parto,3,3,130260,2022-03
Ret cres fet desn fet tran gest curt baix peso,102,102,130260,2022-03
Hipóxia intrauterina e asfixia ao nascer,9,9,130260,2022-03
Outros transt respiratórios orig per perinatal,102,102,130260,2022-03
Doenças infecciosas e parasitárias congênitas,67,67,130260,2022-03
Outras infecções específicas do período perinat,37,37,130260,2022-03
Outras afecções originadas no período perinatal,319,319,130260,2022-03
17 Malf cong deformid e anomalias cromossômicas,127,127,130260,2022-03
Espinha bífida,1,1,130260,2022-03
Outras malformações congênitas do sistema nerv,6,6,130260,2022-03
Malformações congênitas do aparelho circulat,55,55,130260,2022-03
Fenda labial e fenda palatina,11,11,130260,2022-03
Outras malformações congênitas aparelho digest,14,14,130260,2022-03
Testiculo não-descido,10,10,130260,2022-03
Outras malformações do aparelho geniturinário,12,12,130260,2022-03
Deformidades congênitas dos pés,3,3,130260,2022-03
Outr malform e deform congên aparelho osteomusc,4,4,130260,2022-03
Outras malformações congênitas,11,11,130260,2022-03
18 Sint sinais e achad anorm ex clín e laborat,212,212,130260,2022-03
Dor abdominal e pélvica,101,101,130260,2022-03
Febre de origem desconhecida,3,3,130260,2022-03
Outr sist sinais achad anorm ex clín labor NCOP,108,108,130260,2022-03
19 Lesões enven e alg out conseq causas externas,1432,1432,130260,2022-03
Fratura do crânio e dos ossos da face,18,18,130260,2022-03
Fratura do pescoço tórax ou pelve,7,7,130260,2022-03
Fratura do fêmur,92,92,130260,2022-03
Fratura de outros ossos dos membros,413,413,130260,2022-03
Fraturas envolvendo múltiplas regiões do corpo,163,163,130260,2022-03
Luxações entorse distensão reg esp e múlt corpo,28,28,130260,2022-03
Traumatismo intracraniano,74,74,130260,2022-03
Traumatismo de outros órgãos internos,54,54,130260,2022-03
Lesões esmag amput traumát reg esp e múlt corpo,13,13,130260,2022-03
Outr traum reg espec não espec e múltipl corpo,281,281,130260,2022-03
Efeitos corpo estranho através de orifício nat,17,17,130260,2022-03
Queimadura e corrosões,26,26,130260,2022-03
Envenenamento por drogas e substâncias biológ,10,10,130260,2022-03
Efeitos tóxicos subst origem princ não-medicin,140,140,130260,2022-03
Outros efeitos e não espec de causas externas,12,12,130260,2022-03
Cert compl prec traum compl cirúrg ass méd NCOP,70,70,130260,2022-03
Seqüel traum enven e outr conseq causas extern,14,14,130260,2022-03
21 Contatos com serviços de saúde,232,232,130260,2022-03
Pessoas em contato com serv saúde exame invest,43,43,130260,2022-03
Anticoncepção,135,135,130260,2022-03
Assistência e exame pós-natal,1,1,130260,2022-03
Pessoas contato serv saúde cuidados proc espec,49,49,130260,2022-03
Pessoas contato serv saúde por outras razões,4,4,130260,2022-03
