lista morb  cid-10,2022,total,municipio_ibge,competencia
Embolia pulmonar,3,3,130260,2022-05
Transtornos de condução e arritmias cardíacas,37,37,130260,2022-05
Insuficiência cardíaca,286,286,130260,2022-05
Outras doenças do coração,55,55,130260,2022-05
Hemorragia intracraniana,28,28,130260,2022-05
Infarto cerebral,5,5,130260,2022-05
Acid vascular cerebr não espec hemorrág ou isq,128,128,130260,2022-05
Outras doenças cerebrovasculares,10,10,130260,2022-05
Arteroesclerose,28,28,130260,2022-05
Outras doenças vasculares periféricas,1,1,130260,2022-05
Embolia e trombose arteriais,13,13,130260,2022-05
Outras doenças das artérias arteríolas e capil,21,21,130260,2022-05
Flebite tromboflebite embolia e trombose venosa,23,23,130260,2022-05
Veias varicosas das extremidades inferiores,18,18,130260,2022-05
Hemorróidas,23,23,130260,2022-05
Outras doenças do aparelho circulatório,29,29,130260,2022-05
10 Doenças do aparelho respiratório,2173,2173,130260,2022-05
Faringite aguda e amigdalite aguda,13,13,130260,2022-05
Laringite e traqueíte agudas,12,12,130260,2022-05
Outras infecções agudas das vias aéreas super,29,29,130260,2022-05
Influenza [gripe],66,66,130260,2022-05
Pneumonia,1354,1354,130260,2022-05
Bronquite aguda e bronquiolite aguda,236,236,130260,2022-05
Sinusite crônica,1,1,130260,2022-05
Outras doenças do nariz e dos seios paranasais,9,9,130260,2022-05
Doenças crônicas das amígdalas e das adenóides,14,14,130260,2022-05
Outras doenças do trato respiratório superior,8,8,130260,2022-05
Bronquite enfisema e outr doenç pulm obstr crôn,56,56,130260,2022-05
Asma,154,154,130260,2022-05
Pneumoconiose,1,1,130260,2022-05
Outras doenças do aparelho respiratório,220,220,130260,2022-05
11 Doenças do aparelho digestivo,2119,2119,130260,2022-05
Outros transtornos dentes e estruturas suporte,3,3,130260,2022-05
Outr doenç cavidade oral glând saliv e maxilar,9,9,130260,2022-05
Úlcera gástrica e duodenal,8,8,130260,2022-05
Gastrite e duodenite,22,22,130260,2022-05
Outras doenças do esôfago estômago e duodeno,33,33,130260,2022-05
Doenças do apêndice,283,283,130260,2022-05
Hérnia inguinal,252,252,130260,2022-05
Outras hérnias,210,210,130260,2022-05
Doença de Crohn e colite ulcerativa,2,2,130260,2022-05
Ileo paralítico e obstrução intestinal s/hérnia,46,46,130260,2022-05
Doença diverticular do intestino,5,5,130260,2022-05
Outras doenças dos intestinos e peritônio,142,142,130260,2022-05
Doença alcoólica do fígado,22,22,130260,2022-05
Outras doenças do fígado,55,55,130260,2022-05
Colelitíase e colecistite,782,782,130260,2022-05
Pancreatite aguda e outras doenças do pâncreas,40,40,130260,2022-05
Outras doenças do aparelho digestivo,205,205,130260,2022-05
12 Doenças da pele e do tecido subcutâneo,506,506,130260,2022-05
Infecções da pele e do tecido subcutâneo,256,256,130260,2022-05
Outras doenças da pele e do tecido subcutâneo,250,250,130260,2022-05
13 Doenças sist osteomuscular e tec conjuntivo,116,116,130260,2022-05
Artrite reumatóide e outr poliartropatias infl,10,10,130260,2022-05
Artrose,6,6,130260,2022-05
Deformidades adquiridas das articulações,4,4,130260,2022-05
Outros transtronos articulares,21,21,130260,2022-05
Doenças sistêmicas do tecido conjuntivo,3,3,130260,2022-05
Transt discais cervic e outr transt disc interv,5,5,130260,2022-05
Outras dorsopatias,8,8,130260,2022-05
Transtornos do tecido mole,42,42,130260,2022-05
Transtornos da densidade e da estrutura ósseas,6,6,130260,2022-05
Osteomielite,6,6,130260,2022-05
Outras doenças sist osteomuscular e tec conjunt,5,5,130260,2022-05
14 Doenças do aparelho geniturinário,1398,1398,130260,2022-05
Síndrome nefríticas aguda e rapidamente progres,8,8,130260,2022-05
Outras doenças glomerulares,22,22,130260,2022-05
Doenças renais túbulo-intersticiais,92,92,130260,2022-05
Insuficiência renal,215,215,130260,2022-05
Urolitíase,157,157,130260,2022-05
Cistite,31,31,130260,2022-05
Outras doenças do aparelho urinário,414,414,130260,2022-05
Hiperplasia da próstata,26,26,130260,2022-05
Outros transtornos da próstata,4,4,130260,2022-05
Hidrocele e espermatocele,16,16,130260,2022-05
Preprúcio redundante fimose e parafimose,61,61,130260,2022-05
Outras doenças dos órgãos genitais masculinos,34,34,130260,2022-05
Transtornos da mama,33,33,130260,2022-05
Salpingite e ooforite,30,30,130260,2022-05
Outras doenças inflamat órgãos pélvicos femin,54,54,130260,2022-05
Endometriose,13,13,130260,2022-05
Prolapso genital feminino,47,47,130260,2022-05
Transt não-inflam ovário tromp Falópio lig larg,56,56,130260,2022-05
Transtornos da menstruação,4,4,130260,2022-05
Outros transtornos do aparelho geniturinário,81,81,130260,2022-05
15 Gravidez parto e puerpério,4767,4767,130260,2022-05
Aborto espontâneo,208,208,130260,2022-05
Outras gravidezes que terminam em aborto,222,222,130260,2022-05
Edema protein transt hipertens grav parto puerp,119,119,130260,2022-05
Placent prév descol premat plac hemorr antepart,9,9,130260,2022-05
Outr mot ass mãe rel cav fet amn pos prob part,422,422,130260,2022-05
Trabalho de parto obstruído,84,84,130260,2022-05
Hemorragia pós-parto,1,1,130260,2022-05
Outras complicações da gravidez e do parto,1072,1072,130260,2022-05
Parto único espontâneo,2460,2460,130260,2022-05
Compl pred rel puerpério e outr afecç obst NCOP,170,170,130260,2022-05
16 Algumas afec originadas no período perinatal,604,604,130260,2022-05
Ret cres fet desn fet tran gest curt baix peso,95,95,130260,2022-05
Hipóxia intrauterina e asfixia ao nascer,13,13,130260,2022-05
Outros transt respiratórios orig per perinatal,112,112,130260,2022-05
Doenças infecciosas e parasitárias congênitas,44,44,130260,2022-05
Outras infecções específicas do período perinat,42,42,130260,2022-05
Doença hemolítica do feto e do recém-nascido,3,3,130260,2022-05
Outras afecções originadas no período perinatal,295,295,130260,2022-05
17 Malf cong deformid e anomalias cromossômicas,185,185,130260,2022-05
Espinha bífida,1,1,130260,2022-05
Outras malformações congênitas do sistema nerv,10,10,130260,2022-05
Malformações congênitas do aparelho circulat,65,65,130260,2022-05
Fenda labial e fenda palatina,16,16,130260,2022-05
Outras malformações congênitas aparelho digest,29,29,130260,2022-05
Testiculo não-descido,15,15,130260,2022-05
Outras malformações do aparelho geniturinário,22,22,130260,2022-05
Deformidades congênitas do quadril,5,5,130260,2022-05
Deformidades congênitas dos pés,4,4,130260,2022-05
Outr malform e deform congên aparelho osteomusc,8,8,130260,2022-05
Outras malformações congênitas,9,9,130260,2022-05
Anomalias cromossômicas NCOP,1,1,130260,2022-05
18 Sint sinais e achad anorm ex clín e laborat,208,208,130260,2022-05
Dor abdominal e pélvica,107,107,130260,2022-05
Febre de origem desconhecida,6,6,130260,2022-05
Outr sist sinais achad anorm ex clín labor NCOP,95,95,130260,2022-05
19 Lesões enven e alg out conseq causas externas,1366,1366,130260,2022-05
Fratura do crânio e dos ossos da face,23,23,130260,2022-05
Fratura do pescoço tórax ou pelve,6,6,130260,2022-05
Fratura do fêmur,93,93,130260,2022-05
Fratura de outros ossos dos membros,372,372,130260,2022-05
Fraturas envolvendo múltiplas regiões do corpo,123,123,130260,2022-05
Luxações entorse distensão reg esp e múlt corpo,35,35,130260,2022-05
Traumatismo intracraniano,62,62,130260,2022-05
Traumatismo de outros órgãos internos,53,53,130260,2022-05
Lesões esmag amput traumát reg esp e múlt corpo,17,17,130260,2022-05
Outr traum reg espec não espec e múltipl corpo,297,297,130260,2022-05
Efeitos corpo estranho através de orifício nat,30,30,130260,2022-05
Queimadura e corrosões,35,35,130260,2022-05
Envenenamento por drogas e substâncias biológ,9,9,130260,2022-05
Efeitos tóxicos subst origem princ não-medicin,114,114,130260,2022-05
Outros efeitos e não espec de causas externas,4,4,130260,2022-05
Cert compl prec traum compl cirúrg ass méd NCOP,77,77,130260,2022-05
Seqüel traum enven e outr conseq causas extern,16,16,130260,2022-05
21 Contatos com serviços de saúde,381,381,130260,2022-05
Pessoas em contato com serv saúde exame invest,71,71,130260,2022-05
Outr pess riscos pot à saúde rel doenças transm,1,1,130260,2022-05
Anticoncepção,196,196,130260,2022-05
Rastreamento pré-natal e outr superv da gravid,1,1,130260,2022-05
Assistência e exame pós-natal,2,2,130260,2022-05
Pessoas contato serv saúde cuidados proc espec,100,100,130260,2022-05
Pessoas contato serv saúde por outras razões,10,10,130260,2022-05
