lista morb  cid-10,2020,total,municipio_ibge,competencia
Embolia e trombose arteriais,2,2,130260,2020-03
Outras doenças das artérias arteríolas e capil,5,5,130260,2020-03
Flebite tromboflebite embolia e trombose venosa,24,24,130260,2020-03
Veias varicosas das extremidades inferiores,11,11,130260,2020-03
Hemorróidas,18,18,130260,2020-03
Outras doenças do aparelho circulatório,19,19,130260,2020-03
10 Doenças do aparelho respiratório,1433,1433,130260,2020-03
Faringite aguda e amigdalite aguda,21,21,130260,2020-03
Laringite e traqueíte agudas,7,7,130260,2020-03
Outras infecções agudas das vias aéreas super,13,13,130260,2020-03
Influenza [gripe],24,24,130260,2020-03
Pneumonia,957,957,130260,2020-03
Bronquite aguda e bronquiolite aguda,125,125,130260,2020-03
Outras doenças do nariz e dos seios paranasais,8,8,130260,2020-03
Doenças crônicas das amígdalas e das adenóides,2,2,130260,2020-03
Outras doenças do trato respiratório superior,8,8,130260,2020-03
Bronquite enfisema e outr doenç pulm obstr crôn,49,49,130260,2020-03
Asma,73,73,130260,2020-03
Bronquiectasia,1,1,130260,2020-03
Outras doenças do aparelho respiratório,145,145,130260,2020-03
11 Doenças do aparelho digestivo,1814,1814,130260,2020-03
Outros transtornos dentes e estruturas suporte,3,3,130260,2020-03
Outr doenç cavidade oral glând saliv e maxilar,7,7,130260,2020-03
Úlcera gástrica e duodenal,7,7,130260,2020-03
Gastrite e duodenite,24,24,130260,2020-03
Outras doenças do esôfago estômago e duodeno,39,39,130260,2020-03
Doenças do apêndice,320,320,130260,2020-03
Hérnia inguinal,222,222,130260,2020-03
Outras hérnias,133,133,130260,2020-03
Doença de Crohn e colite ulcerativa,3,3,130260,2020-03
Ileo paralítico e obstrução intestinal s/hérnia,49,49,130260,2020-03
Doença diverticular do intestino,10,10,130260,2020-03
Outras doenças dos intestinos e peritônio,114,114,130260,2020-03
Doença alcoólica do fígado,8,8,130260,2020-03
Outras doenças do fígado,40,40,130260,2020-03
Colelitíase e colecistite,672,672,130260,2020-03
Pancreatite aguda e outras doenças do pâncreas,34,34,130260,2020-03
Outras doenças do aparelho digestivo,129,129,130260,2020-03
12 Doenças da pele e do tecido subcutâneo,447,447,130260,2020-03
Infecções da pele e do tecido subcutâneo,262,262,130260,2020-03
Outras doenças da pele e do tecido subcutâneo,185,185,130260,2020-03
13 Doenças sist osteomuscular e tec conjuntivo,97,97,130260,2020-03
Artrite reumatóide e outr poliartropatias infl,13,13,130260,2020-03
Artrose,3,3,130260,2020-03
Deformidades adquiridas das articulações,3,3,130260,2020-03
Outros transtronos articulares,31,31,130260,2020-03
Doenças sistêmicas do tecido conjuntivo,3,3,130260,2020-03
Transt discais cervic e outr transt disc interv,8,8,130260,2020-03
Outras dorsopatias,5,5,130260,2020-03
Transtornos do tecido mole,23,23,130260,2020-03
Transtornos da densidade e da estrutura ósseas,3,3,130260,2020-03
Osteomielite,3,3,130260,2020-03
Outras doenças sist osteomuscular e tec conjunt,2,2,130260,2020-03
14 Doenças do aparelho geniturinário,1225,1225,130260,2020-03
Síndrome nefríticas aguda e rapidamente progres,28,28,130260,2020-03
Outras doenças glomerulares,25,25,130260,2020-03
Doenças renais túbulo-intersticiais,60,60,130260,2020-03
Insuficiência renal,142,142,130260,2020-03
Urolitíase,44,44,130260,2020-03
Cistite,43,43,130260,2020-03
Outras doenças do aparelho urinário,447,447,130260,2020-03
Hiperplasia da próstata,19,19,130260,2020-03
Outros transtornos da próstata,4,4,130260,2020-03
Hidrocele e espermatocele,10,10,130260,2020-03
Preprúcio redundante fimose e parafimose,45,45,130260,2020-03
Outras doenças dos órgãos genitais masculinos,17,17,130260,2020-03
Transtornos da mama,38,38,130260,2020-03
Salpingite e ooforite,40,40,130260,2020-03
Outras doenças inflamat órgãos pélvicos femin,78,78,130260,2020-03
Endometriose,11,11,130260,2020-03
Prolapso genital feminino,41,41,130260,2020-03
Transt não-inflam ovário tromp Falópio lig larg,46,46,130260,2020-03
Transtornos da menstruação,2,2,130260,2020-03
Transt menopáusicos e outr transt perimenopáus,2,2,130260,2020-03
Outros transtornos do aparelho geniturinário,83,83,130260,2020-03
15 Gravidez parto e puerpério,6142,6142,130260,2020-03
Aborto espontâneo,270,270,130260,2020-03
Aborto por razões médicas,5,5,130260,2020-03
Outras gravidezes que terminam em aborto,221,221,130260,2020-03
Edema protein transt hipertens grav parto puerp,110,110,130260,2020-03
Placent prév descol premat plac hemorr antepart,13,13,130260,2020-03
Outr mot ass mãe rel cav fet amn pos prob part,328,328,130260,2020-03
Trabalho de parto obstruído,405,405,130260,2020-03
Hemorragia pós-parto,8,8,130260,2020-03
Outras complicações da gravidez e do parto,1349,1349,130260,2020-03
Parto único espontâneo,3284,3284,130260,2020-03
Compl pred rel puerpério e outr afecç obst NCOP,149,149,130260,2020-03
16 Algumas afec originadas no período perinatal,548,548,130260,2020-03
Feto e rec-nasc afet fat mat e compl grav parto,5,5,130260,2020-03
Ret cres fet desn fet tran gest curt baix peso,160,160,130260,2020-03
Hipóxia intrauterina e asfixia ao nascer,6,6,130260,2020-03
Outros transt respiratórios orig per perinatal,98,98,130260,2020-03
Doenças infecciosas e parasitárias congênitas,88,88,130260,2020-03
Outras infecções específicas do período perinat,18,18,130260,2020-03
Doença hemolítica do feto e do recém-nascido,2,2,130260,2020-03
Outras afecções originadas no período perinatal,171,171,130260,2020-03
17 Malf cong deformid e anomalias cromossômicas,105,105,130260,2020-03
Espinha bífida,1,1,130260,2020-03
Outras malformações congênitas do sistema nerv,6,6,130260,2020-03
Malformações congênitas do aparelho circulat,37,37,130260,2020-03
Fenda labial e fenda palatina,5,5,130260,2020-03
Ausência atresia e estenose do intestino delg,1,1,130260,2020-03
Outras malformações congênitas aparelho digest,10,10,130260,2020-03
Testiculo não-descido,10,10,130260,2020-03
Outras malformações do aparelho geniturinário,11,11,130260,2020-03
Deformidades congênitas do quadril,2,2,130260,2020-03
Deformidades congênitas dos pés,5,5,130260,2020-03
Outr malform e deform congên aparelho osteomusc,3,3,130260,2020-03
Outras malformações congênitas,14,14,130260,2020-03
18 Sint sinais e achad anorm ex clín e laborat,174,174,130260,2020-03
Dor abdominal e pélvica,103,103,130260,2020-03
Febre de origem desconhecida,2,2,130260,2020-03
Outr sist sinais achad anorm ex clín labor NCOP,69,69,130260,2020-03
19 Lesões enven e alg out conseq causas externas,1161,1161,130260,2020-03
Fratura do crânio e dos ossos da face,21,21,130260,2020-03
Fratura do pescoço tórax ou pelve,17,17,130260,2020-03
Fratura do fêmur,81,81,130260,2020-03
Fratura de outros ossos dos membros,269,269,130260,2020-03
Fraturas envolvendo múltiplas regiões do corpo,48,48,130260,2020-03
Luxações entorse distensão reg esp e múlt corpo,38,38,130260,2020-03
Traumatismo intracraniano,89,89,130260,2020-03
Traumatismo de outros órgãos internos,52,52,130260,2020-03
Lesões esmag amput traumát reg esp e múlt corpo,13,13,130260,2020-03
Outr traum reg espec não espec e múltipl corpo,256,256,130260,2020-03
Efeitos corpo estranho através de orifício nat,7,7,130260,2020-03
Queimadura e corrosões,35,35,130260,2020-03
Envenenamento por drogas e substâncias biológ,9,9,130260,2020-03
Efeitos tóxicos subst origem princ não-medicin,148,148,130260,2020-03
Outros efeitos e não espec de causas externas,11,11,130260,2020-03
Cert compl prec traum compl cirúrg ass méd NCOP,60,60,130260,2020-03
Seqüel traum enven e outr conseq causas extern,7,7,130260,2020-03
21 Contatos com serviços de saúde,168,168,130260,2020-03
Pessoas em contato com serv saúde exame invest,25,25,130260,2020-03
Anticoncepção,79,79,130260,2020-03
Pessoas contato serv saúde cuidados proc espec,61,61,130260,2020-03
Pessoas contato serv saúde por outras razões,3,3,130260,2020-03
