lista morb  cid-10,2021,total,municipio_ibge,competencia
Bronquite enfisema e outr doenç pulm obstr crôn,17,17,130260,2021-04
Asma,71,71,130260,2021-04
Bronquiectasia,1,1,130260,2021-04
Pneumoconiose,2,2,130260,2021-04
Outras doenças do aparelho respiratório,224,224,130260,2021-04
11 Doenças do aparelho digestivo,1102,1102,130260,2021-04
Outros transtornos dentes e estruturas suporte,3,3,130260,2021-04
Outr doenç cavidade oral glând saliv e maxilar,5,5,130260,2021-04
Úlcera gástrica e duodenal,6,6,130260,2021-04
Gastrite e duodenite,22,22,130260,2021-04
Outras doenças do esôfago estômago e duodeno,25,25,130260,2021-04
Doenças do apêndice,319,319,130260,2021-04
Hérnia inguinal,51,51,130260,2021-04
Outras hérnias,41,41,130260,2021-04
Doença de Crohn e colite ulcerativa,1,1,130260,2021-04
Ileo paralítico e obstrução intestinal s/hérnia,47,47,130260,2021-04
Doença diverticular do intestino,6,6,130260,2021-04
Outras doenças dos intestinos e peritônio,74,74,130260,2021-04
Doença alcoólica do fígado,11,11,130260,2021-04
Outras doenças do fígado,58,58,130260,2021-04
Colelitíase e colecistite,255,255,130260,2021-04
Pancreatite aguda e outras doenças do pâncreas,33,33,130260,2021-04
Outras doenças do aparelho digestivo,145,145,130260,2021-04
12 Doenças da pele e do tecido subcutâneo,341,341,130260,2021-04
Infecções da pele e do tecido subcutâneo,208,208,130260,2021-04
Outras doenças da pele e do tecido subcutâneo,133,133,130260,2021-04
13 Doenças sist osteomuscular e tec conjuntivo,74,74,130260,2021-04
Artrite reumatóide e outr poliartropatias infl,4,4,130260,2021-04
Artrose,4,4,130260,2021-04
Outros transtronos articulares,17,17,130260,2021-04
Doenças sistêmicas do tecido conjuntivo,7,7,130260,2021-04
Transt discais cervic e outr transt disc interv,4,4,130260,2021-04
Outras dorsopatias,9,9,130260,2021-04
Transtornos do tecido mole,18,18,130260,2021-04
Transtornos da densidade e da estrutura ósseas,2,2,130260,2021-04
Osteomielite,6,6,130260,2021-04
Outras doenças sist osteomuscular e tec conjunt,3,3,130260,2021-04
14 Doenças do aparelho geniturinário,800,800,130260,2021-04
Síndrome nefríticas aguda e rapidamente progres,20,20,130260,2021-04
Outras doenças glomerulares,18,18,130260,2021-04
Doenças renais túbulo-intersticiais,41,41,130260,2021-04
Insuficiência renal,117,117,130260,2021-04
Urolitíase,92,92,130260,2021-04
Cistite,15,15,130260,2021-04
Outras doenças do aparelho urinário,268,268,130260,2021-04
Hiperplasia da próstata,12,12,130260,2021-04
Outros transtornos da próstata,5,5,130260,2021-04
Hidrocele e espermatocele,5,5,130260,2021-04
Preprúcio redundante fimose e parafimose,6,6,130260,2021-04
Outras doenças dos órgãos genitais masculinos,19,19,130260,2021-04
Transtornos da mama,22,22,130260,2021-04
Salpingite e ooforite,11,11,130260,2021-04
Outras doenças inflamat órgãos pélvicos femin,57,57,130260,2021-04
Endometriose,7,7,130260,2021-04
Prolapso genital feminino,6,6,130260,2021-04
Transt não-inflam ovário tromp Falópio lig larg,28,28,130260,2021-04
Transtornos da menstruação,2,2,130260,2021-04
Outros transtornos do aparelho geniturinário,49,49,130260,2021-04
15 Gravidez parto e puerpério,6443,6443,130260,2021-04
Aborto espontâneo,239,239,130260,2021-04
Aborto por razões médicas,7,7,130260,2021-04
Outras gravidezes que terminam em aborto,286,286,130260,2021-04
Edema protein transt hipertens grav parto puerp,161,161,130260,2021-04
Placent prév descol premat plac hemorr antepart,5,5,130260,2021-04
Outr mot ass mãe rel cav fet amn pos prob part,664,664,130260,2021-04
Trabalho de parto obstruído,473,473,130260,2021-04
Hemorragia pós-parto,2,2,130260,2021-04
Outras complicações da gravidez e do parto,1337,1337,130260,2021-04
Parto único espontâneo,3101,3101,130260,2021-04
Compl pred rel puerpério e outr afecç obst NCOP,168,168,130260,2021-04
16 Algumas afec originadas no período perinatal,723,723,130260,2021-04
Ret cres fet desn fet tran gest curt baix peso,132,132,130260,2021-04
Trauma durante o nascimento,1,1,130260,2021-04
Hipóxia intrauterina e asfixia ao nascer,5,5,130260,2021-04
Outros transt respiratórios orig per perinatal,96,96,130260,2021-04
Doenças infecciosas e parasitárias congênitas,46,46,130260,2021-04
Outras infecções específicas do período perinat,52,52,130260,2021-04
Doença hemolítica do feto e do recém-nascido,2,2,130260,2021-04
Outras afecções originadas no período perinatal,389,389,130260,2021-04
17 Malf cong deformid e anomalias cromossômicas,78,78,130260,2021-04
Espinha bífida,8,8,130260,2021-04
Outras malformações congênitas do sistema nerv,3,3,130260,2021-04
Malformações congênitas do aparelho circulat,41,41,130260,2021-04
Outras malformações congênitas aparelho digest,8,8,130260,2021-04
Testiculo não-descido,2,2,130260,2021-04
Outras malformações do aparelho geniturinário,6,6,130260,2021-04
Deformidades congênitas dos pés,2,2,130260,2021-04
Outr malform e deform congên aparelho osteomusc,4,4,130260,2021-04
Outras malformações congênitas,4,4,130260,2021-04
18 Sint sinais e achad anorm ex clín e laborat,146,146,130260,2021-04
Dor abdominal e pélvica,75,75,130260,2021-04
Febre de origem desconhecida,6,6,130260,2021-04
Outr sist sinais achad anorm ex clín labor NCOP,65,65,130260,2021-04
19 Lesões enven e alg out conseq causas externas,1158,1158,130260,2021-04
Fratura do crânio e dos ossos da face,7,7,130260,2021-04
Fratura do pescoço tórax ou pelve,8,8,130260,2021-04
Fratura do fêmur,78,78,130260,2021-04
Fratura de outros ossos dos membros,359,359,130260,2021-04
Fraturas envolvendo múltiplas regiões do corpo,57,57,130260,2021-04
Luxações entorse distensão reg esp e múlt corpo,30,30,130260,2021-04
Traumatismo do olho e da órbita ocular,1,1,130260,2021-04
Traumatismo intracraniano,62,62,130260,2021-04
Traumatismo de outros órgãos internos,57,57,130260,2021-04
Lesões esmag amput traumát reg esp e múlt corpo,13,13,130260,2021-04
Outr traum reg espec não espec e múltipl corpo,219,219,130260,2021-04
Efeitos corpo estranho através de orifício nat,14,14,130260,2021-04
Queimadura e corrosões,23,23,130260,2021-04
Envenenamento por drogas e substâncias biológ,4,4,130260,2021-04
Efeitos tóxicos subst origem princ não-medicin,155,155,130260,2021-04
Síndromes de maus tratos,1,1,130260,2021-04
Outros efeitos e não espec de causas externas,11,11,130260,2021-04
Cert compl prec traum compl cirúrg ass méd NCOP,47,47,130260,2021-04
Seqüel traum enven e outr conseq causas extern,12,12,130260,2021-04
21 Contatos com serviços de saúde,110,110,130260,2021-04
Pessoas em contato com serv saúde exame invest,36,36,130260,2021-04
Anticoncepção,43,43,130260,2021-04
Pessoas contato serv saúde cuidados proc espec,31,31,130260,2021-04
