lista morb  cid-10,2022,total,municipio_ibge,competencia
Neoplasia maligna dos olhos e anexos,1,1,130260,2022-08
Neoplasia maligna do encéfalo,7,7,130260,2022-08
Neopl malig outras partes sistema nerv central,1,1,130260,2022-08
Neopl malig outr local mal def secun e não esp,35,35,130260,2022-08
Doença de Hodgkin,3,3,130260,2022-08
Linfoma não-Hodgkin,16,16,130260,2022-08
Leucemia,73,73,130260,2022-08
Outras neopl malig tecidos linfóid hemat e rel,3,3,130260,2022-08
Carcinoma in situ de colo do útero,6,6,130260,2022-08
Leiomioma do útero,126,126,130260,2022-08
Neoplasia benigna dos órgãos urinários,1,1,130260,2022-08
Neopl benig encéfalo e outr part sist nerv cent,3,3,130260,2022-08
Outr neopl in situ benigs e comport incert desc,93,93,130260,2022-08
03 Doenças sangue órgãos hemat e transt imunitár,140,140,130260,2022-08
Anemia por deficiência de ferro,12,12,130260,2022-08
Outras anemias,107,107,130260,2022-08
Afecç hemorrág e outr doenç sang e órg hematop,21,21,130260,2022-08
04 Doenças endócrinas nutricionais e metabólicas,433,433,130260,2022-08
Tireotoxicose,1,1,130260,2022-08
Outros transtornos tireoidianos,1,1,130260,2022-08
Diabetes mellitus,371,371,130260,2022-08
Desnutrição,15,15,130260,2022-08
Obesidade,2,2,130260,2022-08
Depleção de volume,2,2,130260,2022-08
Outros transt endócrinos nutricionais metabólic,41,41,130260,2022-08
05 Transtornos mentais e comportamentais,62,62,130260,2022-08
Transt mentais e comportamentais dev uso álcool,9,9,130260,2022-08
Transt ment comport dev uso outr subst psicoat,4,4,130260,2022-08
Esquizofrenia transt esquizotípicos e delirant,35,35,130260,2022-08
Transtornos de humor [afetivos],11,11,130260,2022-08
Transt neurót e relacionados com stress somatof,1,1,130260,2022-08
Retardo mental,1,1,130260,2022-08
Outros transtornos mentais e comportamentais,1,1,130260,2022-08
06 Doenças do sistema nervoso,108,108,130260,2022-08
Doença de Parkinson,1,1,130260,2022-08
Epilepsia,37,37,130260,2022-08
Enxaqueca e outras síndromes de algias cefálic,5,5,130260,2022-08
Acid vascular cerebr isquêm transit e síndr cor,21,21,130260,2022-08
Transtornos dos nervos raízes e plexos nervosos,3,3,130260,2022-08
Paralisia cerebral e outras síndromes paralít,3,3,130260,2022-08
Outras doenças do sistema nervoso,38,38,130260,2022-08
07 Doenças do olho e anexos,39,39,130260,2022-08
Descolamentos e defeitos da retina,30,30,130260,2022-08
Outras doenças do olho e anexos,9,9,130260,2022-08
08 Doenças do ouvido e da apófise mastóide,18,18,130260,2022-08
Otite média e outr transt ouvid médio apóf mast,13,13,130260,2022-08
Outras doenças do ouvido e da apófise mastóide,5,5,130260,2022-08
09 Doenças do aparelho circulatório,979,979,130260,2022-08
Doença reumática crônica do coração,6,6,130260,2022-08
Hipertensão essencial (primária),47,47,130260,2022-08
Outras doenças hipertensivas,30,30,130260,2022-08
Infarto agudo do miocárdio,160,160,130260,2022-08
Outras doenças isquêmicas do coração,87,87,130260,2022-08
Transtornos de condução e arritmias cardíacas,42,42,130260,2022-08
Insuficiência cardíaca,283,283,130260,2022-08
Outras doenças do coração,30,30,130260,2022-08
Hemorragia intracraniana,10,10,130260,2022-08
Infarto cerebral,2,2,130260,2022-08
Acid vascular cerebr não espec hemorrág ou isq,119,119,130260,2022-08
Outras doenças cerebrovasculares,29,29,130260,2022-08
Arteroesclerose,23,23,130260,2022-08
Outras doenças vasculares periféricas,3,3,130260,2022-08
Embolia e trombose arteriais,2,2,130260,2022-08
Outras doenças das artérias arteríolas e capil,23,23,130260,2022-08
Flebite tromboflebite embolia e trombose venosa,19,19,130260,2022-08
Veias varicosas das extremidades inferiores,24,24,130260,2022-08
Hemorróidas,27,27,130260,2022-08
Outras doenças do aparelho circulatório,13,13,130260,2022-08
10 Doenças do aparelho respiratório,1297,1297,130260,2022-08
Faringite aguda e amigdalite aguda,5,5,130260,2022-08
Laringite e traqueíte agudas,6,6,130260,2022-08
Outras infecções agudas das vias aéreas super,5,5,130260,2022-08
Influenza [gripe],10,10,130260,2022-08
Pneumonia,883,883,130260,2022-08
Bronquite aguda e bronquiolite aguda,92,92,130260,2022-08
Sinusite crônica,2,2,130260,2022-08
Outras doenças do nariz e dos seios paranasais,7,7,130260,2022-08
Doenças crônicas das amígdalas e das adenóides,9,9,130260,2022-08
Outras doenças do trato respiratório superior,4,4,130260,2022-08
Bronquite enfisema e outr doenç pulm obstr crôn,43,43,130260,2022-08
Asma,61,61,130260,2022-08
Bronquiectasia,1,1,130260,2022-08
Pneumoconiose,1,1,130260,2022-08
Outras doenças do aparelho respiratório,168,168,130260,2022-08
11 Doenças do aparelho digestivo,1776,1776,130260,2022-08
Outros transtornos dentes e estruturas suporte,2,2,130260,2022-08
Outr doenç cavidade oral glând saliv e maxilar,9,9,130260,2022-08
Úlcera gástrica e duodenal,6,6,130260,2022-08
Gastrite e duodenite,21,21,130260,2022-08
Outras doenças do esôfago estômago e duodeno,37,37,130260,2022-08
Doenças do apêndice,249,249,130260,2022-08
Hérnia inguinal,185,185,130260,2022-08
Outras hérnias,139,139,130260,2022-08
Ileo paralítico e obstrução intestinal s/hérnia,33,33,130260,2022-08
Doença diverticular do intestino,14,14,130260,2022-08
Outras doenças dos intestinos e peritônio,124,124,130260,2022-08
Doença alcoólica do fígado,16,16,130260,2022-08
Outras doenças do fígado,53,53,130260,2022-08
Colelitíase e colecistite,685,685,130260,2022-08
Pancreatite aguda e outras doenças do pâncreas,42,42,130260,2022-08
Outras doenças do aparelho digestivo,161,161,130260,2022-08
12 Doenças da pele e do tecido subcutâneo,415,415,130260,2022-08
Infecções da pele e do tecido subcutâneo,188,188,130260,2022-08
Outras doenças da pele e do tecido subcutâneo,227,227,130260,2022-08
13 Doenças sist osteomuscular e tec conjuntivo,110,110,130260,2022-08
Artrite reumatóide e outr poliartropatias infl,9,9,130260,2022-08
Artrose,8,8,130260,2022-08
Deformidades adquiridas das articulações,2,2,130260,2022-08
Outros transtronos articulares,26,26,130260,2022-08
Doenças sistêmicas do tecido conjuntivo,3,3,130260,2022-08
Transt discais cervic e outr transt disc interv,6,6,130260,2022-08
Outras dorsopatias,13,13,130260,2022-08
Transtornos do tecido mole,18,18,130260,2022-08
Transtornos da densidade e da estrutura ósseas,11,11,130260,2022-08
Osteomielite,5,5,130260,2022-08
Outras doenças sist osteomuscular e tec conjunt,9,9,130260,2022-08
14 Doenças do aparelho geniturinário,1215,1215,130260,2022-08
Síndrome nefríticas aguda e rapidamente progres,23,23,130260,2022-08
Outras doenças glomerulares,23,23,130260,2022-08
Doenças renais túbulo-intersticiais,66,66,130260,2022-08
Insuficiência renal,212,212,130260,2022-08
Urolitíase,148,148,130260,2022-08
Cistite,13,13,130260,2022-08
Outras doenças do aparelho urinário,282,282,130260,2022-08
Hiperplasia da próstata,26,26,130260,2022-08
Outros transtornos da próstata,9,9,130260,2022-08
Hidrocele e espermatocele,6,6,130260,2022-08
Preprúcio redundante fimose e parafimose,60,60,130260,2022-08
Outras doenças dos órgãos genitais masculinos,24,24,130260,2022-08
Transtornos da mama,31,31,130260,2022-08
Salpingite e ooforite,19,19,130260,2022-08
Outras doenças inflamat órgãos pélvicos femin,68,68,130260,2022-08
Endometriose,20,20,130260,2022-08
Prolapso genital feminino,39,39,130260,2022-08
Transt não-inflam ovário tromp Falópio lig larg,38,38,130260,2022-08
Transtornos da menstruação,2,2,130260,2022-08
Transt menopáusicos e outr transt perimenopáus,1,1,130260,2022-08
Outros transtornos do aparelho geniturinário,105,105,130260,2022-08
15 Gravidez parto e puerpério,5393,5393,130260,2022-08
Aborto espontâneo,216,216,130260,2022-08
Aborto por razões médicas,5,5,130260,2022-08
Outras gravidezes que terminam em aborto,216,216,130260,2022-08
Edema protein transt hipertens grav parto puerp,95,95,130260,2022-08
Placent prév descol premat plac hemorr antepart,10,10,130260,2022-08
Outr mot ass mãe rel cav fet amn pos prob part,351,351,130260,2022-08
Trabalho de parto obstruído,1117,1117,130260,2022-08
Outras complicações da gravidez e do parto,784,784,130260,2022-08
Parto único espontâneo,2441,2441,130260,2022-08
Compl pred rel puerpério e outr afecç obst NCOP,158,158,130260,2022-08
16 Algumas afec originadas no período perinatal,359,359,130260,2022-08
Feto e rec-nasc afet fat mat e compl grav parto,4,4,130260,2022-08
Ret cres fet desn fet tran gest curt baix peso,63,63,130260,2022-08
Trauma durante o nascimento,1,1,130260,2022-08
Hipóxia intrauterina e asfixia ao nascer,11,11,130260,2022-08
Outros transt respiratórios orig per perinatal,82,82,130260,2022-08
Doenças infecciosas e parasitárias congênitas,35,35,130260,2022-08
Outras infecções específicas do período perinat,17,17,130260,2022-08
Doença hemolítica do feto e do recém-nascido,3,3,130260,2022-08
Outras afecções originadas no período perinatal,143,143,130260,2022-08
17 Malf cong deformid e anomalias cromossômicas,127,127,130260,2022-08
Outras malformações congênitas do sistema nerv,5,5,130260,2022-08
Malformações congênitas do aparelho circulat,46,46,130260,2022-08
Fenda labial e fenda palatina,8,8,130260,2022-08
Outras malformações congênitas aparelho digest,22,22,130260,2022-08
Testiculo não-descido,16,16,130260,2022-08
Outras malformações do aparelho geniturinário,10,10,130260,2022-08
Deformidades congênitas do quadril,3,3,130260,2022-08
Deformidades congênitas dos pés,3,3,130260,2022-08
Outr malform e deform congên aparelho osteomusc,5,5,130260,2022-08
Outras malformações congênitas,6,6,130260,2022-08
Anomalias cromossômicas NCOP,3,3,130260,2022-08
18 Sint sinais e achad anorm ex clín e laborat,166,166,130260,2022-08
Dor abdominal e pélvica,87,87,130260,2022-08
Febre de origem desconhecida,2,2,130260,2022-08
Outr sist sinais achad anorm ex clín labor NCOP,77,77,130260,2022-08
19 Lesões enven e alg out conseq causas externas,1303,1303,130260,2022-08
Fratura do crânio e dos ossos da face,8,8,130260,2022-08
Fratura do pescoço tórax ou pelve,9,9,130260,2022-08
Fratura do fêmur,106,106,130260,2022-08
Fratura de outros ossos dos membros,374,374,130260,2022-08
Fraturas envolvendo múltiplas regiões do corpo,109,109,130260,2022-08
Luxações entorse distensão reg esp e múlt corpo,41,41,130260,2022-08
Traumatismo do olho e da órbita ocular,1,1,130260,2022-08
Traumatismo intracraniano,39,39,130260,2022-08
Traumatismo de outros órgãos internos,77,77,130260,2022-08
Lesões esmag amput traumát reg esp e múlt corpo,17,17,130260,2022-08
Outr traum reg espec não espec e múltipl corpo,280,280,130260,2022-08
Efeitos corpo estranho através de orifício nat,43,43,130260,2022-08
Queimadura e corrosões,32,32,130260,2022-08
Envenenamento por drogas e substâncias biológ,5,5,130260,2022-08
Efeitos tóxicos subst origem princ não-medicin,58,58,130260,2022-08
Síndromes de maus tratos,1,1,130260,2022-08
Outros efeitos e não espec de causas externas,7,7,130260,2022-08
Cert compl prec traum compl cirúrg ass méd NCOP,85,85,130260,2022-08
Seqüel traum enven e outr conseq causas extern,11,11,130260,2022-08
21 Contatos com serviços de saúde,263,263,130260,2022-08
Pessoas em contato com serv saúde exame invest,81,81,130260,2022-08
Anticoncepção,118,118,130260,2022-08
Assistência e exame pós-natal,1,1,130260,2022-08
Pessoas contato serv saúde cuidados proc espec,59,59,130260,2022-08
Pessoas contato serv saúde por outras razões,4,4,130260,2022-08
