lista morb  cid-10,2020,total,municipio_ibge,competencia
Outras neoplasias malignas de órgãos digestivos,2,2,130260,2020-10
Neoplasias malignas de laringe,6,6,130260,2020-10
Neoplasia maligna de traquéia brônquios e pulm,3,3,130260,2020-10
Outras neopl malig órg respirat e intratorác,3,3,130260,2020-10
Neoplasia maligna do osso e cartilagem articul,1,1,130260,2020-10
Neoplasia maligna da pele,1,1,130260,2020-10
Outras neoplasias malignas da pele,3,3,130260,2020-10
Neopl malig do tecido mesotelial e tec moles,5,5,130260,2020-10
Neoplasia maligna da mama,33,33,130260,2020-10
Neoplasia maligna do colo do útero,24,24,130260,2020-10
Neopl malig outr porções e porç não espec útero,11,11,130260,2020-10
Outras neopl malignas órgãos genitais femininos,17,17,130260,2020-10
Neoplasia maligna da próstata,10,10,130260,2020-10
Outras neopl malignas órgãos genit masculinos,1,1,130260,2020-10
Neoplasia maligna da bexiga,3,3,130260,2020-10
Outras neoplasias malignas do trato urinário,2,2,130260,2020-10
Neoplasia maligna dos olhos e anexos,1,1,130260,2020-10
Neoplasia maligna do encéfalo,3,3,130260,2020-10
Neopl malig outras partes sistema nerv central,1,1,130260,2020-10
Neopl malig outr local mal def secun e não esp,15,15,130260,2020-10
Doença de Hodgkin,1,1,130260,2020-10
Linfoma não-Hodgkin,4,4,130260,2020-10
Leucemia,52,52,130260,2020-10
Outras neopl malig tecidos linfóid hemat e rel,1,1,130260,2020-10
Carcinoma in situ de colo do útero,4,4,130260,2020-10
Neoplasia benigna da pele,6,6,130260,2020-10
Neoplasia benigna da mama,3,3,130260,2020-10
Leiomioma do útero,86,86,130260,2020-10
Neoplasia benigna do ovário,1,1,130260,2020-10
Neopl benig encéfalo e outr part sist nerv cent,19,19,130260,2020-10
Outr neopl in situ benigs e comport incert desc,61,61,130260,2020-10
03 Doenças sangue órgãos hemat e transt imunitár,76,76,130260,2020-10
Anemia por deficiência de ferro,15,15,130260,2020-10
Outras anemias,45,45,130260,2020-10
Afecç hemorrág e outr doenç sang e órg hematop,16,16,130260,2020-10
04 Doenças endócrinas nutricionais e metabólicas,283,283,130260,2020-10
Tireotoxicose,1,1,130260,2020-10
Outros transtornos tireoidianos,1,1,130260,2020-10
Diabetes mellitus,237,237,130260,2020-10
Desnutrição,14,14,130260,2020-10
Obesidade,1,1,130260,2020-10
Depleção de volume,2,2,130260,2020-10
Outros transt endócrinos nutricionais metabólic,27,27,130260,2020-10
05 Transtornos mentais e comportamentais,17,17,130260,2020-10
Transt mentais e comportamentais dev uso álcool,4,4,130260,2020-10
Transt ment comport dev uso outr subst psicoat,4,4,130260,2020-10
Esquizofrenia transt esquizotípicos e delirant,2,2,130260,2020-10
Transtornos de humor [afetivos],4,4,130260,2020-10
Outros transtornos mentais e comportamentais,3,3,130260,2020-10
06 Doenças do sistema nervoso,209,209,130260,2020-10
Doenças inflamatórias do sistema nervoso centr,5,5,130260,2020-10
Meningite bacteriana não classif outra parte,2,2,130260,2020-10
Restante doenças inflamat sist nervoso centr,3,3,130260,2020-10
Doença de Parkinson,2,2,130260,2020-10
Epilepsia,38,38,130260,2020-10
Enxaqueca e outras síndromes de algias cefálic,1,1,130260,2020-10
Acid vascular cerebr isquêm transit e síndr cor,114,114,130260,2020-10
Transtornos dos nervos raízes e plexos nervosos,4,4,130260,2020-10
Paralisia cerebral e outras síndromes paralít,1,1,130260,2020-10
Outras doenças do sistema nervoso,44,44,130260,2020-10
07 Doenças do olho e anexos,50,50,130260,2020-10
Inflamação da pálpebra,1,1,130260,2020-10
Conjuntivite e outros transtornos da conjuntiva,17,17,130260,2020-10
Ceratite e outros transtornos esclerót e córnea,3,3,130260,2020-10
Catarata e outros transtornos do cristalino,1,1,130260,2020-10
Descolamentos e defeitos da retina,19,19,130260,2020-10
Outras doenças do olho e anexos,9,9,130260,2020-10
08 Doenças do ouvido e da apófise mastóide,19,19,130260,2020-10
Otite média e outr transt ouvid médio apóf mast,16,16,130260,2020-10
Outras doenças do ouvido e da apófise mastóide,3,3,130260,2020-10
09 Doenças do aparelho circulatório,687,687,130260,2020-10
Febre reumática aguda,2,2,130260,2020-10
Doença reumática crônica do coração,3,3,130260,2020-10
Hipertensão essencial (primária),58,58,130260,2020-10
Outras doenças hipertensivas,11,11,130260,2020-10
Infarto agudo do miocárdio,112,112,130260,2020-10
Outras doenças isquêmicas do coração,85,85,130260,2020-10
Transtornos de condução e arritmias cardíacas,24,24,130260,2020-10
Insuficiência cardíaca,148,148,130260,2020-10
Outras doenças do coração,26,26,130260,2020-10
Hemorragia intracraniana,40,40,130260,2020-10
Infarto cerebral,8,8,130260,2020-10
Acid vascular cerebr não espec hemorrág ou isq,71,71,130260,2020-10
Outras doenças cerebrovasculares,9,9,130260,2020-10
Arteroesclerose,13,13,130260,2020-10
Outras doenças vasculares periféricas,1,1,130260,2020-10
Embolia e trombose arteriais,5,5,130260,2020-10
Outras doenças das artérias arteríolas e capil,18,18,130260,2020-10
Flebite tromboflebite embolia e trombose venosa,12,12,130260,2020-10
Veias varicosas das extremidades inferiores,17,17,130260,2020-10
Hemorróidas,9,9,130260,2020-10
Outras doenças do aparelho circulatório,15,15,130260,2020-10
10 Doenças do aparelho respiratório,795,795,130260,2020-10
Faringite aguda e amigdalite aguda,3,3,130260,2020-10
Laringite e traqueíte agudas,4,4,130260,2020-10
Outras infecções agudas das vias aéreas super,5,5,130260,2020-10
Influenza [gripe],9,9,130260,2020-10
Pneumonia,484,484,130260,2020-10
Bronquite aguda e bronquiolite aguda,46,46,130260,2020-10
Outras doenças do nariz e dos seios paranasais,1,1,130260,2020-10
Doenças crônicas das amígdalas e das adenóides,5,5,130260,2020-10
Outras doenças do trato respiratório superior,4,4,130260,2020-10
Bronquite enfisema e outr doenç pulm obstr crôn,35,35,130260,2020-10
Asma,57,57,130260,2020-10
Outras doenças do aparelho respiratório,142,142,130260,2020-10
11 Doenças do aparelho digestivo,1381,1381,130260,2020-10
Outros transtornos dentes e estruturas suporte,3,3,130260,2020-10
Outr doenç cavidade oral glând saliv e maxilar,4,4,130260,2020-10
Úlcera gástrica e duodenal,2,2,130260,2020-10
Gastrite e duodenite,20,20,130260,2020-10
Outras doenças do esôfago estômago e duodeno,21,21,130260,2020-10
Doenças do apêndice,316,316,130260,2020-10
Hérnia inguinal,107,107,130260,2020-10
Outras hérnias,108,108,130260,2020-10
Doença de Crohn e colite ulcerativa,1,1,130260,2020-10
Ileo paralítico e obstrução intestinal s/hérnia,33,33,130260,2020-10
Doença diverticular do intestino,8,8,130260,2020-10
Outras doenças dos intestinos e peritônio,76,76,130260,2020-10
Doença alcoólica do fígado,18,18,130260,2020-10
Outras doenças do fígado,62,62,130260,2020-10
Colelitíase e colecistite,424,424,130260,2020-10
Pancreatite aguda e outras doenças do pâncreas,40,40,130260,2020-10
Outras doenças do aparelho digestivo,138,138,130260,2020-10
12 Doenças da pele e do tecido subcutâneo,362,362,130260,2020-10
Infecções da pele e do tecido subcutâneo,221,221,130260,2020-10
Outras doenças da pele e do tecido subcutâneo,141,141,130260,2020-10
13 Doenças sist osteomuscular e tec conjuntivo,86,86,130260,2020-10
Artrite reumatóide e outr poliartropatias infl,12,12,130260,2020-10
Artrose,7,7,130260,2020-10
Deformidades adquiridas das articulações,3,3,130260,2020-10
Outros transtronos articulares,18,18,130260,2020-10
Doenças sistêmicas do tecido conjuntivo,4,4,130260,2020-10
Transt discais cervic e outr transt disc interv,1,1,130260,2020-10
Outras dorsopatias,6,6,130260,2020-10
Transtornos do tecido mole,15,15,130260,2020-10
Transtornos da densidade e da estrutura ósseas,8,8,130260,2020-10
Osteomielite,8,8,130260,2020-10
Outras doenças sist osteomuscular e tec conjunt,4,4,130260,2020-10
14 Doenças do aparelho geniturinário,1013,1013,130260,2020-10
Síndrome nefríticas aguda e rapidamente progres,20,20,130260,2020-10
Outras doenças glomerulares,22,22,130260,2020-10
Doenças renais túbulo-intersticiais,65,65,130260,2020-10
Insuficiência renal,147,147,130260,2020-10
Urolitíase,96,96,130260,2020-10
Cistite,14,14,130260,2020-10
Outras doenças do aparelho urinário,258,258,130260,2020-10
Hiperplasia da próstata,16,16,130260,2020-10
Outros transtornos da próstata,2,2,130260,2020-10
Hidrocele e espermatocele,4,4,130260,2020-10
Preprúcio redundante fimose e parafimose,21,21,130260,2020-10
Outras doenças dos órgãos genitais masculinos,21,21,130260,2020-10
Transtornos da mama,41,41,130260,2020-10
Salpingite e ooforite,47,47,130260,2020-10
Outras doenças inflamat órgãos pélvicos femin,84,84,130260,2020-10
Endometriose,9,9,130260,2020-10
Prolapso genital feminino,25,25,130260,2020-10
Transt não-inflam ovário tromp Falópio lig larg,52,52,130260,2020-10
Transtornos da menstruação,4,4,130260,2020-10
Outros transtornos do aparelho geniturinário,65,65,130260,2020-10
15 Gravidez parto e puerpério,5896,5896,130260,2020-10
Aborto espontâneo,226,226,130260,2020-10
Aborto por razões médicas,5,5,130260,2020-10
Outras gravidezes que terminam em aborto,255,255,130260,2020-10
Edema protein transt hipertens grav parto puerp,128,128,130260,2020-10
Placent prév descol premat plac hemorr antepart,13,13,130260,2020-10
Outr mot ass mãe rel cav fet amn pos prob part,495,495,130260,2020-10
Trabalho de parto obstruído,474,474,130260,2020-10
Hemorragia pós-parto,2,2,130260,2020-10
Outras complicações da gravidez e do parto,1175,1175,130260,2020-10
Parto único espontâneo,2944,2944,130260,2020-10
Compl pred rel puerpério e outr afecç obst NCOP,179,179,130260,2020-10
16 Algumas afec originadas no período perinatal,488,488,130260,2020-10
Feto e rec-nasc afet fat mat e compl grav parto,3,3,130260,2020-10
Ret cres fet desn fet tran gest curt baix peso,99,99,130260,2020-10
Hipóxia intrauterina e asfixia ao nascer,10,10,130260,2020-10
Outros transt respiratórios orig per perinatal,100,100,130260,2020-10
Doenças infecciosas e parasitárias congênitas,84,84,130260,2020-10
Outras infecções específicas do período perinat,20,20,130260,2020-10
Doença hemolítica do feto e do recém-nascido,2,2,130260,2020-10
Outras afecções originadas no período perinatal,170,170,130260,2020-10
17 Malf cong deformid e anomalias cromossômicas,120,120,130260,2020-10
Espinha bífida,3,3,130260,2020-10
Outras malformações congênitas do sistema nerv,4,4,130260,2020-10
Malformações congênitas do aparelho circulat,39,39,130260,2020-10
Fenda labial e fenda palatina,51,51,130260,2020-10
Ausência atresia e estenose do intestino delg,1,1,130260,2020-10
Outras malformações congênitas aparelho digest,2,2,130260,2020-10
Outras malformações do aparelho geniturinário,8,8,130260,2020-10
Deformidades congênitas do quadril,1,1,130260,2020-10
Deformidades congênitas dos pés,5,5,130260,2020-10
Outr malform e deform congên aparelho osteomusc,3,3,130260,2020-10
Outras malformações congênitas,3,3,130260,2020-10
18 Sint sinais e achad anorm ex clín e laborat,136,136,130260,2020-10
Dor abdominal e pélvica,77,77,130260,2020-10
Febre de origem desconhecida,5,5,130260,2020-10
Outr sist sinais achad anorm ex clín labor NCOP,54,54,130260,2020-10
19 Lesões enven e alg out conseq causas externas,1066,1066,130260,2020-10
Fratura do crânio e dos ossos da face,11,11,130260,2020-10
Fratura do pescoço tórax ou pelve,5,5,130260,2020-10
Fratura do fêmur,71,71,130260,2020-10
Fratura de outros ossos dos membros,309,309,130260,2020-10
Fraturas envolvendo múltiplas regiões do corpo,38,38,130260,2020-10
Luxações entorse distensão reg esp e múlt corpo,32,32,130260,2020-10
Traumatismo do olho e da órbita ocular,1,1,130260,2020-10
Traumatismo intracraniano,99,99,130260,2020-10
Traumatismo de outros órgãos internos,54,54,130260,2020-10
Lesões esmag amput traumát reg esp e múlt corpo,11,11,130260,2020-10
Outr traum reg espec não espec e múltipl corpo,264,264,130260,2020-10
Efeitos corpo estranho através de orifício nat,6,6,130260,2020-10
Queimadura e corrosões,23,23,130260,2020-10
Envenenamento por drogas e substâncias biológ,9,9,130260,2020-10
Efeitos tóxicos subst origem princ não-medicin,61,61,130260,2020-10
Outros efeitos e não espec de causas externas,7,7,130260,2020-10
Cert compl prec traum compl cirúrg ass méd NCOP,57,57,130260,2020-10
Seqüel traum enven e outr conseq causas extern,8,8,130260,2020-10
21 Contatos com serviços de saúde,156,156,130260,2020-10
Pessoas em contato com serv saúde exame invest,17,17,130260,2020-10
Anticoncepção,110,110,130260,2020-10
Pessoas contato serv saúde cuidados proc espec,29,29,130260,2020-10
