lista morb  cid-10,2020,total,municipio_ibge,competencia
Neoplasia maligna da mama,36,36,130260,2020-08
Neoplasia maligna do colo do útero,31,31,130260,2020-08
Neopl malig outr porções e porç não espec útero,17,17,130260,2020-08
Outras neopl malignas órgãos genitais femininos,15,15,130260,2020-08
Neoplasia maligna da próstata,16,16,130260,2020-08
Outras neopl malignas órgãos genit masculinos,4,4,130260,2020-08
Neoplasia maligna da bexiga,6,6,130260,2020-08
Outras neoplasias malignas do trato urinário,9,9,130260,2020-08
Neoplasia maligna dos olhos e anexos,2,2,130260,2020-08
Neoplasia maligna do encéfalo,8,8,130260,2020-08
Neopl malig outr local mal def secun e não esp,19,19,130260,2020-08
Doença de Hodgkin,5,5,130260,2020-08
Linfoma não-Hodgkin,9,9,130260,2020-08
Leucemia,57,57,130260,2020-08
Outras neopl malig tecidos linfóid hemat e rel,2,2,130260,2020-08
Carcinoma in situ de colo do útero,4,4,130260,2020-08
Neoplasia benigna da mama,1,1,130260,2020-08
Leiomioma do útero,38,38,130260,2020-08
Neopl benig encéfalo e outr part sist nerv cent,10,10,130260,2020-08
Outr neopl in situ benigs e comport incert desc,56,56,130260,2020-08
03 Doenças sangue órgãos hemat e transt imunitár,89,89,130260,2020-08
Anemia por deficiência de ferro,10,10,130260,2020-08
Outras anemias,55,55,130260,2020-08
Afecç hemorrág e outr doenç sang e órg hematop,24,24,130260,2020-08
04 Doenças endócrinas nutricionais e metabólicas,181,181,130260,2020-08
Outros transtornos tireoidianos,1,1,130260,2020-08
Diabetes mellitus,146,146,130260,2020-08
Desnutrição,16,16,130260,2020-08
Depleção de volume,3,3,130260,2020-08
Outros transt endócrinos nutricionais metabólic,15,15,130260,2020-08
05 Transtornos mentais e comportamentais,7,7,130260,2020-08
Transt ment comport dev uso outr subst psicoat,2,2,130260,2020-08
Esquizofrenia transt esquizotípicos e delirant,2,2,130260,2020-08
Transtornos de humor [afetivos],1,1,130260,2020-08
Outros transtornos mentais e comportamentais,2,2,130260,2020-08
06 Doenças do sistema nervoso,231,231,130260,2020-08
Doenças inflamatórias do sistema nervoso centr,6,6,130260,2020-08
Meningite bacteriana não classif outra parte,6,6,130260,2020-08
Esclerose múltiplas,1,1,130260,2020-08
Epilepsia,36,36,130260,2020-08
Acid vascular cerebr isquêm transit e síndr cor,128,128,130260,2020-08
Transtornos dos nervos raízes e plexos nervosos,3,3,130260,2020-08
Paralisia cerebral e outras síndromes paralít,1,1,130260,2020-08
Outras doenças do sistema nervoso,56,56,130260,2020-08
07 Doenças do olho e anexos,21,21,130260,2020-08
Conjuntivite e outros transtornos da conjuntiva,2,2,130260,2020-08
Descolamentos e defeitos da retina,15,15,130260,2020-08
Outras doenças do olho e anexos,4,4,130260,2020-08
08 Doenças do ouvido e da apófise mastóide,16,16,130260,2020-08
Otite média e outr transt ouvid médio apóf mast,12,12,130260,2020-08
Outras doenças do ouvido e da apófise mastóide,4,4,130260,2020-08
09 Doenças do aparelho circulatório,705,705,130260,2020-08
Febre reumática aguda,3,3,130260,2020-08
Doença reumática crônica do coração,7,7,130260,2020-08
Hipertensão essencial (primária),59,59,130260,2020-08
Outras doenças hipertensivas,22,22,130260,2020-08
Infarto agudo do miocárdio,85,85,130260,2020-08
Outras doenças isquêmicas do coração,112,112,130260,2020-08
Transtornos de condução e arritmias cardíacas,41,41,130260,2020-08
Insuficiência cardíaca,183,183,130260,2020-08
Outras doenças do coração,17,17,130260,2020-08
Hemorragia intracraniana,31,31,130260,2020-08
Infarto cerebral,9,9,130260,2020-08
Acid vascular cerebr não espec hemorrág ou isq,59,59,130260,2020-08
Outras doenças cerebrovasculares,5,5,130260,2020-08
Arteroesclerose,7,7,130260,2020-08
Outras doenças vasculares periféricas,1,1,130260,2020-08
Embolia e trombose arteriais,4,4,130260,2020-08
Outras doenças das artérias arteríolas e capil,10,10,130260,2020-08
Flebite tromboflebite embolia e trombose venosa,18,18,130260,2020-08
Veias varicosas das extremidades inferiores,13,13,130260,2020-08
Hemorróidas,6,6,130260,2020-08
Outras doenças do aparelho circulatório,13,13,130260,2020-08
10 Doenças do aparelho respiratório,808,808,130260,2020-08
Faringite aguda e amigdalite aguda,7,7,130260,2020-08
Laringite e traqueíte agudas,5,5,130260,2020-08
Outras infecções agudas das vias aéreas super,6,6,130260,2020-08
Influenza [gripe],27,27,130260,2020-08
Pneumonia,470,470,130260,2020-08
Bronquite aguda e bronquiolite aguda,44,44,130260,2020-08
Outras doenças do nariz e dos seios paranasais,9,9,130260,2020-08
Outras doenças do trato respiratório superior,6,6,130260,2020-08
Bronquite enfisema e outr doenç pulm obstr crôn,12,12,130260,2020-08
Asma,55,55,130260,2020-08
Outras doenças do aparelho respiratório,167,167,130260,2020-08
11 Doenças do aparelho digestivo,1190,1190,130260,2020-08
Outros transtornos dentes e estruturas suporte,2,2,130260,2020-08
Outr doenç cavidade oral glând saliv e maxilar,3,3,130260,2020-08
Úlcera gástrica e duodenal,7,7,130260,2020-08
Gastrite e duodenite,16,16,130260,2020-08
Outras doenças do esôfago estômago e duodeno,29,29,130260,2020-08
Doenças do apêndice,304,304,130260,2020-08
Hérnia inguinal,108,108,130260,2020-08
Outras hérnias,72,72,130260,2020-08
Doença de Crohn e colite ulcerativa,2,2,130260,2020-08
Ileo paralítico e obstrução intestinal s/hérnia,27,27,130260,2020-08
Doença diverticular do intestino,3,3,130260,2020-08
Outras doenças dos intestinos e peritônio,68,68,130260,2020-08
Doença alcoólica do fígado,7,7,130260,2020-08
Outras doenças do fígado,47,47,130260,2020-08
Colelitíase e colecistite,357,357,130260,2020-08
Pancreatite aguda e outras doenças do pâncreas,25,25,130260,2020-08
Outras doenças do aparelho digestivo,113,113,130260,2020-08
12 Doenças da pele e do tecido subcutâneo,356,356,130260,2020-08
Infecções da pele e do tecido subcutâneo,191,191,130260,2020-08
Outras doenças da pele e do tecido subcutâneo,165,165,130260,2020-08
13 Doenças sist osteomuscular e tec conjuntivo,55,55,130260,2020-08
Artrite reumatóide e outr poliartropatias infl,5,5,130260,2020-08
Artrose,2,2,130260,2020-08
Deformidades adquiridas das articulações,2,2,130260,2020-08
Outros transtronos articulares,7,7,130260,2020-08
Doenças sistêmicas do tecido conjuntivo,2,2,130260,2020-08
Transt discais cervic e outr transt disc interv,1,1,130260,2020-08
Outras dorsopatias,4,4,130260,2020-08
Transtornos do tecido mole,16,16,130260,2020-08
Transtornos da densidade e da estrutura ósseas,5,5,130260,2020-08
Osteomielite,8,8,130260,2020-08
Outras doenças sist osteomuscular e tec conjunt,3,3,130260,2020-08
14 Doenças do aparelho geniturinário,894,894,130260,2020-08
Síndrome nefríticas aguda e rapidamente progres,24,24,130260,2020-08
Outras doenças glomerulares,7,7,130260,2020-08
Doenças renais túbulo-intersticiais,53,53,130260,2020-08
Insuficiência renal,156,156,130260,2020-08
Urolitíase,67,67,130260,2020-08
Cistite,15,15,130260,2020-08
Outras doenças do aparelho urinário,272,272,130260,2020-08
Hiperplasia da próstata,10,10,130260,2020-08
Outros transtornos da próstata,4,4,130260,2020-08
Hidrocele e espermatocele,3,3,130260,2020-08
Preprúcio redundante fimose e parafimose,30,30,130260,2020-08
Outras doenças dos órgãos genitais masculinos,13,13,130260,2020-08
Transtornos da mama,37,37,130260,2020-08
Salpingite e ooforite,26,26,130260,2020-08
Outras doenças inflamat órgãos pélvicos femin,84,84,130260,2020-08
Endometriose,5,5,130260,2020-08
Prolapso genital feminino,3,3,130260,2020-08
Transt não-inflam ovário tromp Falópio lig larg,36,36,130260,2020-08
Outros transtornos do aparelho geniturinário,49,49,130260,2020-08
15 Gravidez parto e puerpério,5264,5264,130260,2020-08
Aborto espontâneo,178,178,130260,2020-08
Aborto por razões médicas,3,3,130260,2020-08
Outras gravidezes que terminam em aborto,205,205,130260,2020-08
Edema protein transt hipertens grav parto puerp,125,125,130260,2020-08
Placent prév descol premat plac hemorr antepart,22,22,130260,2020-08
Outr mot ass mãe rel cav fet amn pos prob part,374,374,130260,2020-08
Trabalho de parto obstruído,360,360,130260,2020-08
Hemorragia pós-parto,2,2,130260,2020-08
Outras complicações da gravidez e do parto,1158,1158,130260,2020-08
Parto único espontâneo,2696,2696,130260,2020-08
Compl pred rel puerpério e outr afecç obst NCOP,141,141,130260,2020-08
16 Algumas afec originadas no período perinatal,522,522,130260,2020-08
Ret cres fet desn fet tran gest curt baix peso,123,123,130260,2020-08
Hipóxia intrauterina e asfixia ao nascer,7,7,130260,2020-08
Outros transt respiratórios orig per perinatal,108,108,130260,2020-08
Doenças infecciosas e parasitárias congênitas,85,85,130260,2020-08
Outras infecções específicas do período perinat,10,10,130260,2020-08
Outras afecções originadas no período perinatal,189,189,130260,2020-08
17 Malf cong deformid e anomalias cromossômicas,112,112,130260,2020-08
Espinha bífida,3,3,130260,2020-08
Outras malformações congênitas do sistema nerv,6,6,130260,2020-08
Malformações congênitas do aparelho circulat,45,45,130260,2020-08
Fenda labial e fenda palatina,28,28,130260,2020-08
Outras malformações congênitas aparelho digest,4,4,130260,2020-08
Testiculo não-descido,6,6,130260,2020-08
Outras malformações do aparelho geniturinário,5,5,130260,2020-08
Deformidades congênitas dos pés,3,3,130260,2020-08
Outr malform e deform congên aparelho osteomusc,3,3,130260,2020-08
Outras malformações congênitas,8,8,130260,2020-08
Anomalias cromossômicas NCOP,1,1,130260,2020-08
18 Sint sinais e achad anorm ex clín e laborat,125,125,130260,2020-08
Dor abdominal e pélvica,63,63,130260,2020-08
Febre de origem desconhecida,4,4,130260,2020-08
Outr sist sinais achad anorm ex clín labor NCOP,58,58,130260,2020-08
19 Lesões enven e alg out conseq causas externas,1086,1086,130260,2020-08
Fratura do crânio e dos ossos da face,14,14,130260,2020-08
Fratura do pescoço tórax ou pelve,9,9,130260,2020-08
Fratura do fêmur,76,76,130260,2020-08
Fratura de outros ossos dos membros,299,299,130260,2020-08
Fraturas envolvendo múltiplas regiões do corpo,56,56,130260,2020-08
Luxações entorse distensão reg esp e múlt corpo,28,28,130260,2020-08
Traumatismo do olho e da órbita ocular,1,1,130260,2020-08
Traumatismo intracraniano,92,92,130260,2020-08
Traumatismo de outros órgãos internos,63,63,130260,2020-08
Lesões esmag amput traumát reg esp e múlt corpo,18,18,130260,2020-08
Outr traum reg espec não espec e múltipl corpo,236,236,130260,2020-08
Efeitos corpo estranho através de orifício nat,19,19,130260,2020-08
Queimadura e corrosões,20,20,130260,2020-08
Envenenamento por drogas e substâncias biológ,7,7,130260,2020-08
Efeitos tóxicos subst origem princ não-medicin,85,85,130260,2020-08
Síndromes de maus tratos,1,1,130260,2020-08
Outros efeitos e não espec de causas externas,7,7,130260,2020-08
Cert compl prec traum compl cirúrg ass méd NCOP,43,43,130260,2020-08
Seqüel traum enven e outr conseq causas extern,12,12,130260,2020-08
21 Contatos com serviços de saúde,100,100,130260,2020-08
Pessoas em contato com serv saúde exame invest,17,17,130260,2020-08
Anticoncepção,71,71,130260,2020-08
Pessoas contato serv saúde cuidados proc espec,11,11,130260,2020-08
Pessoas contato serv saúde por outras razões,1,1,130260,2020-08
