lista morb  cid-10,2022,total,municipio_ibge,competencia
Influenza [gripe],105,105,130260,2022-01
Pneumonia,1243,1243,130260,2022-01
Bronquite aguda e bronquiolite aguda,64,64,130260,2022-01
Outras doenças do nariz e dos seios paranasais,3,3,130260,2022-01
Doenças crônicas das amígdalas e das adenóides,1,1,130260,2022-01
Outras doenças do trato respiratório superior,6,6,130260,2022-01
Bronquite enfisema e outr doenç pulm obstr crôn,41,41,130260,2022-01
Asma,42,42,130260,2022-01
Outras doenças do aparelho respiratório,235,235,130260,2022-01
11 Doenças do aparelho digestivo,1441,1441,130260,2022-01
Outros transtornos dentes e estruturas suporte,5,5,130260,2022-01
Outr doenç cavidade oral glând saliv e maxilar,4,4,130260,2022-01
Úlcera gástrica e duodenal,3,3,130260,2022-01
Gastrite e duodenite,26,26,130260,2022-01
Outras doenças do esôfago estômago e duodeno,27,27,130260,2022-01
Doenças do apêndice,243,243,130260,2022-01
Hérnia inguinal,158,158,130260,2022-01
Outras hérnias,98,98,130260,2022-01
Doença de Crohn e colite ulcerativa,5,5,130260,2022-01
Ileo paralítico e obstrução intestinal s/hérnia,49,49,130260,2022-01
Doença diverticular do intestino,10,10,130260,2022-01
Outras doenças dos intestinos e peritônio,71,71,130260,2022-01
Doença alcoólica do fígado,7,7,130260,2022-01
Outras doenças do fígado,60,60,130260,2022-01
Colelitíase e colecistite,496,496,130260,2022-01
Pancreatite aguda e outras doenças do pâncreas,33,33,130260,2022-01
Outras doenças do aparelho digestivo,146,146,130260,2022-01
12 Doenças da pele e do tecido subcutâneo,330,330,130260,2022-01
Infecções da pele e do tecido subcutâneo,152,152,130260,2022-01
Outras doenças da pele e do tecido subcutâneo,178,178,130260,2022-01
13 Doenças sist osteomuscular e tec conjuntivo,104,104,130260,2022-01
Artrite reumatóide e outr poliartropatias infl,3,3,130260,2022-01
Artrose,6,6,130260,2022-01
Deformidades adquiridas das articulações,1,1,130260,2022-01
Outros transtronos articulares,20,20,130260,2022-01
Doenças sistêmicas do tecido conjuntivo,8,8,130260,2022-01
Transt discais cervic e outr transt disc interv,1,1,130260,2022-01
Outras dorsopatias,13,13,130260,2022-01
Transtornos do tecido mole,34,34,130260,2022-01
Transtornos da densidade e da estrutura ósseas,14,14,130260,2022-01
Osteomielite,2,2,130260,2022-01
Outras doenças sist osteomuscular e tec conjunt,2,2,130260,2022-01
14 Doenças do aparelho geniturinário,958,958,130260,2022-01
Síndrome nefríticas aguda e rapidamente progres,7,7,130260,2022-01
Outras doenças glomerulares,14,14,130260,2022-01
Doenças renais túbulo-intersticiais,50,50,130260,2022-01
Insuficiência renal,151,151,130260,2022-01
Urolitíase,96,96,130260,2022-01
Cistite,11,11,130260,2022-01
Outras doenças do aparelho urinário,303,303,130260,2022-01
Hiperplasia da próstata,19,19,130260,2022-01
Outros transtornos da próstata,2,2,130260,2022-01
Hidrocele e espermatocele,9,9,130260,2022-01
Preprúcio redundante fimose e parafimose,35,35,130260,2022-01
Outras doenças dos órgãos genitais masculinos,32,32,130260,2022-01
Transtornos da mama,11,11,130260,2022-01
Salpingite e ooforite,17,17,130260,2022-01
Doença inflamatória do colo do útero,1,1,130260,2022-01
Outras doenças inflamat órgãos pélvicos femin,46,46,130260,2022-01
Endometriose,17,17,130260,2022-01
Prolapso genital feminino,20,20,130260,2022-01
Transt não-inflam ovário tromp Falópio lig larg,35,35,130260,2022-01
Transtornos da menstruação,2,2,130260,2022-01
Outros transtornos do aparelho geniturinário,80,80,130260,2022-01
15 Gravidez parto e puerpério,5510,5510,130260,2022-01
Aborto espontâneo,191,191,130260,2022-01
Aborto por razões médicas,2,2,130260,2022-01
Outras gravidezes que terminam em aborto,185,185,130260,2022-01
Edema protein transt hipertens grav parto puerp,110,110,130260,2022-01
Placent prév descol premat plac hemorr antepart,16,16,130260,2022-01
Outr mot ass mãe rel cav fet amn pos prob part,449,449,130260,2022-01
Trabalho de parto obstruído,442,442,130260,2022-01
Hemorragia pós-parto,2,2,130260,2022-01
Outras complicações da gravidez e do parto,966,966,130260,2022-01
Parto único espontâneo,2956,2956,130260,2022-01
Compl pred rel puerpério e outr afecç obst NCOP,191,191,130260,2022-01
16 Algumas afec originadas no período perinatal,455,455,130260,2022-01
Feto e rec-nasc afet fat mat e compl grav parto,2,2,130260,2022-01
Ret cres fet desn fet tran gest curt baix peso,77,77,130260,2022-01
Trauma durante o nascimento,3,3,130260,2022-01
Hipóxia intrauterina e asfixia ao nascer,7,7,130260,2022-01
Outros transt respiratórios orig per perinatal,68,68,130260,2022-01
Doenças infecciosas e parasitárias congênitas,33,33,130260,2022-01
Outras infecções específicas do período perinat,45,45,130260,2022-01
Doença hemolítica do feto e do recém-nascido,3,3,130260,2022-01
Outras afecções originadas no período perinatal,217,217,130260,2022-01
17 Malf cong deformid e anomalias cromossômicas,99,99,130260,2022-01
Espinha bífida,1,1,130260,2022-01
Outras malformações congênitas do sistema nerv,5,5,130260,2022-01
Malformações congênitas do aparelho circulat,41,41,130260,2022-01
Fenda labial e fenda palatina,1,1,130260,2022-01
Outras malformações congênitas aparelho digest,10,10,130260,2022-01
Testiculo não-descido,9,9,130260,2022-01
Outras malformações do aparelho geniturinário,13,13,130260,2022-01
Deformidades congênitas do quadril,1,1,130260,2022-01
Deformidades congênitas dos pés,9,9,130260,2022-01
Outr malform e deform congên aparelho osteomusc,3,3,130260,2022-01
Outras malformações congênitas,6,6,130260,2022-01
18 Sint sinais e achad anorm ex clín e laborat,195,195,130260,2022-01
Dor abdominal e pélvica,98,98,130260,2022-01
Febre de origem desconhecida,1,1,130260,2022-01
Outr sist sinais achad anorm ex clín labor NCOP,96,96,130260,2022-01
19 Lesões enven e alg out conseq causas externas,1271,1271,130260,2022-01
Fratura do crânio e dos ossos da face,12,12,130260,2022-01
Fratura do pescoço tórax ou pelve,14,14,130260,2022-01
Fratura do fêmur,80,80,130260,2022-01
Fratura de outros ossos dos membros,374,374,130260,2022-01
Fraturas envolvendo múltiplas regiões do corpo,107,107,130260,2022-01
Luxações entorse distensão reg esp e múlt corpo,29,29,130260,2022-01
Traumatismo do olho e da órbita ocular,1,1,130260,2022-01
Traumatismo intracraniano,48,48,130260,2022-01
Traumatismo de outros órgãos internos,47,47,130260,2022-01
Lesões esmag amput traumát reg esp e múlt corpo,14,14,130260,2022-01
Outr traum reg espec não espec e múltipl corpo,292,292,130260,2022-01
Efeitos corpo estranho através de orifício nat,25,25,130260,2022-01
Queimadura e corrosões,23,23,130260,2022-01
Envenenamento por drogas e substâncias biológ,10,10,130260,2022-01
Efeitos tóxicos subst origem princ não-medicin,127,127,130260,2022-01
Outros efeitos e não espec de causas externas,10,10,130260,2022-01
Cert compl prec traum compl cirúrg ass méd NCOP,48,48,130260,2022-01
Seqüel traum enven e outr conseq causas extern,10,10,130260,2022-01
21 Contatos com serviços de saúde,281,281,130260,2022-01
Pessoas em contato com serv saúde exame invest,47,47,130260,2022-01
Anticoncepção,128,128,130260,2022-01
Rastreamento pré-natal e outr superv da gravid,1,1,130260,2022-01
Pessoas contato serv saúde cuidados proc espec,103,103,130260,2022-01
Pessoas contato serv saúde por outras razões,2,2,130260,2022-01
