lista morb  cid-10,2020,total,municipio_ibge,competencia
Fenda labial e fenda palatina,1,1,130260,2020-06
Outras malformações congênitas aparelho digest,7,7,130260,2020-06
Outras malformações do aparelho geniturinário,3,3,130260,2020-06
Deformidades congênitas dos pés,2,2,130260,2020-06
Outr malform e deform congên aparelho osteomusc,3,3,130260,2020-06
Outras malformações congênitas,5,5,130260,2020-06
Anomalias cromossômicas NCOP,1,1,130260,2020-06
18 Sint sinais e achad anorm ex clín e laborat,93,93,130260,2020-06
Dor abdominal e pélvica,54,54,130260,2020-06
Febre de origem desconhecida,1,1,130260,2020-06
Outr sist sinais achad anorm ex clín labor NCOP,38,38,130260,2020-06
19 Lesões enven e alg out conseq causas externas,920,920,130260,2020-06
Fratura do crânio e dos ossos da face,5,5,130260,2020-06
Fratura do pescoço tórax ou pelve,7,7,130260,2020-06
Fratura do fêmur,65,65,130260,2020-06
Fratura de outros ossos dos membros,217,217,130260,2020-06
Fraturas envolvendo múltiplas regiões do corpo,25,25,130260,2020-06
Luxações entorse distensão reg esp e múlt corpo,31,31,130260,2020-06
Traumatismo intracraniano,73,73,130260,2020-06
Traumatismo de outros órgãos internos,49,49,130260,2020-06
Lesões esmag amput traumát reg esp e múlt corpo,5,5,130260,2020-06
Outr traum reg espec não espec e múltipl corpo,257,257,130260,2020-06
Efeitos corpo estranho através de orifício nat,8,8,130260,2020-06
Queimadura e corrosões,17,17,130260,2020-06
Envenenamento por drogas e substâncias biológ,5,5,130260,2020-06
Efeitos tóxicos subst origem princ não-medicin,106,106,130260,2020-06
Outros efeitos e não espec de causas externas,5,5,130260,2020-06
Cert compl prec traum compl cirúrg ass méd NCOP,41,41,130260,2020-06
Seqüel traum enven e outr conseq causas extern,4,4,130260,2020-06
21 Contatos com serviços de saúde,32,32,130260,2020-06
Pessoas em contato com serv saúde exame invest,11,11,130260,2020-06
Anticoncepção,11,11,130260,2020-06
Pessoas contato serv saúde cuidados proc espec,10,10,130260,2020-06
