lista morb  cid-10,2022,total,municipio_ibge,competencia
Embolia pulmonar,3,3,130260,2022-05
Transtornos de condução e arritmias cardíacas,37,37,130260,2022-05
Insuficiência cardíaca,286,286,130260,2022-05
Outras doenças do coração,55,55,130260,2022-05
Hemorragia intracraniana,28,28,130260,2022-05
Infarto cerebral,5,5,130260,2022-05
Acid vascular cerebr não espec hemorrág ou isq,128,128,130260,2022-05
Outras doenças cerebrovasculares,10,10,130260,2022-05
Arteroesclerose,28,28,130260,2022-05
Outras doenças vasculares periféricas,1,1,130260,2022-05
Embolia e trombose arteriais,13,13,130260,2022-05
Outras doenças das artérias arteríolas e capil,21,21,130260,2022-05
Flebite tromboflebite embolia e trombose venosa,23,23,130260,2022-05
Veias varicosas das extremidades inferiores,18,18,130260,2022-05
Hemorróidas,23,23,130260,2022-05
Outras doenças do aparelho circulatório,29,29,130260,2022-05
10 Doenças do aparelho respiratório,2173,2173,130260,2022-05
Faringite aguda e amigdalite aguda,13,13,130260,2022-05
Laringite e traqueíte agudas,12,12,130260,2022-05
Outras infecções agudas das vias aéreas super,29,29,130260,2022-05
Influenza [gripe],66,66,130260,2022-05
Pneumonia,1354,1354,130260,2022-05
Bronquite aguda e bronquiolite aguda,236,236,130260,2022-05
Sinusite crônica,1,1,130260,2022-05
Outras doenças do nariz e dos seios paranasais,9,9,130260,2022-05
Doenças crônicas das amígdalas e das adenóides,14,14,130260,2022-05
Outras doenças do trato respiratório superior,8,8,130260,2022-05
Bronquite enfisema e outr doenç pulm obstr crôn,56,56,130260,2022-05
Asma,154,154,130260,2022-05
Pneumoconiose,1,1,130260,2022-05
Outras doenças do aparelho respiratório,220,220,130260,2022-05
11 Doenças do aparelho digestivo,2119,2119,130260,2022-05
Outros transtornos dentes e estruturas suporte,3,3,130260,2022-05
Outr doenç cavidade oral glând saliv e maxilar,9,9,130260,2022-05
Úlcera gástrica e duodenal,8,8,130260,2022-05
Gastrite e duodenite,22,22,130260,2022-05
Outras doenças do esôfago estômago e duodeno,33,33,130260,2022-05
Doenças do apêndice,283,283,130260,2022-05
Hérnia inguinal,252,252,130260,2022-05
Outras hérnias,210,210,130260,2022-05
Doença de Crohn e colite ulcerativa,2,2,130260,2022-05
Ileo paralítico e obstrução intestinal s/hérnia,46,46,130260,2022-05
Doença diverticular do intestino,5,5,130260,2022-05
Outras doenças dos intestinos e peritônio,142,142,130260,2022-05
Doença alcoólica do fígado,22,22,130260,2022-05
Outras doenças do fígado,55,55,130260,2022-05
Colelitíase e colecistite,782,782,130260,2022-05
Pancreatite aguda e outras doenças do pâncreas,40,40,130260,2022-05
Outras doenças do aparelho digestivo,205,205,130260,2022-05
12 Doenças da pele e do tecido subcutâneo,506,506,130260,2022-05
Infecções da pele e do tecido subcutâneo,256,256,130260,2022-05
Outras doenças da pele e do tecido subcutâneo,250,250,130260,2022-05
13 Doenças sist osteomuscular e tec conjuntivo,116,116,130260,2022-05
Artrite reumatóide e outr poliartropatias infl,10,10,130260,2022-05
Artrose,6,6,130260,2022-05
Deformidades adquiridas das articulações,4,4,130260,2022-05
Outros transtronos articulares,21,21,130260,2022-05
Doenças sistêmicas do tecido conjuntivo,3,3,130260,2022-05
Transt discais cervic e outr transt disc interv,5,5,130260,2022-05
Outras dorsopatias,8,8,130260,2022-05
Transtornos do tecido mole,42,42,130260,2022-05
Transtornos da densidade e da estrutura ósseas,6,6,130260,2022-05
Osteomielite,6,6,130260,2022-05
Outras doenças sist osteomuscular e tec conjunt,5,5,130260,2022-05
14 Doenças do aparelho geniturinário,1398,1398,130260,2022-05
Síndrome nefríticas aguda e rapidamente progres,8,8,130260,2022-05
Outras doenças glomerulares,22,22,130260,2022-05
Doenças renais túbulo-intersticiais,92,92,130260,2022-05
Insuficiência renal,215,215,130260,2022-05
Urolitíase,157,157,130260,2022-05
Cistite,31,31,130260,2022-05
Outras doenças do aparelho urinário,414,414,130260,2022-05
Hiperplasia da próstata,26,26,130260,2022-05
Outros transtornos da próstata,4,4,130260,2022-05
Hidrocele e espermatocele,16,16,130260,2022-05
Preprúcio redundante fimose e parafimose,61,61,130260,2022-05
Outras doenças dos órgãos genitais masculinos,34,34,130260,2022-05
Transtornos da mama,33,33,130260,2022-05
Salpingite e ooforite,30,30,130260,2022-05
Outras doenças inflamat órgãos pélvicos femin,54,54,130260,2022-05
Endometriose,13,13,130260,2022-05
Prolapso genital feminino,47,47,130260,2022-05
Transt não-inflam ovário tromp Falópio lig larg,56,56,130260,2022-05
Transtornos da menstruação,4,4,130260,2022-05
Outros transtornos do aparelho geniturinário,81,81,130260,2022-05
15 Gravidez parto e puerpério,4767,4767,130260,2022-05
Aborto espontâneo,208,208,130260,2022-05
Outras gravidezes que terminam em aborto,222,222,130260,2022-05
Edema protein transt hipertens grav parto puerp,119,119,130260,2022-05
Placent prév descol premat plac hemorr antepart,9,9,130260,2022-05
Outr mot ass mãe rel cav fet amn pos prob part,422,422,130260,2022-05
Trabalho de parto obstruído,84,84,130260,2022-05
Hemorragia pós-parto,1,1,130260,2022-05
Outras complicações da gravidez e do parto,1072,1072,130260,2022-05
Parto único espontâneo,2460,2460,130260,2022-05
Compl pred rel puerpério e outr afecç obst NCOP,170,170,130260,2022-05
16 Algumas afec originadas no período perinatal,604,604,130260,2022-05
Ret cres fet desn fet tran gest curt baix peso,95,95,130260,2022-05
Hipóxia intrauterina e asfixia ao nascer,13,13,130260,2022-05
Outros transt respiratórios orig per perinatal,112,112,130260,2022-05
Doenças infecciosas e parasitárias congênitas,44,44,130260,2022-05
Outras infecções específicas do período perinat,42,42,130260,2022-05
Doença hemolítica do feto e do recém-nascido,3,3,130260,2022-05
Outras afecções originadas no período perinatal,295,295,130260,2022-05
17 Malf cong deformid e anomalias cromossômicas,185,185,130260,2022-05
Espinha bífida,1,1,130260,2022-05
Outras malformações congênitas do sistema nerv,10,10,130260,2022-05
Malformações congênitas do aparelho circulat,65,65,130260,2022-05
Fenda labial e fenda palatina,16,16,130260,2022-05
Outras malformações congênitas aparelho digest,29,29,130260,2022-05
Testiculo não-descido,15,15,130260,2022-05
Outras malformações do aparelho geniturinário,22,22,130260,2022-05
Deformidades congênitas do quadril,5,5,130260,2022-05
Deformidades congênitas dos pés,4,4,130260,2022-05
Outr malform e deform congên aparelho osteomusc,8,8,130260,2022-05
Outras malformações congênitas,9,9,130260,2022-05
Anomalias cromossômicas NCOP,1,1,130260,2022-05
18 Sint sinais e achad anorm ex clín e laborat,208,208,130260,2022-05
Dor abdominal e pélvica,107,107,130260,2022-05
Febre de origem desconhecida,6,6,130260,2022-05
Outr sist sinais achad anorm ex clín labor NCOP,95,95,130260,2022-05
19 Lesões enven e alg out conseq causas externas,1366,1366,130260,2022-05
Fratura do crânio e dos ossos da face,23,23,130260,2022-05
Fratura do pescoço tórax ou pelve,6,6,130260,2022-05
Fratura do fêmur,93,93,130260,2022-05
Fratura de outros ossos dos membros,372,372,130260,2022-05
Fraturas envolvendo múltiplas regiões do corpo,123,123,130260,2022-05
Luxações entorse distensão reg esp e múlt corpo,35,35,130260,2022-05
Traumatismo intracraniano,62,62,130260,2022-05
Traumatismo de outros órgãos internos,53,53,130260,2022-05
Lesões esmag amput traumát reg esp e múlt corpo,17,17,130260,2022-05
Outr traum reg espec não espec e múltipl corpo,297,297,130260,2022-05
Efeitos corpo estranho através de orifício nat,30,30,130260,2022-05
Queimadura e corrosões,35,35,130260,2022-05
Envenenamento por drogas e substâncias biológ,9,9,130260,2022-05
Efeitos tóxicos subst origem princ não-medicin,114,114,130260,2022-05
Outros efeitos e não espec de causas externas,4,4,130260,2022-05
Cert compl prec traum compl cirúrg ass méd NCOP,77,77,130260,2022-05
Seqüel traum enven e outr conseq causas extern,16,16,130260,2022-05
21 Contatos com serviços de saúde,381,381,130260,2022-05
Pessoas em contato com serv saúde exame invest,71,71,130260,2022-05
Outr pess riscos pot à saúde rel doenças transm,1,1,130260,2022-05
Anticoncepção,196,196,130260,2022-05
Rastreamento pré-natal e outr superv da gravid,1,1,130260,2022-05
Assistência e exame pós-natal,2,2,130260,2022-05
Pessoas contato serv saúde cuidados proc espec,100,100,130260,2022-05
Pessoas contato serv saúde por outras razões,10,10,130260,2022-05
01 Algumas doenças infecciosas e parasitárias,1367,1367,130260,2022-01
Cólera,1,1,130260,2022-01
Febres tifóide e paratifóide,1,1,130260,2022-01
Shiguelose,1,1,130260,2022-01
Amebíase,4,4,130260,2022-01
Diarréia e gastroenterite origem infecc presum,184,184,130260,2022-01
Outras doenças infecciosas intestinais,55,55,130260,2022-01
Tuberculose respiratória,12,12,130260,2022-01
Tuberculose pulmonar,8,8,130260,2022-01
Outras tuberculoses respiratórias,3,3,130260,2022-01
Restante de tuberculose respiratória,1,1,130260,2022-01
Outras tuberculoses,3,3,130260,2022-01
Tuberculose do sistema nervoso,1,1,130260,2022-01
Tuberculose miliar,1,1,130260,2022-01
Restante de outras tuberculoses,1,1,130260,2022-01
Hanseníase [lepra],1,1,130260,2022-01
Infecção meningocócica,2,2,130260,2022-01
Septicemia,125,125,130260,2022-01
Outras doenças bacterianas,188,188,130260,2022-01
Leptospirose icterohemorrágica,1,1,130260,2022-01
Leptospirose não especificada,2,2,130260,2022-01
Restante de outras doenças bacterianas,185,185,130260,2022-01
Sífilis congênita,39,39,130260,2022-01
Outras sífilis,1,1,130260,2022-01
Infecção gonocócica,2,2,130260,2022-01
Outras infecções com transm predominant sexual,1,1,130260,2022-01
Febres recorrentes,1,1,130260,2022-01
Encefalite viral,3,3,130260,2022-01
Outras febre p/arbovírus e febr hemorr p/vírus,37,37,130260,2022-01
Dengue [dengue clásssico],35,35,130260,2022-01
Febre hemorrágica devida ao vírus da dengue,1,1,130260,2022-01
Restante outr febr arbovírus febr hemor vírus,1,1,130260,2022-01
Varicela e herpes zoster,5,5,130260,2022-01
Hepatite aguda B,1,1,130260,2022-01
Outras hepatites virais,8,8,130260,2022-01
Doença pelo vírus da imunodefic humana [HIV],170,170,130260,2022-01
Caxumba [parotidite epidêmica],2,2,130260,2022-01
Outras doenças virais,480,480,130260,2022-01
Meningite viral,2,2,130260,2022-01
Restante de outras doenças virais,478,478,130260,2022-01
Micoses,6,6,130260,2022-01
Malária,26,26,130260,2022-01
Malária por Plasmodium falciparum,2,2,130260,2022-01
Malária por Plasmodium vivax,17,17,130260,2022-01
Malária não especificada,7,7,130260,2022-01
Leishmaniose,1,1,130260,2022-01
Leishmaniose cutânea,1,1,130260,2022-01
Outras helmintíases,1,1,130260,2022-01
Outras doenças infecciosas e parasitárias,6,6,130260,2022-01
02 Neoplasias (tumores),557,557,130260,2022-01
Neoplasia maligna do lábio cavid oral e faringe,13,13,130260,2022-01
Neoplasia maligna do esôfago,7,7,130260,2022-01
Neoplasia maligna do estômago,27,27,130260,2022-01
Neoplasia maligna do cólon,15,15,130260,2022-01
Neopl malig junção retoss reto ânus canal anal,7,7,130260,2022-01
Neopl malig fígado e vias biliares intra-hepát,6,6,130260,2022-01
Neoplasia maligna do pâncreas,5,5,130260,2022-01
Outras neoplasias malignas de órgãos digestivos,3,3,130260,2022-01
Neoplasias malignas de laringe,10,10,130260,2022-01
Neoplasia maligna de traquéia brônquios e pulm,11,11,130260,2022-01
Outras neopl malig órg respirat e intratorác,5,5,130260,2022-01
Neoplasia maligna do osso e cartilagem articul,9,9,130260,2022-01
Neoplasia maligna da pele,2,2,130260,2022-01
Outras neoplasias malignas da pele,7,7,130260,2022-01
Neopl malig do tecido mesotelial e tec moles,18,18,130260,2022-01
Neoplasia maligna da mama,53,53,130260,2022-01
Neoplasia maligna do colo do útero,33,33,130260,2022-01
Neopl malig outr porções e porç não espec útero,9,9,130260,2022-01
Outras neopl malignas órgãos genitais femininos,14,14,130260,2022-01
Neoplasia maligna da próstata,12,12,130260,2022-01
Outras neopl malignas órgãos genit masculinos,6,6,130260,2022-01
Neoplasia maligna da bexiga,11,11,130260,2022-01
Outras neoplasias malignas do trato urinário,5,5,130260,2022-01
Neoplasia maligna dos olhos e anexos,2,2,130260,2022-01
Neoplasia maligna do encéfalo,5,5,130260,2022-01
Neopl malig outr local mal def secun e não esp,34,34,130260,2022-01
Doença de Hodgkin,4,4,130260,2022-01
Linfoma não-Hodgkin,7,7,130260,2022-01
Leucemia,66,66,130260,2022-01
Carcinoma in situ de colo do útero,3,3,130260,2022-01
Neoplasia benigna da pele,3,3,130260,2022-01
Neoplasia benigna da mama,1,1,130260,2022-01
Leiomioma do útero,76,76,130260,2022-01
Neoplasia benigna do ovário,1,1,130260,2022-01
Neopl benig encéfalo e outr part sist nerv cent,8,8,130260,2022-01
Outr neopl in situ benigs e comport incert desc,59,59,130260,2022-01
03 Doenças sangue órgãos hemat e transt imunitár,114,114,130260,2022-01
Anemia por deficiência de ferro,14,14,130260,2022-01
Outras anemias,73,73,130260,2022-01
Afecç hemorrág e outr doenç sang e órg hematop,27,27,130260,2022-01
04 Doenças endócrinas nutricionais e metabólicas,328,328,130260,2022-01
Outros transtornos tireoidianos,4,4,130260,2022-01
Diabetes mellitus,283,283,130260,2022-01
Desnutrição,21,21,130260,2022-01
Depleção de volume,1,1,130260,2022-01
Outros transt endócrinos nutricionais metabólic,19,19,130260,2022-01
05 Transtornos mentais e comportamentais,74,74,130260,2022-01
Demência,1,1,130260,2022-01
Transt mentais e comportamentais dev uso álcool,2,2,130260,2022-01
Transt ment comport dev uso outr subst psicoat,5,5,130260,2022-01
Esquizofrenia transt esquizotípicos e delirant,46,46,130260,2022-01
Transtornos de humor [afetivos],17,17,130260,2022-01
Outros transtornos mentais e comportamentais,3,3,130260,2022-01
06 Doenças do sistema nervoso,191,191,130260,2022-01
Doenças inflamatórias do sistema nervoso centr,10,10,130260,2022-01
Meningite bacteriana não classif outra parte,8,8,130260,2022-01
Restante doenças inflamat sist nervoso centr,2,2,130260,2022-01
Esclerose múltiplas,1,1,130260,2022-01
Epilepsia,52,52,130260,2022-01
Enxaqueca e outras síndromes de algias cefálic,4,4,130260,2022-01
Acid vascular cerebr isquêm transit e síndr cor,75,75,130260,2022-01
Transtornos dos nervos raízes e plexos nervosos,18,18,130260,2022-01
Paralisia cerebral e outras síndromes paralít,1,1,130260,2022-01
Outras doenças do sistema nervoso,30,30,130260,2022-01
07 Doenças do olho e anexos,76,76,130260,2022-01
Ceratite e outros transtornos esclerót e córnea,1,1,130260,2022-01
Catarata e outros transtornos do cristalino,59,59,130260,2022-01
Descolamentos e defeitos da retina,12,12,130260,2022-01
Outras doenças do olho e anexos,4,4,130260,2022-01
08 Doenças do ouvido e da apófise mastóide,18,18,130260,2022-01
Otite média e outr transt ouvid médio apóf mast,14,14,130260,2022-01
Outras doenças do ouvido e da apófise mastóide,4,4,130260,2022-01
09 Doenças do aparelho circulatório,841,841,130260,2022-01
Doença reumática crônica do coração,4,4,130260,2022-01
Hipertensão essencial (primária),53,53,130260,2022-01
Outras doenças hipertensivas,26,26,130260,2022-01
Infarto agudo do miocárdio,147,147,130260,2022-01
Outras doenças isquêmicas do coração,79,79,130260,2022-01
Embolia pulmonar,2,2,130260,2022-01
Transtornos de condução e arritmias cardíacas,42,42,130260,2022-01
Insuficiência cardíaca,188,188,130260,2022-01
Outras doenças do coração,30,30,130260,2022-01
Hemorragia intracraniana,18,18,130260,2022-01
Infarto cerebral,7,7,130260,2022-01
Acid vascular cerebr não espec hemorrág ou isq,126,126,130260,2022-01
Outras doenças cerebrovasculares,11,11,130260,2022-01
Arteroesclerose,21,21,130260,2022-01
Embolia e trombose arteriais,7,7,130260,2022-01
Outras doenças das artérias arteríolas e capil,31,31,130260,2022-01
Flebite tromboflebite embolia e trombose venosa,24,24,130260,2022-01
Veias varicosas das extremidades inferiores,13,13,130260,2022-01
Hemorróidas,7,7,130260,2022-01
Outras doenças do aparelho circulatório,5,5,130260,2022-01
10 Doenças do aparelho respiratório,1814,1814,130260,2022-01
Faringite aguda e amigdalite aguda,7,7,130260,2022-01
Laringite e traqueíte agudas,6,6,130260,2022-01
Outras infecções agudas das vias aéreas super,61,61,130260,2022-01
Influenza [gripe],105,105,130260,2022-01
Pneumonia,1243,1243,130260,2022-01
Bronquite aguda e bronquiolite aguda,64,64,130260,2022-01
Outras doenças do nariz e dos seios paranasais,3,3,130260,2022-01
Doenças crônicas das amígdalas e das adenóides,1,1,130260,2022-01
Outras doenças do trato respiratório superior,6,6,130260,2022-01
Bronquite enfisema e outr doenç pulm obstr crôn,41,41,130260,2022-01
Asma,42,42,130260,2022-01
Outras doenças do aparelho respiratório,235,235,130260,2022-01
11 Doenças do aparelho digestivo,1441,1441,130260,2022-01
Outros transtornos dentes e estruturas suporte,5,5,130260,2022-01
Outr doenç cavidade oral glând saliv e maxilar,4,4,130260,2022-01
Úlcera gástrica e duodenal,3,3,130260,2022-01
Gastrite e duodenite,26,26,130260,2022-01
Outras doenças do esôfago estômago e duodeno,27,27,130260,2022-01
Doenças do apêndice,243,243,130260,2022-01
Hérnia inguinal,158,158,130260,2022-01
Outras hérnias,98,98,130260,2022-01
Doença de Crohn e colite ulcerativa,5,5,130260,2022-01
Ileo paralítico e obstrução intestinal s/hérnia,49,49,130260,2022-01
Doença diverticular do intestino,10,10,130260,2022-01
Outras doenças dos intestinos e peritônio,71,71,130260,2022-01
Doença alcoólica do fígado,7,7,130260,2022-01
Outras doenças do fígado,60,60,130260,2022-01
Colelitíase e colecistite,496,496,130260,2022-01
Pancreatite aguda e outras doenças do pâncreas,33,33,130260,2022-01
Outras doenças do aparelho digestivo,146,146,130260,2022-01
12 Doenças da pele e do tecido subcutâneo,330,330,130260,2022-01
Infecções da pele e do tecido subcutâneo,152,152,130260,2022-01
Outras doenças da pele e do tecido subcutâneo,178,178,130260,2022-01
13 Doenças sist osteomuscular e tec conjuntivo,104,104,130260,2022-01
Artrite reumatóide e outr poliartropatias infl,3,3,130260,2022-01
Artrose,6,6,130260,2022-01
Deformidades adquiridas das articulações,1,1,130260,2022-01
Outros transtronos articulares,20,20,130260,2022-01
Doenças sistêmicas do tecido conjuntivo,8,8,130260,2022-01
Transt discais cervic e outr transt disc interv,1,1,130260,2022-01
Outras dorsopatias,13,13,130260,2022-01
Transtornos do tecido mole,34,34,130260,2022-01
Transtornos da densidade e da estrutura ósseas,14,14,130260,2022-01
Osteomielite,2,2,130260,2022-01
Outras doenças sist osteomuscular e tec conjunt,2,2,130260,2022-01
14 Doenças do aparelho geniturinário,958,958,130260,2022-01
Síndrome nefríticas aguda e rapidamente progres,7,7,130260,2022-01
Outras doenças glomerulares,14,14,130260,2022-01
Doenças renais túbulo-intersticiais,50,50,130260,2022-01
Insuficiência renal,151,151,130260,2022-01
Urolitíase,96,96,130260,2022-01
Cistite,11,11,130260,2022-01
Outras doenças do aparelho urinário,303,303,130260,2022-01
Hiperplasia da próstata,19,19,130260,2022-01
Outros transtornos da próstata,2,2,130260,2022-01
Hidrocele e espermatocele,9,9,130260,2022-01
Preprúcio redundante fimose e parafimose,35,35,130260,2022-01
Outras doenças dos órgãos genitais masculinos,32,32,130260,2022-01
Transtornos da mama,11,11,130260,2022-01
Salpingite e ooforite,17,17,130260,2022-01
Doença inflamatória do colo do útero,1,1,130260,2022-01
Outras doenças inflamat órgãos pélvicos femin,46,46,130260,2022-01
Endometriose,17,17,130260,2022-01
Prolapso genital feminino,20,20,130260,2022-01
Transt não-inflam ovário tromp Falópio lig larg,35,35,130260,2022-01
Transtornos da menstruação,2,2,130260,2022-01
Outros transtornos do aparelho geniturinário,80,80,130260,2022-01
15 Gravidez parto e puerpério,5510,5510,130260,2022-01
Aborto espontâneo,191,191,130260,2022-01
Aborto por razões médicas,2,2,130260,2022-01
Outras gravidezes que terminam em aborto,185,185,130260,2022-01
Edema protein transt hipertens grav parto puerp,110,110,130260,2022-01
Placent prév descol premat plac hemorr antepart,16,16,130260,2022-01
Outr mot ass mãe rel cav fet amn pos prob part,449,449,130260,2022-01
Trabalho de parto obstruído,442,442,130260,2022-01
Hemorragia pós-parto,2,2,130260,2022-01
Outras complicações da gravidez e do parto,966,966,130260,2022-01
Parto único espontâneo,2956,2956,130260,2022-01
Compl pred rel puerpério e outr afecç obst NCOP,191,191,130260,2022-01
16 Algumas afec originadas no período perinatal,455,455,130260,2022-01
Feto e rec-nasc afet fat mat e compl grav parto,2,2,130260,2022-01
Ret cres fet desn fet tran gest curt baix peso,77,77,130260,2022-01
Trauma durante o nascimento,3,3,130260,2022-01
Hipóxia intrauterina e asfixia ao nascer,7,7,130260,2022-01
Outros transt respiratórios orig per perinatal,68,68,130260,2022-01
Doenças infecciosas e parasitárias congênitas,33,33,130260,2022-01
Outras infecções específicas do período perinat,45,45,130260,2022-01
Doença hemolítica do feto e do recém-nascido,3,3,130260,2022-01
Outras afecções originadas no período perinatal,217,217,130260,2022-01
17 Malf cong deformid e anomalias cromossômicas,99,99,130260,2022-01
Espinha bífida,1,1,130260,2022-01
Outras malformações congênitas do sistema nerv,5,5,130260,2022-01
Malformações congênitas do aparelho circulat,41,41,130260,2022-01
Fenda labial e fenda palatina,1,1,130260,2022-01
Outras malformações congênitas aparelho digest,10,10,130260,2022-01
