lista morb  cid-10,2020,total,municipio_ibge,competencia
Transtornos de humor [afetivos],3,3,130260,2020-09
Transt neurót e relacionados com stress somatof,1,1,130260,2020-09
Outros transtornos mentais e comportamentais,5,5,130260,2020-09
06 Doenças do sistema nervoso,166,166,130260,2020-09
Doenças inflamatórias do sistema nervoso centr,1,1,130260,2020-09
Meningite bacteriana não classif outra parte,1,1,130260,2020-09
Esclerose múltiplas,3,3,130260,2020-09
Epilepsia,28,28,130260,2020-09
Enxaqueca e outras síndromes de algias cefálic,2,2,130260,2020-09
Acid vascular cerebr isquêm transit e síndr cor,78,78,130260,2020-09
Transtornos dos nervos raízes e plexos nervosos,3,3,130260,2020-09
Paralisia cerebral e outras síndromes paralít,1,1,130260,2020-09
Outras doenças do sistema nervoso,50,50,130260,2020-09
07 Doenças do olho e anexos,23,23,130260,2020-09
Conjuntivite e outros transtornos da conjuntiva,1,1,130260,2020-09
Descolamentos e defeitos da retina,11,11,130260,2020-09
Outras doenças do olho e anexos,11,11,130260,2020-09
08 Doenças do ouvido e da apófise mastóide,12,12,130260,2020-09
Otite média e outr transt ouvid médio apóf mast,10,10,130260,2020-09
Outras doenças do ouvido e da apófise mastóide,2,2,130260,2020-09
09 Doenças do aparelho circulatório,733,733,130260,2020-09
Febre reumática aguda,2,2,130260,2020-09
Doença reumática crônica do coração,15,15,130260,2020-09
Hipertensão essencial (primária),64,64,130260,2020-09
Outras doenças hipertensivas,31,31,130260,2020-09
Infarto agudo do miocárdio,105,105,130260,2020-09
Outras doenças isquêmicas do coração,68,68,130260,2020-09
Transtornos de condução e arritmias cardíacas,25,25,130260,2020-09
Insuficiência cardíaca,160,160,130260,2020-09
Outras doenças do coração,12,12,130260,2020-09
Hemorragia intracraniana,50,50,130260,2020-09
Infarto cerebral,7,7,130260,2020-09
Acid vascular cerebr não espec hemorrág ou isq,80,80,130260,2020-09
Outras doenças cerebrovasculares,6,6,130260,2020-09
Arteroesclerose,7,7,130260,2020-09
Outras doenças vasculares periféricas,3,3,130260,2020-09
Embolia e trombose arteriais,10,10,130260,2020-09
Outras doenças das artérias arteríolas e capil,14,14,130260,2020-09
Flebite tromboflebite embolia e trombose venosa,20,20,130260,2020-09
Veias varicosas das extremidades inferiores,16,16,130260,2020-09
Hemorróidas,11,11,130260,2020-09
Outras doenças do aparelho circulatório,27,27,130260,2020-09
10 Doenças do aparelho respiratório,751,751,130260,2020-09
Faringite aguda e amigdalite aguda,14,14,130260,2020-09
Laringite e traqueíte agudas,3,3,130260,2020-09
Outras infecções agudas das vias aéreas super,9,9,130260,2020-09
Influenza [gripe],26,26,130260,2020-09
Pneumonia,438,438,130260,2020-09
Bronquite aguda e bronquiolite aguda,45,45,130260,2020-09
Outras doenças do nariz e dos seios paranasais,1,1,130260,2020-09
Doenças crônicas das amígdalas e das adenóides,8,8,130260,2020-09
Outras doenças do trato respiratório superior,5,5,130260,2020-09
Bronquite enfisema e outr doenç pulm obstr crôn,18,18,130260,2020-09
Asma,29,29,130260,2020-09
Bronquiectasia,1,1,130260,2020-09
Outras doenças do aparelho respiratório,154,154,130260,2020-09
11 Doenças do aparelho digestivo,1227,1227,130260,2020-09
Outros transtornos dentes e estruturas suporte,1,1,130260,2020-09
Outr doenç cavidade oral glând saliv e maxilar,5,5,130260,2020-09
Úlcera gástrica e duodenal,6,6,130260,2020-09
Gastrite e duodenite,24,24,130260,2020-09
Outras doenças do esôfago estômago e duodeno,21,21,130260,2020-09
Doenças do apêndice,300,300,130260,2020-09
Hérnia inguinal,97,97,130260,2020-09
Outras hérnias,88,88,130260,2020-09
Ileo paralítico e obstrução intestinal s/hérnia,33,33,130260,2020-09
Doença diverticular do intestino,11,11,130260,2020-09
Outras doenças dos intestinos e peritônio,102,102,130260,2020-09
Doença alcoólica do fígado,6,6,130260,2020-09
Outras doenças do fígado,47,47,130260,2020-09
Colelitíase e colecistite,343,343,130260,2020-09
Pancreatite aguda e outras doenças do pâncreas,29,29,130260,2020-09
Outras doenças do aparelho digestivo,114,114,130260,2020-09
12 Doenças da pele e do tecido subcutâneo,406,406,130260,2020-09
Infecções da pele e do tecido subcutâneo,232,232,130260,2020-09
Outras doenças da pele e do tecido subcutâneo,174,174,130260,2020-09
13 Doenças sist osteomuscular e tec conjuntivo,81,81,130260,2020-09
Artrite reumatóide e outr poliartropatias infl,11,11,130260,2020-09
Artrose,2,2,130260,2020-09
Deformidades adquiridas das articulações,3,3,130260,2020-09
Outros transtronos articulares,12,12,130260,2020-09
Doenças sistêmicas do tecido conjuntivo,1,1,130260,2020-09
Transt discais cervic e outr transt disc interv,1,1,130260,2020-09
Outras dorsopatias,10,10,130260,2020-09
Transtornos do tecido mole,19,19,130260,2020-09
Transtornos da densidade e da estrutura ósseas,12,12,130260,2020-09
Osteomielite,7,7,130260,2020-09
Outras doenças sist osteomuscular e tec conjunt,3,3,130260,2020-09
14 Doenças do aparelho geniturinário,870,870,130260,2020-09
Síndrome nefríticas aguda e rapidamente progres,19,19,130260,2020-09
Outras doenças glomerulares,16,16,130260,2020-09
Doenças renais túbulo-intersticiais,53,53,130260,2020-09
Insuficiência renal,140,140,130260,2020-09
Urolitíase,68,68,130260,2020-09
Cistite,19,19,130260,2020-09
Outras doenças do aparelho urinário,288,288,130260,2020-09
Hiperplasia da próstata,7,7,130260,2020-09
Outros transtornos da próstata,3,3,130260,2020-09
Hidrocele e espermatocele,4,4,130260,2020-09
Preprúcio redundante fimose e parafimose,14,14,130260,2020-09
Outras doenças dos órgãos genitais masculinos,18,18,130260,2020-09
Transtornos da mama,19,19,130260,2020-09
Salpingite e ooforite,26,26,130260,2020-09
Doença inflamatória do colo do útero,1,1,130260,2020-09
Outras doenças inflamat órgãos pélvicos femin,71,71,130260,2020-09
Endometriose,5,5,130260,2020-09
Prolapso genital feminino,9,9,130260,2020-09
Transt não-inflam ovário tromp Falópio lig larg,29,29,130260,2020-09
Transtornos da menstruação,1,1,130260,2020-09
Transt menopáusicos e outr transt perimenopáus,1,1,130260,2020-09
Outros transtornos do aparelho geniturinário,59,59,130260,2020-09
15 Gravidez parto e puerpério,5940,5940,130260,2020-09
Aborto espontâneo,237,237,130260,2020-09
Aborto por razões médicas,11,11,130260,2020-09
Outras gravidezes que terminam em aborto,302,302,130260,2020-09
Edema protein transt hipertens grav parto puerp,148,148,130260,2020-09
Placent prév descol premat plac hemorr antepart,6,6,130260,2020-09
Outr mot ass mãe rel cav fet amn pos prob part,549,549,130260,2020-09
Trabalho de parto obstruído,419,419,130260,2020-09
Hemorragia pós-parto,3,3,130260,2020-09
Outras complicações da gravidez e do parto,1168,1168,130260,2020-09
Parto único espontâneo,2946,2946,130260,2020-09
Compl pred rel puerpério e outr afecç obst NCOP,151,151,130260,2020-09
16 Algumas afec originadas no período perinatal,568,568,130260,2020-09
Feto e rec-nasc afet fat mat e compl grav parto,1,1,130260,2020-09
Ret cres fet desn fet tran gest curt baix peso,126,126,130260,2020-09
Trauma durante o nascimento,1,1,130260,2020-09
Hipóxia intrauterina e asfixia ao nascer,13,13,130260,2020-09
Outros transt respiratórios orig per perinatal,93,93,130260,2020-09
Doenças infecciosas e parasitárias congênitas,101,101,130260,2020-09
Outras infecções específicas do período perinat,15,15,130260,2020-09
Doença hemolítica do feto e do recém-nascido,3,3,130260,2020-09
Outras afecções originadas no período perinatal,215,215,130260,2020-09
17 Malf cong deformid e anomalias cromossômicas,108,108,130260,2020-09
Espinha bífida,7,7,130260,2020-09
Outras malformações congênitas do sistema nerv,12,12,130260,2020-09
Malformações congênitas do aparelho circulat,54,54,130260,2020-09
Fenda labial e fenda palatina,7,7,130260,2020-09
Ausência atresia e estenose do intestino delg,1,1,130260,2020-09
Outras malformações congênitas aparelho digest,4,4,130260,2020-09
Outras malformações do aparelho geniturinário,4,4,130260,2020-09
Deformidades congênitas dos pés,10,10,130260,2020-09
Outr malform e deform congên aparelho osteomusc,4,4,130260,2020-09
Outras malformações congênitas,5,5,130260,2020-09
18 Sint sinais e achad anorm ex clín e laborat,140,140,130260,2020-09
Dor abdominal e pélvica,71,71,130260,2020-09
Febre de origem desconhecida,8,8,130260,2020-09
Outr sist sinais achad anorm ex clín labor NCOP,61,61,130260,2020-09
19 Lesões enven e alg out conseq causas externas,1128,1128,130260,2020-09
Fratura do crânio e dos ossos da face,13,13,130260,2020-09
Fratura do pescoço tórax ou pelve,10,10,130260,2020-09
Fratura do fêmur,86,86,130260,2020-09
Fratura de outros ossos dos membros,304,304,130260,2020-09
Fraturas envolvendo múltiplas regiões do corpo,37,37,130260,2020-09
Luxações entorse distensão reg esp e múlt corpo,34,34,130260,2020-09
Traumatismo do olho e da órbita ocular,2,2,130260,2020-09
Traumatismo intracraniano,92,92,130260,2020-09
Traumatismo de outros órgãos internos,56,56,130260,2020-09
Lesões esmag amput traumát reg esp e múlt corpo,15,15,130260,2020-09
Outr traum reg espec não espec e múltipl corpo,270,270,130260,2020-09
Efeitos corpo estranho através de orifício nat,15,15,130260,2020-09
Queimadura e corrosões,38,38,130260,2020-09
Envenenamento por drogas e substâncias biológ,3,3,130260,2020-09
Efeitos tóxicos subst origem princ não-medicin,84,84,130260,2020-09
Outros efeitos e não espec de causas externas,6,6,130260,2020-09
Cert compl prec traum compl cirúrg ass méd NCOP,51,51,130260,2020-09
Seqüel traum enven e outr conseq causas extern,12,12,130260,2020-09
21 Contatos com serviços de saúde,114,114,130260,2020-09
Pessoas em contato com serv saúde exame invest,13,13,130260,2020-09
Anticoncepção,84,84,130260,2020-09
Pessoas contato serv saúde cuidados proc espec,16,16,130260,2020-09
Pessoas contato serv saúde por outras razões,1,1,130260,2020-09
