lista morb  cid-10,2021,total,municipio_ibge,competencia
Hipertensão essencial (primária),79,79,130260,2021-09
Outras doenças hipertensivas,54,54,130260,2021-09
Infarto agudo do miocárdio,142,142,130260,2021-09
Outras doenças isquêmicas do coração,113,113,130260,2021-09
Embolia pulmonar,1,1,130260,2021-09
Transtornos de condução e arritmias cardíacas,34,34,130260,2021-09
Insuficiência cardíaca,204,204,130260,2021-09
Outras doenças do coração,38,38,130260,2021-09
Hemorragia intracraniana,29,29,130260,2021-09
Infarto cerebral,7,7,130260,2021-09
Acid vascular cerebr não espec hemorrág ou isq,129,129,130260,2021-09
Outras doenças cerebrovasculares,9,9,130260,2021-09
Arteroesclerose,26,26,130260,2021-09
Outras doenças vasculares periféricas,2,2,130260,2021-09
Embolia e trombose arteriais,10,10,130260,2021-09
Outras doenças das artérias arteríolas e capil,14,14,130260,2021-09
Flebite tromboflebite embolia e trombose venosa,28,28,130260,2021-09
Veias varicosas das extremidades inferiores,25,25,130260,2021-09
Hemorróidas,10,10,130260,2021-09
Outras doenças do aparelho circulatório,18,18,130260,2021-09
10 Doenças do aparelho respiratório,1241,1241,130260,2021-09
Faringite aguda e amigdalite aguda,10,10,130260,2021-09
Laringite e traqueíte agudas,22,22,130260,2021-09
Outras infecções agudas das vias aéreas super,14,14,130260,2021-09
Influenza [gripe],17,17,130260,2021-09
Pneumonia,749,749,130260,2021-09
Bronquite aguda e bronquiolite aguda,117,117,130260,2021-09
Sinusite crônica,1,1,130260,2021-09
Outras doenças do nariz e dos seios paranasais,6,6,130260,2021-09
Doenças crônicas das amígdalas e das adenóides,10,10,130260,2021-09
Outras doenças do trato respiratório superior,7,7,130260,2021-09
Bronquite enfisema e outr doenç pulm obstr crôn,32,32,130260,2021-09
Asma,87,87,130260,2021-09
Bronquiectasia,1,1,130260,2021-09
Outras doenças do aparelho respiratório,168,168,130260,2021-09
11 Doenças do aparelho digestivo,1780,1780,130260,2021-09
Outros transtornos dentes e estruturas suporte,5,5,130260,2021-09
Outr doenç cavidade oral glând saliv e maxilar,7,7,130260,2021-09
Úlcera gástrica e duodenal,7,7,130260,2021-09
Gastrite e duodenite,53,53,130260,2021-09
Outras doenças do esôfago estômago e duodeno,40,40,130260,2021-09
Doenças do apêndice,353,353,130260,2021-09
Hérnia inguinal,165,165,130260,2021-09
Outras hérnias,73,73,130260,2021-09
Doença de Crohn e colite ulcerativa,4,4,130260,2021-09
Ileo paralítico e obstrução intestinal s/hérnia,32,32,130260,2021-09
Doença diverticular do intestino,6,6,130260,2021-09
Outras doenças dos intestinos e peritônio,132,132,130260,2021-09
Doença alcoólica do fígado,14,14,130260,2021-09
Outras doenças do fígado,61,61,130260,2021-09
Colelitíase e colecistite,622,622,130260,2021-09
Pancreatite aguda e outras doenças do pâncreas,44,44,130260,2021-09
Outras doenças do aparelho digestivo,162,162,130260,2021-09
12 Doenças da pele e do tecido subcutâneo,487,487,130260,2021-09
Infecções da pele e do tecido subcutâneo,239,239,130260,2021-09
Outras doenças da pele e do tecido subcutâneo,248,248,130260,2021-09
13 Doenças sist osteomuscular e tec conjuntivo,177,177,130260,2021-09
Artrite reumatóide e outr poliartropatias infl,18,18,130260,2021-09
Artrose,13,13,130260,2021-09
Deformidades adquiridas das articulações,5,5,130260,2021-09
Outros transtronos articulares,25,25,130260,2021-09
Doenças sistêmicas do tecido conjuntivo,7,7,130260,2021-09
Transt discais cervic e outr transt disc interv,4,4,130260,2021-09
Outras dorsopatias,17,17,130260,2021-09
Transtornos do tecido mole,36,36,130260,2021-09
Transtornos da densidade e da estrutura ósseas,31,31,130260,2021-09
Osteomielite,10,10,130260,2021-09
Outras doenças sist osteomuscular e tec conjunt,11,11,130260,2021-09
14 Doenças do aparelho geniturinário,1297,1297,130260,2021-09
Síndrome nefríticas aguda e rapidamente progres,25,25,130260,2021-09
Outras doenças glomerulares,27,27,130260,2021-09
Doenças renais túbulo-intersticiais,63,63,130260,2021-09
Insuficiência renal,139,139,130260,2021-09
Urolitíase,106,106,130260,2021-09
Cistite,31,31,130260,2021-09
Outras doenças do aparelho urinário,430,430,130260,2021-09
Hiperplasia da próstata,24,24,130260,2021-09
Outros transtornos da próstata,5,5,130260,2021-09
Hidrocele e espermatocele,9,9,130260,2021-09
Preprúcio redundante fimose e parafimose,32,32,130260,2021-09
Outras doenças dos órgãos genitais masculinos,25,25,130260,2021-09
Transtornos da mama,38,38,130260,2021-09
Salpingite e ooforite,36,36,130260,2021-09
Outras doenças inflamat órgãos pélvicos femin,88,88,130260,2021-09
Endometriose,17,17,130260,2021-09
Prolapso genital feminino,38,38,130260,2021-09
Transt não-inflam ovário tromp Falópio lig larg,62,62,130260,2021-09
Transtornos da menstruação,2,2,130260,2021-09
Transt menopáusicos e outr transt perimenopáus,1,1,130260,2021-09
Infertilidade feminina,3,3,130260,2021-09
Outros transtornos do aparelho geniturinário,96,96,130260,2021-09
15 Gravidez parto e puerpério,6646,6646,130260,2021-09
Aborto espontâneo,223,223,130260,2021-09
Aborto por razões médicas,3,3,130260,2021-09
Outras gravidezes que terminam em aborto,250,250,130260,2021-09
Edema protein transt hipertens grav parto puerp,130,130,130260,2021-09
Placent prév descol premat plac hemorr antepart,9,9,130260,2021-09
Outr mot ass mãe rel cav fet amn pos prob part,529,529,130260,2021-09
Trabalho de parto obstruído,461,461,130260,2021-09
Hemorragia pós-parto,3,3,130260,2021-09
Outras complicações da gravidez e do parto,1421,1421,130260,2021-09
Parto único espontâneo,3430,3430,130260,2021-09
Compl pred rel puerpério e outr afecç obst NCOP,187,187,130260,2021-09
16 Algumas afec originadas no período perinatal,659,659,130260,2021-09
Feto e rec-nasc afet fat mat e compl grav parto,4,4,130260,2021-09
Ret cres fet desn fet tran gest curt baix peso,134,134,130260,2021-09
Hipóxia intrauterina e asfixia ao nascer,14,14,130260,2021-09
Outros transt respiratórios orig per perinatal,106,106,130260,2021-09
Doenças infecciosas e parasitárias congênitas,46,46,130260,2021-09
Outras infecções específicas do período perinat,47,47,130260,2021-09
Doença hemolítica do feto e do recém-nascido,2,2,130260,2021-09
Outras afecções originadas no período perinatal,306,306,130260,2021-09
17 Malf cong deformid e anomalias cromossômicas,155,155,130260,2021-09
Outras malformações congênitas do sistema nerv,8,8,130260,2021-09
Malformações congênitas do aparelho circulat,50,50,130260,2021-09
Fenda labial e fenda palatina,22,22,130260,2021-09
Outras malformações congênitas aparelho digest,11,11,130260,2021-09
Testiculo não-descido,9,9,130260,2021-09
Outras malformações do aparelho geniturinário,12,12,130260,2021-09
Deformidades congênitas do quadril,1,1,130260,2021-09
Deformidades congênitas dos pés,10,10,130260,2021-09
Outr malform e deform congên aparelho osteomusc,13,13,130260,2021-09
Outras malformações congênitas,19,19,130260,2021-09
18 Sint sinais e achad anorm ex clín e laborat,206,206,130260,2021-09
Dor abdominal e pélvica,79,79,130260,2021-09
Febre de origem desconhecida,4,4,130260,2021-09
Outr sist sinais achad anorm ex clín labor NCOP,123,123,130260,2021-09
19 Lesões enven e alg out conseq causas externas,1547,1547,130260,2021-09
Fratura do crânio e dos ossos da face,10,10,130260,2021-09
Fratura do pescoço tórax ou pelve,10,10,130260,2021-09
Fratura do fêmur,106,106,130260,2021-09
Fratura de outros ossos dos membros,438,438,130260,2021-09
Fraturas envolvendo múltiplas regiões do corpo,92,92,130260,2021-09
Luxações entorse distensão reg esp e múlt corpo,86,86,130260,2021-09
Traumatismo intracraniano,78,78,130260,2021-09
Traumatismo de outros órgãos internos,87,87,130260,2021-09
Lesões esmag amput traumát reg esp e múlt corpo,13,13,130260,2021-09
Outr traum reg espec não espec e múltipl corpo,369,369,130260,2021-09
Efeitos corpo estranho através de orifício nat,16,16,130260,2021-09
Queimadura e corrosões,46,46,130260,2021-09
Envenenamento por drogas e substâncias biológ,7,7,130260,2021-09
Efeitos tóxicos subst origem princ não-medicin,103,103,130260,2021-09
Outros efeitos e não espec de causas externas,9,9,130260,2021-09
Cert compl prec traum compl cirúrg ass méd NCOP,52,52,130260,2021-09
Seqüel traum enven e outr conseq causas extern,25,25,130260,2021-09
21 Contatos com serviços de saúde,244,244,130260,2021-09
Pessoas em contato com serv saúde exame invest,50,50,130260,2021-09
Outr pess riscos pot à saúde rel doenças transm,1,1,130260,2021-09
Anticoncepção,88,88,130260,2021-09
Rastreamento pré-natal e outr superv da gravid,1,1,130260,2021-09
Nascidos vivos segundo o local de nascimento,1,1,130260,2021-09
Assistência e exame pós-natal,1,1,130260,2021-09
Pessoas contato serv saúde cuidados proc espec,99,99,130260,2021-09
Pessoas contato serv saúde por outras razões,3,3,130260,2021-09
