lista morb  cid-10,2020,total,municipio_ibge,competencia
Neoplasia maligna do pâncreas,6,6,130260,2020-07
Outras neoplasias malignas de órgãos digestivos,4,4,130260,2020-07
Neoplasias malignas de laringe,6,6,130260,2020-07
Neoplasia maligna de traquéia brônquios e pulm,17,17,130260,2020-07
Outras neopl malig órg respirat e intratorác,4,4,130260,2020-07
Neoplasia maligna do osso e cartilagem articul,9,9,130260,2020-07
Neoplasia maligna da pele,2,2,130260,2020-07
Outras neoplasias malignas da pele,4,4,130260,2020-07
Neopl malig do tecido mesotelial e tec moles,15,15,130260,2020-07
Neoplasia maligna da mama,43,43,130260,2020-07
Neoplasia maligna do colo do útero,38,38,130260,2020-07
Neopl malig outr porções e porç não espec útero,8,8,130260,2020-07
Outras neopl malignas órgãos genitais femininos,15,15,130260,2020-07
Neoplasia maligna da próstata,13,13,130260,2020-07
Outras neopl malignas órgãos genit masculinos,4,4,130260,2020-07
Neoplasia maligna da bexiga,6,6,130260,2020-07
Outras neoplasias malignas do trato urinário,4,4,130260,2020-07
Neoplasia maligna dos olhos e anexos,1,1,130260,2020-07
Neoplasia maligna do encéfalo,6,6,130260,2020-07
Neopl malig outras partes sistema nerv central,2,2,130260,2020-07
Neopl malig outr local mal def secun e não esp,23,23,130260,2020-07
Doença de Hodgkin,4,4,130260,2020-07
Linfoma não-Hodgkin,6,6,130260,2020-07
Leucemia,54,54,130260,2020-07
Outras neopl malig tecidos linfóid hemat e rel,1,1,130260,2020-07
Carcinoma in situ de colo do útero,9,9,130260,2020-07
Neoplasia benigna da pele,2,2,130260,2020-07
Leiomioma do útero,27,27,130260,2020-07
Neopl benig encéfalo e outr part sist nerv cent,20,20,130260,2020-07
Outr neopl in situ benigs e comport incert desc,51,51,130260,2020-07
03 Doenças sangue órgãos hemat e transt imunitár,83,83,130260,2020-07
Anemia por deficiência de ferro,8,8,130260,2020-07
Outras anemias,57,57,130260,2020-07
Afecç hemorrág e outr doenç sang e órg hematop,18,18,130260,2020-07
04 Doenças endócrinas nutricionais e metabólicas,223,223,130260,2020-07
Outros transtornos tireoidianos,5,5,130260,2020-07
Diabetes mellitus,190,190,130260,2020-07
Desnutrição,16,16,130260,2020-07
Depleção de volume,2,2,130260,2020-07
Outros transt endócrinos nutricionais metabólic,10,10,130260,2020-07
05 Transtornos mentais e comportamentais,12,12,130260,2020-07
Demência,1,1,130260,2020-07
Transt mentais e comportamentais dev uso álcool,1,1,130260,2020-07
Transt ment comport dev uso outr subst psicoat,6,6,130260,2020-07
Transtornos de humor [afetivos],2,2,130260,2020-07
Outros transtornos mentais e comportamentais,2,2,130260,2020-07
06 Doenças do sistema nervoso,228,228,130260,2020-07
Doenças inflamatórias do sistema nervoso centr,10,10,130260,2020-07
Meningite bacteriana não classif outra parte,8,8,130260,2020-07
Restante doenças inflamat sist nervoso centr,2,2,130260,2020-07
Esclerose múltiplas,1,1,130260,2020-07
Epilepsia,28,28,130260,2020-07
Enxaqueca e outras síndromes de algias cefálic,4,4,130260,2020-07
Acid vascular cerebr isquêm transit e síndr cor,122,122,130260,2020-07
Transtornos dos nervos raízes e plexos nervosos,6,6,130260,2020-07
Paralisia cerebral e outras síndromes paralít,1,1,130260,2020-07
Outras doenças do sistema nervoso,56,56,130260,2020-07
07 Doenças do olho e anexos,36,36,130260,2020-07
Conjuntivite e outros transtornos da conjuntiva,5,5,130260,2020-07
Ceratite e outros transtornos esclerót e córnea,1,1,130260,2020-07
Descolamentos e defeitos da retina,27,27,130260,2020-07
Outras doenças do olho e anexos,3,3,130260,2020-07
08 Doenças do ouvido e da apófise mastóide,13,13,130260,2020-07
Otite média e outr transt ouvid médio apóf mast,10,10,130260,2020-07
Outras doenças do ouvido e da apófise mastóide,3,3,130260,2020-07
09 Doenças do aparelho circulatório,715,715,130260,2020-07
Febre reumática aguda,2,2,130260,2020-07
Doença reumática crônica do coração,4,4,130260,2020-07
Hipertensão essencial (primária),67,67,130260,2020-07
Outras doenças hipertensivas,23,23,130260,2020-07
Infarto agudo do miocárdio,119,119,130260,2020-07
Outras doenças isquêmicas do coração,91,91,130260,2020-07
Transtornos de condução e arritmias cardíacas,43,43,130260,2020-07
Insuficiência cardíaca,168,168,130260,2020-07
Outras doenças do coração,23,23,130260,2020-07
Hemorragia intracraniana,40,40,130260,2020-07
Infarto cerebral,3,3,130260,2020-07
Acid vascular cerebr não espec hemorrág ou isq,63,63,130260,2020-07
Outras doenças cerebrovasculares,10,10,130260,2020-07
Arteroesclerose,2,2,130260,2020-07
Outras doenças vasculares periféricas,2,2,130260,2020-07
Embolia e trombose arteriais,1,1,130260,2020-07
Outras doenças das artérias arteríolas e capil,19,19,130260,2020-07
Flebite tromboflebite embolia e trombose venosa,13,13,130260,2020-07
Veias varicosas das extremidades inferiores,9,9,130260,2020-07
Hemorróidas,4,4,130260,2020-07
Outras doenças do aparelho circulatório,9,9,130260,2020-07
10 Doenças do aparelho respiratório,688,688,130260,2020-07
Faringite aguda e amigdalite aguda,11,11,130260,2020-07
Laringite e traqueíte agudas,6,6,130260,2020-07
Outras infecções agudas das vias aéreas super,1,1,130260,2020-07
Influenza [gripe],22,22,130260,2020-07
Pneumonia,377,377,130260,2020-07
Bronquite aguda e bronquiolite aguda,46,46,130260,2020-07
Outras doenças do nariz e dos seios paranasais,13,13,130260,2020-07
Doenças crônicas das amígdalas e das adenóides,5,5,130260,2020-07
Outras doenças do trato respiratório superior,2,2,130260,2020-07
Bronquite enfisema e outr doenç pulm obstr crôn,13,13,130260,2020-07
Asma,54,54,130260,2020-07
Outras doenças do aparelho respiratório,138,138,130260,2020-07
11 Doenças do aparelho digestivo,1056,1056,130260,2020-07
Outros transtornos dentes e estruturas suporte,6,6,130260,2020-07
Outr doenç cavidade oral glând saliv e maxilar,6,6,130260,2020-07
Úlcera gástrica e duodenal,4,4,130260,2020-07
Gastrite e duodenite,11,11,130260,2020-07
Outras doenças do esôfago estômago e duodeno,23,23,130260,2020-07
Doenças do apêndice,294,294,130260,2020-07
Hérnia inguinal,52,52,130260,2020-07
Outras hérnias,36,36,130260,2020-07
Doença de Crohn e colite ulcerativa,1,1,130260,2020-07
Ileo paralítico e obstrução intestinal s/hérnia,23,23,130260,2020-07
Doença diverticular do intestino,3,3,130260,2020-07
Outras doenças dos intestinos e peritônio,77,77,130260,2020-07
Doença alcoólica do fígado,9,9,130260,2020-07
Outras doenças do fígado,65,65,130260,2020-07
Colelitíase e colecistite,309,309,130260,2020-07
Pancreatite aguda e outras doenças do pâncreas,33,33,130260,2020-07
Outras doenças do aparelho digestivo,104,104,130260,2020-07
12 Doenças da pele e do tecido subcutâneo,310,310,130260,2020-07
Infecções da pele e do tecido subcutâneo,206,206,130260,2020-07
Outras doenças da pele e do tecido subcutâneo,104,104,130260,2020-07
13 Doenças sist osteomuscular e tec conjuntivo,60,60,130260,2020-07
Artrite reumatóide e outr poliartropatias infl,5,5,130260,2020-07
Deformidades adquiridas das articulações,1,1,130260,2020-07
Outros transtronos articulares,20,20,130260,2020-07
Doenças sistêmicas do tecido conjuntivo,1,1,130260,2020-07
Transt discais cervic e outr transt disc interv,2,2,130260,2020-07
Transtornos do tecido mole,15,15,130260,2020-07
Transtornos da densidade e da estrutura ósseas,3,3,130260,2020-07
Osteomielite,10,10,130260,2020-07
Outras doenças sist osteomuscular e tec conjunt,3,3,130260,2020-07
14 Doenças do aparelho geniturinário,788,788,130260,2020-07
Síndrome nefríticas aguda e rapidamente progres,18,18,130260,2020-07
Outras doenças glomerulares,25,25,130260,2020-07
Doenças renais túbulo-intersticiais,25,25,130260,2020-07
Insuficiência renal,214,214,130260,2020-07
Urolitíase,74,74,130260,2020-07
Cistite,20,20,130260,2020-07
Outras doenças do aparelho urinário,207,207,130260,2020-07
Hiperplasia da próstata,12,12,130260,2020-07
Outros transtornos da próstata,2,2,130260,2020-07
Hidrocele e espermatocele,5,5,130260,2020-07
Preprúcio redundante fimose e parafimose,20,20,130260,2020-07
Outras doenças dos órgãos genitais masculinos,18,18,130260,2020-07
Transtornos da mama,23,23,130260,2020-07
Salpingite e ooforite,6,6,130260,2020-07
Outras doenças inflamat órgãos pélvicos femin,56,56,130260,2020-07
Endometriose,3,3,130260,2020-07
Prolapso genital feminino,3,3,130260,2020-07
Transt não-inflam ovário tromp Falópio lig larg,16,16,130260,2020-07
Transtornos da menstruação,1,1,130260,2020-07
Outros transtornos do aparelho geniturinário,40,40,130260,2020-07
15 Gravidez parto e puerpério,5769,5769,130260,2020-07
Aborto espontâneo,215,215,130260,2020-07
Aborto por razões médicas,9,9,130260,2020-07
Outras gravidezes que terminam em aborto,222,222,130260,2020-07
Edema protein transt hipertens grav parto puerp,140,140,130260,2020-07
Placent prév descol premat plac hemorr antepart,10,10,130260,2020-07
Outr mot ass mãe rel cav fet amn pos prob part,327,327,130260,2020-07
Trabalho de parto obstruído,359,359,130260,2020-07
Outras complicações da gravidez e do parto,1254,1254,130260,2020-07
Parto único espontâneo,3034,3034,130260,2020-07
Compl pred rel puerpério e outr afecç obst NCOP,199,199,130260,2020-07
16 Algumas afec originadas no período perinatal,522,522,130260,2020-07
Ret cres fet desn fet tran gest curt baix peso,108,108,130260,2020-07
Hipóxia intrauterina e asfixia ao nascer,4,4,130260,2020-07
Outros transt respiratórios orig per perinatal,108,108,130260,2020-07
Doenças infecciosas e parasitárias congênitas,63,63,130260,2020-07
Outras infecções específicas do período perinat,13,13,130260,2020-07
Doença hemolítica do feto e do recém-nascido,4,4,130260,2020-07
Outras afecções originadas no período perinatal,222,222,130260,2020-07
17 Malf cong deformid e anomalias cromossômicas,95,95,130260,2020-07
Espinha bífida,1,1,130260,2020-07
Outras malformações congênitas do sistema nerv,7,7,130260,2020-07
Malformações congênitas do aparelho circulat,40,40,130260,2020-07
Fenda labial e fenda palatina,17,17,130260,2020-07
Ausência atresia e estenose do intestino delg,1,1,130260,2020-07
Outras malformações congênitas aparelho digest,8,8,130260,2020-07
Testiculo não-descido,6,6,130260,2020-07
Outras malformações do aparelho geniturinário,2,2,130260,2020-07
Deformidades congênitas dos pés,5,5,130260,2020-07
Outr malform e deform congên aparelho osteomusc,3,3,130260,2020-07
Outras malformações congênitas,5,5,130260,2020-07
18 Sint sinais e achad anorm ex clín e laborat,134,134,130260,2020-07
Dor abdominal e pélvica,72,72,130260,2020-07
Febre de origem desconhecida,1,1,130260,2020-07
Outr sist sinais achad anorm ex clín labor NCOP,61,61,130260,2020-07
19 Lesões enven e alg out conseq causas externas,1033,1033,130260,2020-07
Fratura do crânio e dos ossos da face,9,9,130260,2020-07
Fratura do pescoço tórax ou pelve,8,8,130260,2020-07
Fratura do fêmur,72,72,130260,2020-07
Fratura de outros ossos dos membros,279,279,130260,2020-07
Fraturas envolvendo múltiplas regiões do corpo,39,39,130260,2020-07
Luxações entorse distensão reg esp e múlt corpo,33,33,130260,2020-07
Traumatismo do olho e da órbita ocular,1,1,130260,2020-07
Traumatismo intracraniano,82,82,130260,2020-07
Traumatismo de outros órgãos internos,77,77,130260,2020-07
Lesões esmag amput traumát reg esp e múlt corpo,9,9,130260,2020-07
Outr traum reg espec não espec e múltipl corpo,213,213,130260,2020-07
Efeitos corpo estranho através de orifício nat,11,11,130260,2020-07
Queimadura e corrosões,22,22,130260,2020-07
Envenenamento por drogas e substâncias biológ,3,3,130260,2020-07
Efeitos tóxicos subst origem princ não-medicin,113,113,130260,2020-07
Síndromes de maus tratos,1,1,130260,2020-07
Outros efeitos e não espec de causas externas,2,2,130260,2020-07
Cert compl prec traum compl cirúrg ass méd NCOP,55,55,130260,2020-07
Seqüel traum enven e outr conseq causas extern,4,4,130260,2020-07
21 Contatos com serviços de saúde,94,94,130260,2020-07
Pessoas em contato com serv saúde exame invest,25,25,130260,2020-07
Anticoncepção,53,53,130260,2020-07
Pessoas contato serv saúde cuidados proc espec,15,15,130260,2020-07
Pessoas contato serv saúde por outras razões,1,1,130260,2020-07
