lista morb  cid-10,2021,total,municipio_ibge,competencia
Outras neopl malignas órgãos genit masculinos,2,2,130260,2021-07
Neoplasia maligna da bexiga,7,7,130260,2021-07
Outras neoplasias malignas do trato urinário,5,5,130260,2021-07
Neoplasia maligna dos olhos e anexos,1,1,130260,2021-07
Neoplasia maligna do encéfalo,6,6,130260,2021-07
Neopl malig outras partes sistema nerv central,1,1,130260,2021-07
Neopl malig outr local mal def secun e não esp,24,24,130260,2021-07
Doença de Hodgkin,3,3,130260,2021-07
Linfoma não-Hodgkin,11,11,130260,2021-07
Leucemia,72,72,130260,2021-07
Carcinoma in situ de colo do útero,10,10,130260,2021-07
Neoplasia benigna da pele,2,2,130260,2021-07
Neoplasia benigna da mama,2,2,130260,2021-07
Leiomioma do útero,66,66,130260,2021-07
Neopl benig encéfalo e outr part sist nerv cent,20,20,130260,2021-07
Outr neopl in situ benigs e comport incert desc,68,68,130260,2021-07
03 Doenças sangue órgãos hemat e transt imunitár,135,135,130260,2021-07
Anemia por deficiência de ferro,12,12,130260,2021-07
Outras anemias,92,92,130260,2021-07
Afecç hemorrág e outr doenç sang e órg hematop,31,31,130260,2021-07
04 Doenças endócrinas nutricionais e metabólicas,346,346,130260,2021-07
Outros transtornos tireoidianos,5,5,130260,2021-07
Diabetes mellitus,309,309,130260,2021-07
Desnutrição,11,11,130260,2021-07
Depleção de volume,2,2,130260,2021-07
Outros transt endócrinos nutricionais metabólic,19,19,130260,2021-07
05 Transtornos mentais e comportamentais,86,86,130260,2021-07
Demência,2,2,130260,2021-07
Transt mentais e comportamentais dev uso álcool,2,2,130260,2021-07
Transt ment comport dev uso outr subst psicoat,13,13,130260,2021-07
Esquizofrenia transt esquizotípicos e delirant,45,45,130260,2021-07
Transtornos de humor [afetivos],23,23,130260,2021-07
Outros transtornos mentais e comportamentais,1,1,130260,2021-07
06 Doenças do sistema nervoso,211,211,130260,2021-07
Doenças inflamatórias do sistema nervoso centr,8,8,130260,2021-07
Meningite bacteriana não classif outra parte,4,4,130260,2021-07
Mening dev outras causas e causas não especif,1,1,130260,2021-07
Restante doenças inflamat sist nervoso centr,3,3,130260,2021-07
Epilepsia,49,49,130260,2021-07
Enxaqueca e outras síndromes de algias cefálic,5,5,130260,2021-07
Acid vascular cerebr isquêm transit e síndr cor,86,86,130260,2021-07
Transtornos dos nervos raízes e plexos nervosos,8,8,130260,2021-07
Paralisia cerebral e outras síndromes paralít,1,1,130260,2021-07
Outras doenças do sistema nervoso,54,54,130260,2021-07
07 Doenças do olho e anexos,23,23,130260,2021-07
Descolamentos e defeitos da retina,19,19,130260,2021-07
Outras doenças do olho e anexos,4,4,130260,2021-07
08 Doenças do ouvido e da apófise mastóide,22,22,130260,2021-07
Otite média e outr transt ouvid médio apóf mast,16,16,130260,2021-07
Outras doenças do ouvido e da apófise mastóide,6,6,130260,2021-07
09 Doenças do aparelho circulatório,899,899,130260,2021-07
Febre reumática aguda,1,1,130260,2021-07
Doença reumática crônica do coração,3,3,130260,2021-07
Hipertensão essencial (primária),73,73,130260,2021-07
Outras doenças hipertensivas,36,36,130260,2021-07
Infarto agudo do miocárdio,134,134,130260,2021-07
Outras doenças isquêmicas do coração,93,93,130260,2021-07
Transtornos de condução e arritmias cardíacas,30,30,130260,2021-07
Insuficiência cardíaca,203,203,130260,2021-07
Outras doenças do coração,39,39,130260,2021-07
Hemorragia intracraniana,43,43,130260,2021-07
Infarto cerebral,7,7,130260,2021-07
Acid vascular cerebr não espec hemorrág ou isq,109,109,130260,2021-07
Outras doenças cerebrovasculares,5,5,130260,2021-07
Arteroesclerose,25,25,130260,2021-07
Outras doenças vasculares periféricas,1,1,130260,2021-07
Embolia e trombose arteriais,12,12,130260,2021-07
Outras doenças das artérias arteríolas e capil,5,5,130260,2021-07
Flebite tromboflebite embolia e trombose venosa,32,32,130260,2021-07
Veias varicosas das extremidades inferiores,18,18,130260,2021-07
Hemorróidas,8,8,130260,2021-07
Outras doenças do aparelho circulatório,22,22,130260,2021-07
10 Doenças do aparelho respiratório,1094,1094,130260,2021-07
Faringite aguda e amigdalite aguda,11,11,130260,2021-07
Laringite e traqueíte agudas,15,15,130260,2021-07
Outras infecções agudas das vias aéreas super,12,12,130260,2021-07
Influenza [gripe],23,23,130260,2021-07
Pneumonia,644,644,130260,2021-07
Bronquite aguda e bronquiolite aguda,77,77,130260,2021-07
Outras doenças do nariz e dos seios paranasais,9,9,130260,2021-07
Doenças crônicas das amígdalas e das adenóides,4,4,130260,2021-07
Outras doenças do trato respiratório superior,6,6,130260,2021-07
Bronquite enfisema e outr doenç pulm obstr crôn,29,29,130260,2021-07
Asma,73,73,130260,2021-07
Pneumoconiose,1,1,130260,2021-07
Outras doenças do aparelho respiratório,190,190,130260,2021-07
11 Doenças do aparelho digestivo,1633,1633,130260,2021-07
Outros transtornos dentes e estruturas suporte,6,6,130260,2021-07
Outr doenç cavidade oral glând saliv e maxilar,8,8,130260,2021-07
Úlcera gástrica e duodenal,5,5,130260,2021-07
Gastrite e duodenite,19,19,130260,2021-07
Outras doenças do esôfago estômago e duodeno,23,23,130260,2021-07
Doenças do apêndice,316,316,130260,2021-07
Hérnia inguinal,172,172,130260,2021-07
Outras hérnias,79,79,130260,2021-07
Doença de Crohn e colite ulcerativa,5,5,130260,2021-07
Ileo paralítico e obstrução intestinal s/hérnia,52,52,130260,2021-07
Doença diverticular do intestino,12,12,130260,2021-07
Outras doenças dos intestinos e peritônio,141,141,130260,2021-07
Doença alcoólica do fígado,26,26,130260,2021-07
Outras doenças do fígado,69,69,130260,2021-07
Colelitíase e colecistite,468,468,130260,2021-07
Pancreatite aguda e outras doenças do pâncreas,43,43,130260,2021-07
Outras doenças do aparelho digestivo,189,189,130260,2021-07
12 Doenças da pele e do tecido subcutâneo,510,510,130260,2021-07
Infecções da pele e do tecido subcutâneo,274,274,130260,2021-07
Outras doenças da pele e do tecido subcutâneo,236,236,130260,2021-07
13 Doenças sist osteomuscular e tec conjuntivo,124,124,130260,2021-07
Artrite reumatóide e outr poliartropatias infl,11,11,130260,2021-07
Artrose,7,7,130260,2021-07
Deformidades adquiridas das articulações,7,7,130260,2021-07
Outros transtronos articulares,16,16,130260,2021-07
Doenças sistêmicas do tecido conjuntivo,4,4,130260,2021-07
Transt discais cervic e outr transt disc interv,3,3,130260,2021-07
Outras dorsopatias,14,14,130260,2021-07
Transtornos do tecido mole,33,33,130260,2021-07
Transtornos da densidade e da estrutura ósseas,15,15,130260,2021-07
Osteomielite,8,8,130260,2021-07
Outras doenças sist osteomuscular e tec conjunt,6,6,130260,2021-07
14 Doenças do aparelho geniturinário,1196,1196,130260,2021-07
Síndrome nefríticas aguda e rapidamente progres,40,40,130260,2021-07
Outras doenças glomerulares,24,24,130260,2021-07
Doenças renais túbulo-intersticiais,53,53,130260,2021-07
Insuficiência renal,133,133,130260,2021-07
Urolitíase,106,106,130260,2021-07
Cistite,18,18,130260,2021-07
Outras doenças do aparelho urinário,376,376,130260,2021-07
Hiperplasia da próstata,31,31,130260,2021-07
Outros transtornos da próstata,5,5,130260,2021-07
Hidrocele e espermatocele,10,10,130260,2021-07
Preprúcio redundante fimose e parafimose,31,31,130260,2021-07
Outras doenças dos órgãos genitais masculinos,30,30,130260,2021-07
Transtornos da mama,27,27,130260,2021-07
Salpingite e ooforite,31,31,130260,2021-07
Outras doenças inflamat órgãos pélvicos femin,96,96,130260,2021-07
Endometriose,16,16,130260,2021-07
Prolapso genital feminino,17,17,130260,2021-07
Transt não-inflam ovário tromp Falópio lig larg,67,67,130260,2021-07
Transtornos da menstruação,2,2,130260,2021-07
Outros transtornos do aparelho geniturinário,83,83,130260,2021-07
15 Gravidez parto e puerpério,6001,6001,130260,2021-07
Aborto espontâneo,224,224,130260,2021-07
Aborto por razões médicas,2,2,130260,2021-07
Outras gravidezes que terminam em aborto,227,227,130260,2021-07
Edema protein transt hipertens grav parto puerp,127,127,130260,2021-07
Placent prév descol premat plac hemorr antepart,16,16,130260,2021-07
Outr mot ass mãe rel cav fet amn pos prob part,483,483,130260,2021-07
Trabalho de parto obstruído,428,428,130260,2021-07
Hemorragia pós-parto,2,2,130260,2021-07
Outras complicações da gravidez e do parto,1242,1242,130260,2021-07
Parto único espontâneo,3067,3067,130260,2021-07
Compl pred rel puerpério e outr afecç obst NCOP,183,183,130260,2021-07
16 Algumas afec originadas no período perinatal,665,665,130260,2021-07
Feto e rec-nasc afet fat mat e compl grav parto,3,3,130260,2021-07
Ret cres fet desn fet tran gest curt baix peso,142,142,130260,2021-07
Hipóxia intrauterina e asfixia ao nascer,8,8,130260,2021-07
Outros transt respiratórios orig per perinatal,123,123,130260,2021-07
Doenças infecciosas e parasitárias congênitas,58,58,130260,2021-07
Outras infecções específicas do período perinat,42,42,130260,2021-07
Doença hemolítica do feto e do recém-nascido,1,1,130260,2021-07
Outras afecções originadas no período perinatal,288,288,130260,2021-07
17 Malf cong deformid e anomalias cromossômicas,103,103,130260,2021-07
Espinha bífida,1,1,130260,2021-07
Outras malformações congênitas do sistema nerv,6,6,130260,2021-07
Malformações congênitas do aparelho circulat,34,34,130260,2021-07
Fenda labial e fenda palatina,9,9,130260,2021-07
Outras malformações congênitas aparelho digest,8,8,130260,2021-07
Testiculo não-descido,6,6,130260,2021-07
Outras malformações do aparelho geniturinário,6,6,130260,2021-07
Deformidades congênitas dos pés,11,11,130260,2021-07
Outr malform e deform congên aparelho osteomusc,8,8,130260,2021-07
Outras malformações congênitas,14,14,130260,2021-07
18 Sint sinais e achad anorm ex clín e laborat,219,219,130260,2021-07
Dor abdominal e pélvica,123,123,130260,2021-07
Febre de origem desconhecida,3,3,130260,2021-07
Outr sist sinais achad anorm ex clín labor NCOP,93,93,130260,2021-07
19 Lesões enven e alg out conseq causas externas,1422,1422,130260,2021-07
Fratura do crânio e dos ossos da face,29,29,130260,2021-07
Fratura do pescoço tórax ou pelve,13,13,130260,2021-07
Fratura do fêmur,116,116,130260,2021-07
Fratura de outros ossos dos membros,409,409,130260,2021-07
Fraturas envolvendo múltiplas regiões do corpo,67,67,130260,2021-07
Luxações entorse distensão reg esp e múlt corpo,50,50,130260,2021-07
Traumatismo do olho e da órbita ocular,1,1,130260,2021-07
Traumatismo intracraniano,83,83,130260,2021-07
Traumatismo de outros órgãos internos,51,51,130260,2021-07
Lesões esmag amput traumát reg esp e múlt corpo,12,12,130260,2021-07
Outr traum reg espec não espec e múltipl corpo,323,323,130260,2021-07
Efeitos corpo estranho através de orifício nat,33,33,130260,2021-07
Queimadura e corrosões,34,34,130260,2021-07
Envenenamento por drogas e substâncias biológ,8,8,130260,2021-07
Efeitos tóxicos subst origem princ não-medicin,120,120,130260,2021-07
Outros efeitos e não espec de causas externas,6,6,130260,2021-07
Cert compl prec traum compl cirúrg ass méd NCOP,57,57,130260,2021-07
Seqüel traum enven e outr conseq causas extern,10,10,130260,2021-07
21 Contatos com serviços de saúde,225,225,130260,2021-07
Pessoas em contato com serv saúde exame invest,49,49,130260,2021-07
Anticoncepção,97,97,130260,2021-07
Pessoas contato serv saúde cuidados proc espec,76,76,130260,2021-07
Pessoas contato serv saúde por outras razões,3,3,130260,2021-07
