lista morb  cid-10,2021,total,municipio_ibge,competencia
Outras doenças do olho e anexos,19,19,130260,2021-10
08 Doenças do ouvido e da apófise mastóide,18,18,130260,2021-10
Otite média e outr transt ouvid médio apóf mast,11,11,130260,2021-10
Outras doenças do ouvido e da apófise mastóide,7,7,130260,2021-10
09 Doenças do aparelho circulatório,918,918,130260,2021-10
Febre reumática aguda,2,2,130260,2021-10
Doença reumática crônica do coração,9,9,130260,2021-10
Hipertensão essencial (primária),58,58,130260,2021-10
Outras doenças hipertensivas,29,29,130260,2021-10
Infarto agudo do miocárdio,153,153,130260,2021-10
Outras doenças isquêmicas do coração,91,91,130260,2021-10
Transtornos de condução e arritmias cardíacas,39,39,130260,2021-10
Insuficiência cardíaca,216,216,130260,2021-10
Outras doenças do coração,33,33,130260,2021-10
Hemorragia intracraniana,20,20,130260,2021-10
Infarto cerebral,5,5,130260,2021-10
Acid vascular cerebr não espec hemorrág ou isq,143,143,130260,2021-10
Outras doenças cerebrovasculares,8,8,130260,2021-10
Arteroesclerose,17,17,130260,2021-10
Outras doenças vasculares periféricas,3,3,130260,2021-10
Embolia e trombose arteriais,4,4,130260,2021-10
Outras doenças das artérias arteríolas e capil,20,20,130260,2021-10
Flebite tromboflebite embolia e trombose venosa,23,23,130260,2021-10
Veias varicosas das extremidades inferiores,21,21,130260,2021-10
Hemorróidas,9,9,130260,2021-10
Outras doenças do aparelho circulatório,15,15,130260,2021-10
10 Doenças do aparelho respiratório,1238,1238,130260,2021-10
Faringite aguda e amigdalite aguda,21,21,130260,2021-10
Laringite e traqueíte agudas,13,13,130260,2021-10
Outras infecções agudas das vias aéreas super,13,13,130260,2021-10
Influenza [gripe],28,28,130260,2021-10
Pneumonia,746,746,130260,2021-10
Bronquite aguda e bronquiolite aguda,115,115,130260,2021-10
Sinusite crônica,1,1,130260,2021-10
Outras doenças do nariz e dos seios paranasais,7,7,130260,2021-10
Doenças crônicas das amígdalas e das adenóides,12,12,130260,2021-10
Outras doenças do trato respiratório superior,5,5,130260,2021-10
Bronquite enfisema e outr doenç pulm obstr crôn,34,34,130260,2021-10
Asma,111,111,130260,2021-10
Bronquiectasia,3,3,130260,2021-10
Pneumoconiose,1,1,130260,2021-10
Outras doenças do aparelho respiratório,128,128,130260,2021-10
11 Doenças do aparelho digestivo,1715,1715,130260,2021-10
Outros transtornos dentes e estruturas suporte,3,3,130260,2021-10
Outr doenç cavidade oral glând saliv e maxilar,5,5,130260,2021-10
Úlcera gástrica e duodenal,7,7,130260,2021-10
Gastrite e duodenite,31,31,130260,2021-10
Outras doenças do esôfago estômago e duodeno,28,28,130260,2021-10
Doenças do apêndice,332,332,130260,2021-10
Hérnia inguinal,201,201,130260,2021-10
Outras hérnias,144,144,130260,2021-10
Doença de Crohn e colite ulcerativa,3,3,130260,2021-10
Ileo paralítico e obstrução intestinal s/hérnia,36,36,130260,2021-10
Doença diverticular do intestino,7,7,130260,2021-10
Outras doenças dos intestinos e peritônio,86,86,130260,2021-10
Doença alcoólica do fígado,22,22,130260,2021-10
Outras doenças do fígado,58,58,130260,2021-10
Colelitíase e colecistite,558,558,130260,2021-10
Pancreatite aguda e outras doenças do pâncreas,52,52,130260,2021-10
Outras doenças do aparelho digestivo,142,142,130260,2021-10
12 Doenças da pele e do tecido subcutâneo,396,396,130260,2021-10
Infecções da pele e do tecido subcutâneo,210,210,130260,2021-10
Outras doenças da pele e do tecido subcutâneo,186,186,130260,2021-10
13 Doenças sist osteomuscular e tec conjuntivo,127,127,130260,2021-10
Artrite reumatóide e outr poliartropatias infl,13,13,130260,2021-10
Artrose,6,6,130260,2021-10
Deformidades adquiridas das articulações,5,5,130260,2021-10
Outros transtronos articulares,25,25,130260,2021-10
Doenças sistêmicas do tecido conjuntivo,2,2,130260,2021-10
Transt discais cervic e outr transt disc interv,7,7,130260,2021-10
Outras dorsopatias,13,13,130260,2021-10
Transtornos do tecido mole,36,36,130260,2021-10
Transtornos da densidade e da estrutura ósseas,10,10,130260,2021-10
Osteomielite,7,7,130260,2021-10
Outras doenças sist osteomuscular e tec conjunt,3,3,130260,2021-10
14 Doenças do aparelho geniturinário,1192,1192,130260,2021-10
Síndrome nefríticas aguda e rapidamente progres,18,18,130260,2021-10
Outras doenças glomerulares,25,25,130260,2021-10
Doenças renais túbulo-intersticiais,56,56,130260,2021-10
Insuficiência renal,137,137,130260,2021-10
Urolitíase,94,94,130260,2021-10
Cistite,24,24,130260,2021-10
Outras doenças do aparelho urinário,407,407,130260,2021-10
Hiperplasia da próstata,22,22,130260,2021-10
Outros transtornos da próstata,6,6,130260,2021-10
Hidrocele e espermatocele,11,11,130260,2021-10
Preprúcio redundante fimose e parafimose,49,49,130260,2021-10
Outras doenças dos órgãos genitais masculinos,27,27,130260,2021-10
Transtornos da mama,28,28,130260,2021-10
Salpingite e ooforite,30,30,130260,2021-10
Outras doenças inflamat órgãos pélvicos femin,64,64,130260,2021-10
Endometriose,13,13,130260,2021-10
Prolapso genital feminino,43,43,130260,2021-10
Transt não-inflam ovário tromp Falópio lig larg,50,50,130260,2021-10
Transtornos da menstruação,5,5,130260,2021-10
Transt menopáusicos e outr transt perimenopáus,1,1,130260,2021-10
Outros transtornos do aparelho geniturinário,82,82,130260,2021-10
15 Gravidez parto e puerpério,5950,5950,130260,2021-10
Aborto espontâneo,191,191,130260,2021-10
Aborto por razões médicas,3,3,130260,2021-10
Outras gravidezes que terminam em aborto,217,217,130260,2021-10
Edema protein transt hipertens grav parto puerp,113,113,130260,2021-10
Placent prév descol premat plac hemorr antepart,8,8,130260,2021-10
Outr mot ass mãe rel cav fet amn pos prob part,475,475,130260,2021-10
Trabalho de parto obstruído,442,442,130260,2021-10
Hemorragia pós-parto,5,5,130260,2021-10
Outras complicações da gravidez e do parto,1222,1222,130260,2021-10
Parto único espontâneo,3069,3069,130260,2021-10
Compl pred rel puerpério e outr afecç obst NCOP,205,205,130260,2021-10
16 Algumas afec originadas no período perinatal,490,490,130260,2021-10
Feto e rec-nasc afet fat mat e compl grav parto,8,8,130260,2021-10
Ret cres fet desn fet tran gest curt baix peso,99,99,130260,2021-10
Hipóxia intrauterina e asfixia ao nascer,6,6,130260,2021-10
Outros transt respiratórios orig per perinatal,70,70,130260,2021-10
Doenças infecciosas e parasitárias congênitas,45,45,130260,2021-10
Outras infecções específicas do período perinat,54,54,130260,2021-10
Outras afecções originadas no período perinatal,208,208,130260,2021-10
17 Malf cong deformid e anomalias cromossômicas,141,141,130260,2021-10
Espinha bífida,3,3,130260,2021-10
Outras malformações congênitas do sistema nerv,6,6,130260,2021-10
Malformações congênitas do aparelho circulat,36,36,130260,2021-10
Fenda labial e fenda palatina,28,28,130260,2021-10
Ausência atresia e estenose do intestino delg,1,1,130260,2021-10
Outras malformações congênitas aparelho digest,12,12,130260,2021-10
Testiculo não-descido,5,5,130260,2021-10
Outras malformações do aparelho geniturinário,16,16,130260,2021-10
Deformidades congênitas do quadril,1,1,130260,2021-10
Deformidades congênitas dos pés,10,10,130260,2021-10
Outr malform e deform congên aparelho osteomusc,8,8,130260,2021-10
Outras malformações congênitas,15,15,130260,2021-10
18 Sint sinais e achad anorm ex clín e laborat,152,152,130260,2021-10
Dor abdominal e pélvica,80,80,130260,2021-10
Febre de origem desconhecida,4,4,130260,2021-10
Outr sist sinais achad anorm ex clín labor NCOP,68,68,130260,2021-10
19 Lesões enven e alg out conseq causas externas,1240,1240,130260,2021-10
Fratura do crânio e dos ossos da face,18,18,130260,2021-10
Fratura do pescoço tórax ou pelve,8,8,130260,2021-10
Fratura do fêmur,58,58,130260,2021-10
Fratura de outros ossos dos membros,400,400,130260,2021-10
Fraturas envolvendo múltiplas regiões do corpo,56,56,130260,2021-10
Luxações entorse distensão reg esp e múlt corpo,36,36,130260,2021-10
Traumatismo do olho e da órbita ocular,1,1,130260,2021-10
Traumatismo intracraniano,66,66,130260,2021-10
Traumatismo de outros órgãos internos,60,60,130260,2021-10
Lesões esmag amput traumát reg esp e múlt corpo,10,10,130260,2021-10
Outr traum reg espec não espec e múltipl corpo,306,306,130260,2021-10
Efeitos corpo estranho através de orifício nat,21,21,130260,2021-10
Queimadura e corrosões,30,30,130260,2021-10
Envenenamento por drogas e substâncias biológ,11,11,130260,2021-10
Efeitos tóxicos subst origem princ não-medicin,100,100,130260,2021-10
Outros efeitos e não espec de causas externas,4,4,130260,2021-10
Cert compl prec traum compl cirúrg ass méd NCOP,48,48,130260,2021-10
Seqüel traum enven e outr conseq causas extern,7,7,130260,2021-10
21 Contatos com serviços de saúde,241,241,130260,2021-10
Pessoas em contato com serv saúde exame invest,44,44,130260,2021-10
Anticoncepção,131,131,130260,2021-10
Rastreamento pré-natal e outr superv da gravid,1,1,130260,2021-10
Pessoas contato serv saúde cuidados proc espec,64,64,130260,2021-10
Pessoas contato serv saúde por outras razões,1,1,130260,2021-10
