lista morb  cid-10,2022,total,municipio_ibge,competencia
Leucemia,9,9,130260,2022-04
Outras neopl malig tecidos linfóid hemat e rel,2,2,130260,2022-04
Carcinoma in situ de colo do útero,7,7,130260,2022-04
Leiomioma do útero,98,98,130260,2022-04
Neoplasia benigna do ovário,1,1,130260,2022-04
Neopl benig encéfalo e outr part sist nerv cent,11,11,130260,2022-04
Outr neopl in situ benigs e comport incert desc,70,70,130260,2022-04
03 Doenças sangue órgãos hemat e transt imunitár,121,121,130260,2022-04
Anemia por deficiência de ferro,16,16,130260,2022-04
Outras anemias,83,83,130260,2022-04
Afecç hemorrág e outr doenç sang e órg hematop,22,22,130260,2022-04
04 Doenças endócrinas nutricionais e metabólicas,417,417,130260,2022-04
Transtornos tireoidianos relac deficiência iodo,1,1,130260,2022-04
Outros transtornos tireoidianos,4,4,130260,2022-04
Diabetes mellitus,348,348,130260,2022-04
Desnutrição,25,25,130260,2022-04
Depleção de volume,5,5,130260,2022-04
Outros transt endócrinos nutricionais metabólic,34,34,130260,2022-04
05 Transtornos mentais e comportamentais,58,58,130260,2022-04
Transt mentais e comportamentais dev uso álcool,2,2,130260,2022-04
Transt ment comport dev uso outr subst psicoat,1,1,130260,2022-04
Esquizofrenia transt esquizotípicos e delirant,34,34,130260,2022-04
Transtornos de humor [afetivos],19,19,130260,2022-04
Transt neurót e relacionados com stress somatof,1,1,130260,2022-04
Outros transtornos mentais e comportamentais,1,1,130260,2022-04
06 Doenças do sistema nervoso,156,156,130260,2022-04
Doenças inflamatórias do sistema nervoso centr,8,8,130260,2022-04
Meningite bacteriana não classif outra parte,5,5,130260,2022-04
Mening dev outras causas e causas não especif,1,1,130260,2022-04
Restante doenças inflamat sist nervoso centr,2,2,130260,2022-04
Epilepsia,50,50,130260,2022-04
Enxaqueca e outras síndromes de algias cefálic,4,4,130260,2022-04
Acid vascular cerebr isquêm transit e síndr cor,42,42,130260,2022-04
Transtornos dos nervos raízes e plexos nervosos,6,6,130260,2022-04
Paralisia cerebral e outras síndromes paralít,2,2,130260,2022-04
Outras doenças do sistema nervoso,44,44,130260,2022-04
07 Doenças do olho e anexos,224,224,130260,2022-04
Inflamação da pálpebra,1,1,130260,2022-04
Catarata e outros transtornos do cristalino,171,171,130260,2022-04
Descolamentos e defeitos da retina,29,29,130260,2022-04
Glaucoma,1,1,130260,2022-04
Outras doenças do olho e anexos,22,22,130260,2022-04
08 Doenças do ouvido e da apófise mastóide,22,22,130260,2022-04
Otite média e outr transt ouvid médio apóf mast,14,14,130260,2022-04
Outras doenças do ouvido e da apófise mastóide,8,8,130260,2022-04
09 Doenças do aparelho circulatório,994,994,130260,2022-04
Febre reumática aguda,3,3,130260,2022-04
Doença reumática crônica do coração,7,7,130260,2022-04
Hipertensão essencial (primária),68,68,130260,2022-04
Outras doenças hipertensivas,30,30,130260,2022-04
Infarto agudo do miocárdio,146,146,130260,2022-04
Outras doenças isquêmicas do coração,81,81,130260,2022-04
Embolia pulmonar,2,2,130260,2022-04
Transtornos de condução e arritmias cardíacas,46,46,130260,2022-04
Insuficiência cardíaca,235,235,130260,2022-04
Outras doenças do coração,38,38,130260,2022-04
Hemorragia intracraniana,25,25,130260,2022-04
Infarto cerebral,3,3,130260,2022-04
Acid vascular cerebr não espec hemorrág ou isq,156,156,130260,2022-04
Outras doenças cerebrovasculares,10,10,130260,2022-04
Arteroesclerose,21,21,130260,2022-04
Outras doenças vasculares periféricas,4,4,130260,2022-04
Embolia e trombose arteriais,15,15,130260,2022-04
Outras doenças das artérias arteríolas e capil,17,17,130260,2022-04
Flebite tromboflebite embolia e trombose venosa,21,21,130260,2022-04
Veias varicosas das extremidades inferiores,16,16,130260,2022-04
Hemorróidas,29,29,130260,2022-04
Outras doenças do aparelho circulatório,21,21,130260,2022-04
10 Doenças do aparelho respiratório,1890,1890,130260,2022-04
Faringite aguda e amigdalite aguda,11,11,130260,2022-04
Laringite e traqueíte agudas,14,14,130260,2022-04
Outras infecções agudas das vias aéreas super,17,17,130260,2022-04
Influenza [gripe],64,64,130260,2022-04
Pneumonia,1189,1189,130260,2022-04
Bronquite aguda e bronquiolite aguda,218,218,130260,2022-04
Sinusite crônica,1,1,130260,2022-04
Outras doenças do nariz e dos seios paranasais,10,10,130260,2022-04
Doenças crônicas das amígdalas e das adenóides,8,8,130260,2022-04
Outras doenças do trato respiratório superior,1,1,130260,2022-04
Bronquite enfisema e outr doenç pulm obstr crôn,43,43,130260,2022-04
Asma,164,164,130260,2022-04
Pneumoconiose,2,2,130260,2022-04
Outras doenças do aparelho respiratório,148,148,130260,2022-04
11 Doenças do aparelho digestivo,1897,1897,130260,2022-04
Outros transtornos dentes e estruturas suporte,8,8,130260,2022-04
Outr doenç cavidade oral glând saliv e maxilar,13,13,130260,2022-04
Úlcera gástrica e duodenal,5,5,130260,2022-04
Gastrite e duodenite,36,36,130260,2022-04
Outras doenças do esôfago estômago e duodeno,32,32,130260,2022-04
Doenças do apêndice,288,288,130260,2022-04
Hérnia inguinal,232,232,130260,2022-04
Outras hérnias,127,127,130260,2022-04
Doença de Crohn e colite ulcerativa,1,1,130260,2022-04
Ileo paralítico e obstrução intestinal s/hérnia,48,48,130260,2022-04
Doença diverticular do intestino,11,11,130260,2022-04
Outras doenças dos intestinos e peritônio,147,147,130260,2022-04
Doença alcoólica do fígado,26,26,130260,2022-04
Outras doenças do fígado,80,80,130260,2022-04
Colelitíase e colecistite,610,610,130260,2022-04
Pancreatite aguda e outras doenças do pâncreas,50,50,130260,2022-04
Outras doenças do aparelho digestivo,183,183,130260,2022-04
12 Doenças da pele e do tecido subcutâneo,480,480,130260,2022-04
Infecções da pele e do tecido subcutâneo,246,246,130260,2022-04
Outras doenças da pele e do tecido subcutâneo,234,234,130260,2022-04
13 Doenças sist osteomuscular e tec conjuntivo,112,112,130260,2022-04
Artrite reumatóide e outr poliartropatias infl,12,12,130260,2022-04
Artrose,5,5,130260,2022-04
Deformidades adquiridas das articulações,3,3,130260,2022-04
Outros transtronos articulares,29,29,130260,2022-04
Doenças sistêmicas do tecido conjuntivo,5,5,130260,2022-04
Transt discais cervic e outr transt disc interv,3,3,130260,2022-04
Outras dorsopatias,8,8,130260,2022-04
Transtornos do tecido mole,26,26,130260,2022-04
Transtornos da densidade e da estrutura ósseas,8,8,130260,2022-04
Osteomielite,8,8,130260,2022-04
Outras doenças sist osteomuscular e tec conjunt,5,5,130260,2022-04
14 Doenças do aparelho geniturinário,1245,1245,130260,2022-04
Síndrome nefríticas aguda e rapidamente progres,11,11,130260,2022-04
Outras doenças glomerulares,24,24,130260,2022-04
Doenças renais túbulo-intersticiais,85,85,130260,2022-04
Insuficiência renal,168,168,130260,2022-04
Urolitíase,147,147,130260,2022-04
Cistite,24,24,130260,2022-04
Outras doenças do aparelho urinário,353,353,130260,2022-04
Hiperplasia da próstata,27,27,130260,2022-04
Outros transtornos da próstata,1,1,130260,2022-04
Hidrocele e espermatocele,16,16,130260,2022-04
Preprúcio redundante fimose e parafimose,48,48,130260,2022-04
Outras doenças dos órgãos genitais masculinos,46,46,130260,2022-04
Transtornos da mama,17,17,130260,2022-04
Salpingite e ooforite,25,25,130260,2022-04
Outras doenças inflamat órgãos pélvicos femin,72,72,130260,2022-04
Endometriose,13,13,130260,2022-04
Prolapso genital feminino,31,31,130260,2022-04
Transt não-inflam ovário tromp Falópio lig larg,53,53,130260,2022-04
Transtornos da menstruação,5,5,130260,2022-04
Infertilidade feminina,2,2,130260,2022-04
Outros transtornos do aparelho geniturinário,77,77,130260,2022-04
15 Gravidez parto e puerpério,5437,5437,130260,2022-04
Aborto espontâneo,201,201,130260,2022-04
Outras gravidezes que terminam em aborto,192,192,130260,2022-04
Edema protein transt hipertens grav parto puerp,150,150,130260,2022-04
Placent prév descol premat plac hemorr antepart,6,6,130260,2022-04
Outr mot ass mãe rel cav fet amn pos prob part,377,377,130260,2022-04
Trabalho de parto obstruído,423,423,130260,2022-04
Hemorragia pós-parto,1,1,130260,2022-04
Outras complicações da gravidez e do parto,1168,1168,130260,2022-04
Parto único espontâneo,2732,2732,130260,2022-04
Compl pred rel puerpério e outr afecç obst NCOP,187,187,130260,2022-04
16 Algumas afec originadas no período perinatal,556,556,130260,2022-04
Feto e rec-nasc afet fat mat e compl grav parto,3,3,130260,2022-04
Ret cres fet desn fet tran gest curt baix peso,89,89,130260,2022-04
Hipóxia intrauterina e asfixia ao nascer,10,10,130260,2022-04
Outros transt respiratórios orig per perinatal,77,77,130260,2022-04
Doenças infecciosas e parasitárias congênitas,51,51,130260,2022-04
Outras infecções específicas do período perinat,55,55,130260,2022-04
Outras afecções originadas no período perinatal,271,271,130260,2022-04
17 Malf cong deformid e anomalias cromossômicas,115,115,130260,2022-04
Outras malformações congênitas do sistema nerv,10,10,130260,2022-04
Malformações congênitas do aparelho circulat,44,44,130260,2022-04
Fenda labial e fenda palatina,13,13,130260,2022-04
Outras malformações congênitas aparelho digest,8,8,130260,2022-04
Testiculo não-descido,10,10,130260,2022-04
Outras malformações do aparelho geniturinário,9,9,130260,2022-04
Deformidades congênitas dos pés,6,6,130260,2022-04
Outr malform e deform congên aparelho osteomusc,4,4,130260,2022-04
Outras malformações congênitas,11,11,130260,2022-04
18 Sint sinais e achad anorm ex clín e laborat,224,224,130260,2022-04
Dor abdominal e pélvica,113,113,130260,2022-04
Febre de origem desconhecida,3,3,130260,2022-04
Outr sist sinais achad anorm ex clín labor NCOP,108,108,130260,2022-04
19 Lesões enven e alg out conseq causas externas,1401,1401,130260,2022-04
Fratura do crânio e dos ossos da face,20,20,130260,2022-04
Fratura do pescoço tórax ou pelve,2,2,130260,2022-04
Fratura do fêmur,110,110,130260,2022-04
Fratura de outros ossos dos membros,413,413,130260,2022-04
Fraturas envolvendo múltiplas regiões do corpo,133,133,130260,2022-04
Luxações entorse distensão reg esp e múlt corpo,41,41,130260,2022-04
Traumatismo intracraniano,57,57,130260,2022-04
Traumatismo de outros órgãos internos,59,59,130260,2022-04
Lesões esmag amput traumát reg esp e múlt corpo,9,9,130260,2022-04
Outr traum reg espec não espec e múltipl corpo,267,267,130260,2022-04
Efeitos corpo estranho através de orifício nat,27,27,130260,2022-04
Queimadura e corrosões,39,39,130260,2022-04
Envenenamento por drogas e substâncias biológ,8,8,130260,2022-04
Efeitos tóxicos subst origem princ não-medicin,124,124,130260,2022-04
Outros efeitos e não espec de causas externas,16,16,130260,2022-04
Cert compl prec traum compl cirúrg ass méd NCOP,66,66,130260,2022-04
Seqüel traum enven e outr conseq causas extern,10,10,130260,2022-04
21 Contatos com serviços de saúde,223,223,130260,2022-04
Pessoas em contato com serv saúde exame invest,41,41,130260,2022-04
Estado infec assint vírus imunodef humana [HIV],1,1,130260,2022-04
Anticoncepção,122,122,130260,2022-04
Pessoas contato serv saúde cuidados proc espec,58,58,130260,2022-04
Pessoas contato serv saúde por outras razões,1,1,130260,2022-04
