lista morb  cid-10,2021,total,municipio_ibge,competencia
Leiomioma do útero,7,7,130260,2021-03
Neoplasia benigna do ovário,1,1,130260,2021-03
Neopl benig encéfalo e outr part sist nerv cent,4,4,130260,2021-03
Outr neopl in situ benigs e comport incert desc,20,20,130260,2021-03
03 Doenças sangue órgãos hemat e transt imunitár,96,96,130260,2021-03
Anemia por deficiência de ferro,21,21,130260,2021-03
Outras anemias,62,62,130260,2021-03
Afecç hemorrág e outr doenç sang e órg hematop,13,13,130260,2021-03
04 Doenças endócrinas nutricionais e metabólicas,254,254,130260,2021-03
Outros transtornos tireoidianos,2,2,130260,2021-03
Diabetes mellitus,214,214,130260,2021-03
Desnutrição,19,19,130260,2021-03
Depleção de volume,6,6,130260,2021-03
Outros transt endócrinos nutricionais metabólic,13,13,130260,2021-03
05 Transtornos mentais e comportamentais,53,53,130260,2021-03
Transt mentais e comportamentais dev uso álcool,3,3,130260,2021-03
Transt ment comport dev uso outr subst psicoat,2,2,130260,2021-03
Esquizofrenia transt esquizotípicos e delirant,41,41,130260,2021-03
Transtornos de humor [afetivos],6,6,130260,2021-03
Outros transtornos mentais e comportamentais,1,1,130260,2021-03
06 Doenças do sistema nervoso,136,136,130260,2021-03
Doenças inflamatórias do sistema nervoso centr,5,5,130260,2021-03
Meningite bacteriana não classif outra parte,3,3,130260,2021-03
Restante doenças inflamat sist nervoso centr,2,2,130260,2021-03
Doença de Parkinson,1,1,130260,2021-03
Epilepsia,44,44,130260,2021-03
Enxaqueca e outras síndromes de algias cefálic,3,3,130260,2021-03
Acid vascular cerebr isquêm transit e síndr cor,52,52,130260,2021-03
Transtornos dos nervos raízes e plexos nervosos,2,2,130260,2021-03
Paralisia cerebral e outras síndromes paralít,1,1,130260,2021-03
Outras doenças do sistema nervoso,28,28,130260,2021-03
07 Doenças do olho e anexos,18,18,130260,2021-03
Descolamentos e defeitos da retina,15,15,130260,2021-03
Outras doenças do olho e anexos,3,3,130260,2021-03
08 Doenças do ouvido e da apófise mastóide,19,19,130260,2021-03
Otite média e outr transt ouvid médio apóf mast,14,14,130260,2021-03
Outras doenças do ouvido e da apófise mastóide,5,5,130260,2021-03
09 Doenças do aparelho circulatório,634,634,130260,2021-03
Febre reumática aguda,2,2,130260,2021-03
Doença reumática crônica do coração,6,6,130260,2021-03
Hipertensão essencial (primária),89,89,130260,2021-03
Outras doenças hipertensivas,19,19,130260,2021-03
Infarto agudo do miocárdio,58,58,130260,2021-03
Outras doenças isquêmicas do coração,76,76,130260,2021-03
Transtornos de condução e arritmias cardíacas,22,22,130260,2021-03
Insuficiência cardíaca,108,108,130260,2021-03
Outras doenças do coração,14,14,130260,2021-03
Hemorragia intracraniana,46,46,130260,2021-03
Infarto cerebral,5,5,130260,2021-03
Acid vascular cerebr não espec hemorrág ou isq,88,88,130260,2021-03
Outras doenças cerebrovasculares,6,6,130260,2021-03
Arteroesclerose,16,16,130260,2021-03
Outras doenças vasculares periféricas,2,2,130260,2021-03
Embolia e trombose arteriais,7,7,130260,2021-03
Outras doenças das artérias arteríolas e capil,26,26,130260,2021-03
Flebite tromboflebite embolia e trombose venosa,8,8,130260,2021-03
Veias varicosas das extremidades inferiores,14,14,130260,2021-03
Hemorróidas,2,2,130260,2021-03
Outras doenças do aparelho circulatório,20,20,130260,2021-03
10 Doenças do aparelho respiratório,1257,1257,130260,2021-03
Faringite aguda e amigdalite aguda,7,7,130260,2021-03
Laringite e traqueíte agudas,2,2,130260,2021-03
Outras infecções agudas das vias aéreas super,5,5,130260,2021-03
Influenza [gripe],30,30,130260,2021-03
Pneumonia,742,742,130260,2021-03
Bronquite aguda e bronquiolite aguda,47,47,130260,2021-03
Sinusite crônica,1,1,130260,2021-03
Doenças crônicas das amígdalas e das adenóides,1,1,130260,2021-03
Outras doenças do trato respiratório superior,4,4,130260,2021-03
Bronquite enfisema e outr doenç pulm obstr crôn,13,13,130260,2021-03
Asma,34,34,130260,2021-03
Outras doenças do aparelho respiratório,371,371,130260,2021-03
11 Doenças do aparelho digestivo,831,831,130260,2021-03
Outros transtornos dentes e estruturas suporte,4,4,130260,2021-03
Outr doenç cavidade oral glând saliv e maxilar,3,3,130260,2021-03
Úlcera gástrica e duodenal,2,2,130260,2021-03
Gastrite e duodenite,18,18,130260,2021-03
Outras doenças do esôfago estômago e duodeno,31,31,130260,2021-03
Doenças do apêndice,263,263,130260,2021-03
Hérnia inguinal,33,33,130260,2021-03
Outras hérnias,20,20,130260,2021-03
Doença de Crohn e colite ulcerativa,4,4,130260,2021-03
Ileo paralítico e obstrução intestinal s/hérnia,36,36,130260,2021-03
Doença diverticular do intestino,5,5,130260,2021-03
Outras doenças dos intestinos e peritônio,61,61,130260,2021-03
Doença alcoólica do fígado,6,6,130260,2021-03
Outras doenças do fígado,51,51,130260,2021-03
Colelitíase e colecistite,174,174,130260,2021-03
Pancreatite aguda e outras doenças do pâncreas,19,19,130260,2021-03
Outras doenças do aparelho digestivo,101,101,130260,2021-03
12 Doenças da pele e do tecido subcutâneo,315,315,130260,2021-03
Infecções da pele e do tecido subcutâneo,172,172,130260,2021-03
Outras doenças da pele e do tecido subcutâneo,143,143,130260,2021-03
13 Doenças sist osteomuscular e tec conjuntivo,36,36,130260,2021-03
Artrite reumatóide e outr poliartropatias infl,7,7,130260,2021-03
Outros transtronos articulares,7,7,130260,2021-03
Outras dorsopatias,5,5,130260,2021-03
Transtornos do tecido mole,11,11,130260,2021-03
Transtornos da densidade e da estrutura ósseas,4,4,130260,2021-03
Osteomielite,2,2,130260,2021-03
14 Doenças do aparelho geniturinário,653,653,130260,2021-03
Síndrome nefríticas aguda e rapidamente progres,17,17,130260,2021-03
Outras doenças glomerulares,13,13,130260,2021-03
Doenças renais túbulo-intersticiais,27,27,130260,2021-03
Insuficiência renal,142,142,130260,2021-03
Urolitíase,40,40,130260,2021-03
Cistite,18,18,130260,2021-03
Outras doenças do aparelho urinário,262,262,130260,2021-03
Hiperplasia da próstata,2,2,130260,2021-03
Outros transtornos da próstata,1,1,130260,2021-03
Preprúcio redundante fimose e parafimose,8,8,130260,2021-03
Outras doenças dos órgãos genitais masculinos,12,12,130260,2021-03
Transtornos da mama,9,9,130260,2021-03
Salpingite e ooforite,3,3,130260,2021-03
Outras doenças inflamat órgãos pélvicos femin,26,26,130260,2021-03
Endometriose,5,5,130260,2021-03
Prolapso genital feminino,3,3,130260,2021-03
Transt não-inflam ovário tromp Falópio lig larg,14,14,130260,2021-03
Transtornos da menstruação,1,1,130260,2021-03
Outros transtornos do aparelho geniturinário,50,50,130260,2021-03
15 Gravidez parto e puerpério,5539,5539,130260,2021-03
Aborto espontâneo,185,185,130260,2021-03
Aborto por razões médicas,3,3,130260,2021-03
Outras gravidezes que terminam em aborto,207,207,130260,2021-03
Edema protein transt hipertens grav parto puerp,108,108,130260,2021-03
Placent prév descol premat plac hemorr antepart,9,9,130260,2021-03
Outr mot ass mãe rel cav fet amn pos prob part,490,490,130260,2021-03
Trabalho de parto obstruído,416,416,130260,2021-03
Hemorragia pós-parto,1,1,130260,2021-03
Outras complicações da gravidez e do parto,998,998,130260,2021-03
Parto único espontâneo,2966,2966,130260,2021-03
Compl pred rel puerpério e outr afecç obst NCOP,156,156,130260,2021-03
16 Algumas afec originadas no período perinatal,821,821,130260,2021-03
Feto e rec-nasc afet fat mat e compl grav parto,3,3,130260,2021-03
Ret cres fet desn fet tran gest curt baix peso,154,154,130260,2021-03
Hipóxia intrauterina e asfixia ao nascer,8,8,130260,2021-03
Outros transt respiratórios orig per perinatal,135,135,130260,2021-03
Doenças infecciosas e parasitárias congênitas,71,71,130260,2021-03
Outras infecções específicas do período perinat,48,48,130260,2021-03
Doença hemolítica do feto e do recém-nascido,3,3,130260,2021-03
Outras afecções originadas no período perinatal,399,399,130260,2021-03
17 Malf cong deformid e anomalias cromossômicas,53,53,130260,2021-03
Outras malformações congênitas do sistema nerv,1,1,130260,2021-03
Malformações congênitas do aparelho circulat,34,34,130260,2021-03
Ausência atresia e estenose do intestino delg,1,1,130260,2021-03
Outras malformações congênitas aparelho digest,3,3,130260,2021-03
Testiculo não-descido,1,1,130260,2021-03
Outras malformações do aparelho geniturinário,9,9,130260,2021-03
Deformidades congênitas dos pés,1,1,130260,2021-03
Outr malform e deform congên aparelho osteomusc,3,3,130260,2021-03
18 Sint sinais e achad anorm ex clín e laborat,116,116,130260,2021-03
Dor abdominal e pélvica,57,57,130260,2021-03
Febre de origem desconhecida,8,8,130260,2021-03
Senilidade,1,1,130260,2021-03
Outr sist sinais achad anorm ex clín labor NCOP,50,50,130260,2021-03
19 Lesões enven e alg out conseq causas externas,1025,1025,130260,2021-03
Fratura do crânio e dos ossos da face,11,11,130260,2021-03
Fratura do pescoço tórax ou pelve,5,5,130260,2021-03
Fratura do fêmur,65,65,130260,2021-03
Fratura de outros ossos dos membros,297,297,130260,2021-03
Fraturas envolvendo múltiplas regiões do corpo,72,72,130260,2021-03
Luxações entorse distensão reg esp e múlt corpo,31,31,130260,2021-03
Traumatismo intracraniano,53,53,130260,2021-03
Traumatismo de outros órgãos internos,43,43,130260,2021-03
Lesões esmag amput traumát reg esp e múlt corpo,9,9,130260,2021-03
Outr traum reg espec não espec e múltipl corpo,213,213,130260,2021-03
Efeitos corpo estranho através de orifício nat,3,3,130260,2021-03
Queimadura e corrosões,27,27,130260,2021-03
Envenenamento por drogas e substâncias biológ,5,5,130260,2021-03
Efeitos tóxicos subst origem princ não-medicin,137,137,130260,2021-03
Outros efeitos e não espec de causas externas,4,4,130260,2021-03
Cert compl prec traum compl cirúrg ass méd NCOP,42,42,130260,2021-03
Seqüel traum enven e outr conseq causas extern,8,8,130260,2021-03
21 Contatos com serviços de saúde,113,113,130260,2021-03
Pessoas em contato com serv saúde exame invest,44,44,130260,2021-03
Outr pess riscos pot à saúde rel doenças transm,1,1,130260,2021-03
Anticoncepção,39,39,130260,2021-03
Pessoas contato serv saúde cuidados proc espec,28,28,130260,2021-03
Pessoas contato serv saúde por outras razões,1,1,130260,2021-03
