lista morb  cid-10,2022,total,municipio_ibge,competencia
Outras infecções agudas das vias aéreas super,16,16,130260,2022-07
Influenza [gripe],38,38,130260,2022-07
Pneumonia,1392,1392,130260,2022-07
Bronquite aguda e bronquiolite aguda,199,199,130260,2022-07
Outras doenças do nariz e dos seios paranasais,6,6,130260,2022-07
Doenças crônicas das amígdalas e das adenóides,8,8,130260,2022-07
Outras doenças do trato respiratório superior,2,2,130260,2022-07
Bronquite enfisema e outr doenç pulm obstr crôn,45,45,130260,2022-07
Asma,109,109,130260,2022-07
Outras doenças do aparelho respiratório,211,211,130260,2022-07
11 Doenças do aparelho digestivo,2161,2161,130260,2022-07
Cárie dentária,1,1,130260,2022-07
Outros transtornos dentes e estruturas suporte,5,5,130260,2022-07
Outr doenç cavidade oral glând saliv e maxilar,2,2,130260,2022-07
Úlcera gástrica e duodenal,6,6,130260,2022-07
Gastrite e duodenite,16,16,130260,2022-07
Outras doenças do esôfago estômago e duodeno,35,35,130260,2022-07
Doenças do apêndice,343,343,130260,2022-07
Hérnia inguinal,287,287,130260,2022-07
Outras hérnias,195,195,130260,2022-07
Doença de Crohn e colite ulcerativa,1,1,130260,2022-07
Ileo paralítico e obstrução intestinal s/hérnia,60,60,130260,2022-07
Doença diverticular do intestino,3,3,130260,2022-07
Outras doenças dos intestinos e peritônio,162,162,130260,2022-07
Doença alcoólica do fígado,16,16,130260,2022-07
Outras doenças do fígado,67,67,130260,2022-07
Colelitíase e colecistite,732,732,130260,2022-07
Pancreatite aguda e outras doenças do pâncreas,47,47,130260,2022-07
Outras doenças do aparelho digestivo,183,183,130260,2022-07
12 Doenças da pele e do tecido subcutâneo,489,489,130260,2022-07
Infecções da pele e do tecido subcutâneo,260,260,130260,2022-07
Outras doenças da pele e do tecido subcutâneo,229,229,130260,2022-07
13 Doenças sist osteomuscular e tec conjuntivo,142,142,130260,2022-07
Artrite reumatóide e outr poliartropatias infl,13,13,130260,2022-07
Artrose,17,17,130260,2022-07
Deformidades adquiridas das articulações,3,3,130260,2022-07
Outros transtronos articulares,22,22,130260,2022-07
Doenças sistêmicas do tecido conjuntivo,6,6,130260,2022-07
Transt discais cervic e outr transt disc interv,7,7,130260,2022-07
Outras dorsopatias,12,12,130260,2022-07
Transtornos do tecido mole,48,48,130260,2022-07
Transtornos da densidade e da estrutura ósseas,5,5,130260,2022-07
Osteomielite,2,2,130260,2022-07
Outras doenças sist osteomuscular e tec conjunt,7,7,130260,2022-07
14 Doenças do aparelho geniturinário,1414,1414,130260,2022-07
Síndrome nefríticas aguda e rapidamente progres,14,14,130260,2022-07
Outras doenças glomerulares,31,31,130260,2022-07
Doenças renais túbulo-intersticiais,74,74,130260,2022-07
Insuficiência renal,175,175,130260,2022-07
Urolitíase,151,151,130260,2022-07
Cistite,15,15,130260,2022-07
Outras doenças do aparelho urinário,350,350,130260,2022-07
Hiperplasia da próstata,35,35,130260,2022-07
Outros transtornos da próstata,5,5,130260,2022-07
Hidrocele e espermatocele,11,11,130260,2022-07
Preprúcio redundante fimose e parafimose,70,70,130260,2022-07
Outras doenças dos órgãos genitais masculinos,25,25,130260,2022-07
Transtornos da mama,42,42,130260,2022-07
Salpingite e ooforite,25,25,130260,2022-07
Outras doenças inflamat órgãos pélvicos femin,76,76,130260,2022-07
Endometriose,30,30,130260,2022-07
Prolapso genital feminino,70,70,130260,2022-07
Transt não-inflam ovário tromp Falópio lig larg,73,73,130260,2022-07
Transtornos da menstruação,6,6,130260,2022-07
Transt menopáusicos e outr transt perimenopáus,2,2,130260,2022-07
Outros transtornos do aparelho geniturinário,134,134,130260,2022-07
15 Gravidez parto e puerpério,4561,4561,130260,2022-07
Aborto espontâneo,179,179,130260,2022-07
Aborto por razões médicas,9,9,130260,2022-07
Outras gravidezes que terminam em aborto,271,271,130260,2022-07
Edema protein transt hipertens grav parto puerp,127,127,130260,2022-07
Placent prév descol premat plac hemorr antepart,10,10,130260,2022-07
Outr mot ass mãe rel cav fet amn pos prob part,448,448,130260,2022-07
Trabalho de parto obstruído,117,117,130260,2022-07
Hemorragia pós-parto,3,3,130260,2022-07
Outras complicações da gravidez e do parto,1021,1021,130260,2022-07
Parto único espontâneo,2218,2218,130260,2022-07
Compl pred rel puerpério e outr afecç obst NCOP,158,158,130260,2022-07
16 Algumas afec originadas no período perinatal,548,548,130260,2022-07
Feto e rec-nasc afet fat mat e compl grav parto,1,1,130260,2022-07
Ret cres fet desn fet tran gest curt baix peso,111,111,130260,2022-07
Trauma durante o nascimento,1,1,130260,2022-07
Hipóxia intrauterina e asfixia ao nascer,11,11,130260,2022-07
Outros transt respiratórios orig per perinatal,87,87,130260,2022-07
Doenças infecciosas e parasitárias congênitas,62,62,130260,2022-07
Outras infecções específicas do período perinat,37,37,130260,2022-07
Doença hemolítica do feto e do recém-nascido,1,1,130260,2022-07
Outras afecções originadas no período perinatal,237,237,130260,2022-07
17 Malf cong deformid e anomalias cromossômicas,159,159,130260,2022-07
Espinha bífida,1,1,130260,2022-07
Outras malformações congênitas do sistema nerv,3,3,130260,2022-07
Malformações congênitas do aparelho circulat,59,59,130260,2022-07
Fenda labial e fenda palatina,31,31,130260,2022-07
Outras malformações congênitas aparelho digest,14,14,130260,2022-07
Testiculo não-descido,14,14,130260,2022-07
Outras malformações do aparelho geniturinário,12,12,130260,2022-07
Deformidades congênitas dos pés,6,6,130260,2022-07
Outr malform e deform congên aparelho osteomusc,5,5,130260,2022-07
Outras malformações congênitas,13,13,130260,2022-07
Anomalias cromossômicas NCOP,1,1,130260,2022-07
18 Sint sinais e achad anorm ex clín e laborat,167,167,130260,2022-07
Dor abdominal e pélvica,100,100,130260,2022-07
Febre de origem desconhecida,1,1,130260,2022-07
Outr sist sinais achad anorm ex clín labor NCOP,66,66,130260,2022-07
19 Lesões enven e alg out conseq causas externas,1396,1396,130260,2022-07
Fratura do crânio e dos ossos da face,18,18,130260,2022-07
Fratura do pescoço tórax ou pelve,8,8,130260,2022-07
Fratura do fêmur,98,98,130260,2022-07
Fratura de outros ossos dos membros,435,435,130260,2022-07
Fraturas envolvendo múltiplas regiões do corpo,97,97,130260,2022-07
Luxações entorse distensão reg esp e múlt corpo,27,27,130260,2022-07
Traumatismo do olho e da órbita ocular,2,2,130260,2022-07
Traumatismo intracraniano,59,59,130260,2022-07
Traumatismo de outros órgãos internos,60,60,130260,2022-07
Lesões esmag amput traumát reg esp e múlt corpo,18,18,130260,2022-07
Outr traum reg espec não espec e múltipl corpo,310,310,130260,2022-07
Efeitos corpo estranho através de orifício nat,27,27,130260,2022-07
Queimadura e corrosões,38,38,130260,2022-07
Envenenamento por drogas e substâncias biológ,5,5,130260,2022-07
Efeitos tóxicos subst origem princ não-medicin,101,101,130260,2022-07
Outros efeitos e não espec de causas externas,5,5,130260,2022-07
Cert compl prec traum compl cirúrg ass méd NCOP,77,77,130260,2022-07
Seqüel traum enven e outr conseq causas extern,11,11,130260,2022-07
21 Contatos com serviços de saúde,397,397,130260,2022-07
Pessoas em contato com serv saúde exame invest,83,83,130260,2022-07
Anticoncepção,197,197,130260,2022-07
Rastreamento pré-natal e outr superv da gravid,1,1,130260,2022-07
Pessoas contato serv saúde cuidados proc espec,112,112,130260,2022-07
Pessoas contato serv saúde por outras razões,4,4,130260,2022-07
