lista morb  cid-10,2020,total,municipio_ibge,competencia
Transtornos da densidade e da estrutura ósseas,3,3,130260,2020-04
Osteomielite,5,5,130260,2020-04
Outras doenças sist osteomuscular e tec conjunt,1,1,130260,2020-04
14 Doenças do aparelho geniturinário,752,752,130260,2020-04
Síndrome nefríticas aguda e rapidamente progres,13,13,130260,2020-04
Outras doenças glomerulares,17,17,130260,2020-04
Doenças renais túbulo-intersticiais,28,28,130260,2020-04
Insuficiência renal,131,131,130260,2020-04
Urolitíase,31,31,130260,2020-04
Cistite,12,12,130260,2020-04
Outras doenças do aparelho urinário,293,293,130260,2020-04
Hiperplasia da próstata,11,11,130260,2020-04
Outros transtornos da próstata,2,2,130260,2020-04
Hidrocele e espermatocele,2,2,130260,2020-04
Preprúcio redundante fimose e parafimose,8,8,130260,2020-04
Outras doenças dos órgãos genitais masculinos,8,8,130260,2020-04
Transtornos da mama,17,17,130260,2020-04
Salpingite e ooforite,25,25,130260,2020-04
Outras doenças inflamat órgãos pélvicos femin,64,64,130260,2020-04
Endometriose,4,4,130260,2020-04
Prolapso genital feminino,15,15,130260,2020-04
Transt não-inflam ovário tromp Falópio lig larg,21,21,130260,2020-04
Transtornos da menstruação,1,1,130260,2020-04
Outros transtornos do aparelho geniturinário,49,49,130260,2020-04
15 Gravidez parto e puerpério,5564,5564,130260,2020-04
Aborto espontâneo,241,241,130260,2020-04
Aborto por razões médicas,3,3,130260,2020-04
Outras gravidezes que terminam em aborto,197,197,130260,2020-04
Edema protein transt hipertens grav parto puerp,140,140,130260,2020-04
Placent prév descol premat plac hemorr antepart,13,13,130260,2020-04
Outr mot ass mãe rel cav fet amn pos prob part,397,397,130260,2020-04
Trabalho de parto obstruído,388,388,130260,2020-04
Hemorragia pós-parto,3,3,130260,2020-04
Outras complicações da gravidez e do parto,1141,1141,130260,2020-04
Parto único espontâneo,2876,2876,130260,2020-04
Compl pred rel puerpério e outr afecç obst NCOP,165,165,130260,2020-04
16 Algumas afec originadas no período perinatal,541,541,130260,2020-04
Feto e rec-nasc afet fat mat e compl grav parto,1,1,130260,2020-04
Ret cres fet desn fet tran gest curt baix peso,125,125,130260,2020-04
Trauma durante o nascimento,1,1,130260,2020-04
Hipóxia intrauterina e asfixia ao nascer,10,10,130260,2020-04
Outros transt respiratórios orig per perinatal,94,94,130260,2020-04
Doenças infecciosas e parasitárias congênitas,87,87,130260,2020-04
Outras infecções específicas do período perinat,24,24,130260,2020-04
Outras afecções originadas no período perinatal,199,199,130260,2020-04
17 Malf cong deformid e anomalias cromossômicas,76,76,130260,2020-04
Espinha bífida,2,2,130260,2020-04
Outras malformações congênitas do sistema nerv,4,4,130260,2020-04
Malformações congênitas do aparelho circulat,29,29,130260,2020-04
Fenda labial e fenda palatina,3,3,130260,2020-04
Outras malformações congênitas aparelho digest,13,13,130260,2020-04
Testiculo não-descido,5,5,130260,2020-04
Outras malformações do aparelho geniturinário,4,4,130260,2020-04
Deformidades congênitas do quadril,2,2,130260,2020-04
Deformidades congênitas dos pés,1,1,130260,2020-04
Outr malform e deform congên aparelho osteomusc,8,8,130260,2020-04
Outras malformações congênitas,4,4,130260,2020-04
Anomalias cromossômicas NCOP,1,1,130260,2020-04
18 Sint sinais e achad anorm ex clín e laborat,115,115,130260,2020-04
Dor abdominal e pélvica,68,68,130260,2020-04
Outr sist sinais achad anorm ex clín labor NCOP,47,47,130260,2020-04
19 Lesões enven e alg out conseq causas externas,925,925,130260,2020-04
Fratura do crânio e dos ossos da face,9,9,130260,2020-04
Fratura do pescoço tórax ou pelve,6,6,130260,2020-04
Fratura do fêmur,62,62,130260,2020-04
Fratura de outros ossos dos membros,195,195,130260,2020-04
Fraturas envolvendo múltiplas regiões do corpo,39,39,130260,2020-04
Luxações entorse distensão reg esp e múlt corpo,20,20,130260,2020-04
Traumatismo intracraniano,99,99,130260,2020-04
Traumatismo de outros órgãos internos,51,51,130260,2020-04
Lesões esmag amput traumát reg esp e múlt corpo,14,14,130260,2020-04
Outr traum reg espec não espec e múltipl corpo,230,230,130260,2020-04
Efeitos corpo estranho através de orifício nat,10,10,130260,2020-04
Queimadura e corrosões,22,22,130260,2020-04
Envenenamento por drogas e substâncias biológ,3,3,130260,2020-04
Efeitos tóxicos subst origem princ não-medicin,108,108,130260,2020-04
Outros efeitos e não espec de causas externas,5,5,130260,2020-04
Cert compl prec traum compl cirúrg ass méd NCOP,50,50,130260,2020-04
Seqüel traum enven e outr conseq causas extern,2,2,130260,2020-04
21 Contatos com serviços de saúde,91,91,130260,2020-04
Pessoas em contato com serv saúde exame invest,22,22,130260,2020-04
Anticoncepção,57,57,130260,2020-04
Pessoas contato serv saúde cuidados proc espec,9,9,130260,2020-04
Pessoas contato serv saúde por outras razões,3,3,130260,2020-04
