procedimento,2022,total,municipio_ibge,competencia
0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA,2,2,130260,2022-01
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,1761,1761,130260,2022-01
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,1620,1620,130260,2022-01
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,71,71,130260,2022-01
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,58,58,130260,2022-01
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),1030,1030,130260,2022-01
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),1709,1709,130260,2022-01
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1432,1432,130260,2022-01
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,10,10,130260,2022-01
0202020177 DOSAGEM DE ANTITROMBINA III,2,2,130260,2022-01
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2022-01
0202020207 DOSAGEM DE FATOR V,1,1,130260,2022-01
0202020223 DOSAGEM DE FATOR VIII,1,1,130260,2022-01
0202020290 DOSAGEM DE FIBRINOGENIO,33,33,130260,2022-01
0202020304 DOSAGEM DE HEMOGLOBINA,43,43,130260,2022-01
0202020355 ELETROFORESE DE HEMOGLOBINA,158,158,130260,2022-01
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",245,245,130260,2022-01
0202020371 HEMATOCRITO,243,243,130260,2022-01
0202020380 HEMOGRAMA COMPLETO,16918,16918,130260,2022-01
0202020398 LEUCOGRAMA,628,628,130260,2022-01
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,2,2,130260,2022-01
0202020410 PESQUISA DE CELULAS LE,1,1,130260,2022-01
0202020452 PESQUISA DE PLASMODIO,407,407,130260,2022-01
0202020487 PROVA DE CONSUMO DE PROTROMBINA,1,1,130260,2022-01
0202020495 PROVA DE RETRACAO DO COAGULO,1409,1409,130260,2022-01
0202020509 PROVA DO LACO,1422,1422,130260,2022-01
0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,1,1,130260,2022-01
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,2,2,130260,2022-01
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),31,31,130260,2022-01
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,4,4,130260,2022-01
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,417,417,130260,2022-01
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),12,12,130260,2022-01
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),20,20,130260,2022-01
0202030075 DETERMINACAO DE FATOR REUMATOIDE,823,823,130260,2022-01
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,1401,1401,130260,2022-01
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,57,57,130260,2022-01
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),2844,2844,130260,2022-01
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,5,5,130260,2022-01
0202030121 DOSAGEM DE COMPLEMENTO C3,143,143,130260,2022-01
0202030130 DOSAGEM DE COMPLEMENTO C4,141,141,130260,2022-01
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),19,19,130260,2022-01
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),110,110,130260,2022-01
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),18,18,130260,2022-01
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,1,1,130260,2022-01
0202030202 DOSAGEM DE PROTEINA C REATIVA,3239,3239,130260,2022-01
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),240,240,130260,2022-01
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,37,37,130260,2022-01
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,34,34,130260,2022-01
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,122,122,130260,2022-01
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,39,39,130260,2022-01
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),11,11,130260,2022-01
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),3301,3301,130260,2022-01
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,18,18,130260,2022-01
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),32,32,130260,2022-01
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,61,61,130260,2022-01
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),82,82,130260,2022-01
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),77,77,130260,2022-01
0202030415 PESQUISA DE ANTICORPOS ANTICISTICERCO,1,1,130260,2022-01
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),1,1,130260,2022-01
0202030440 PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS,1,1,130260,2022-01
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),11,11,130260,2022-01
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,2,2,130260,2022-01
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),830,830,130260,2022-01
0202030504 PESQUISA DE ANTICORPOS ANTIGLOMERULO,1,1,130260,2022-01
0202030539 PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS,3,3,130260,2022-01
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,281,281,130260,2022-01
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,2,2,130260,2022-01
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,6,6,130260,2022-01
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,691,691,130260,2022-01
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,86,86,130260,2022-01
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),756,756,130260,2022-01
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),68,68,130260,2022-01
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),3515,3515,130260,2022-01
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),19,19,130260,2022-01
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,8,8,130260,2022-01
0202030717 PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO,312,312,130260,2022-01
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,5,5,130260,2022-01
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,142,142,130260,2022-01
0202030750 PESQUISA DE ANTICORPOS IGG ANTILEISHMANIAS,1,1,130260,2022-01
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,313,313,130260,2022-01
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),356,356,130260,2022-01
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,132,132,130260,2022-01
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),68,68,130260,2022-01
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,111,111,130260,2022-01
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,3,3,130260,2022-01
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,7,7,130260,2022-01
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,51,51,130260,2022-01
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,139,139,130260,2022-01
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,450,450,130260,2022-01
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),198,198,130260,2022-01
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,102,102,130260,2022-01
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),64,64,130260,2022-01
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,108,108,130260,2022-01
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,5,5,130260,2022-01
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,7,7,130260,2022-01
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,41,41,130260,2022-01
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),136,136,130260,2022-01
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),1490,1490,130260,2022-01
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),83,83,130260,2022-01
0202030997 DETECCAO DE CLAMIDIA E GONOCOCO POR BIOLOGIA MOLECULAR,4,4,130260,2022-01
0202031004 PESQUISA DE CRIOGLOBULINAS,1,1,130260,2022-01
0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),357,357,130260,2022-01
0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,344,344,130260,2022-01
0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,484,484,130260,2022-01
0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),9,9,130260,2022-01
0202031071 QUANTIFICACAO DE RNA DO HIV-1,1371,1371,130260,2022-01
0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C,99,99,130260,2022-01
0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,280,280,130260,2022-01
0202031101 REACAO DE MONTENEGRO ID,1,1,130260,2022-01
0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,2789,2789,130260,2022-01
0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,97,97,130260,2022-01
0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,97,97,130260,2022-01
0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES,3061,3061,130260,2022-01
0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,5,5,130260,2022-01
0202031195 DOSAGEM DA FRACAO C1Q DO COMPLEMENTO,2,2,130260,2022-01
0202031209 DOSAGEM DE TROPONINA,281,281,130260,2022-01
0202031217 DOSAGEM DO ANTIGENO CA 125,129,129,130260,2022-01
0202031250 DETECCAO DE RNA DO HTLV-1,7,7,130260,2022-01
0202031268 PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT),1,1,130260,2022-01
0202040020 DOSAGEM DE GORDURA FECAL,1,1,130260,2022-01
0202040038 EXAME COPROLOGICO FUNCIONAL,257,257,130260,2022-01
0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),12,12,130260,2022-01
0202040062 PESQUISA DE EOSINOFILOS,1,1,130260,2022-01
0202040070 PESQUISA DE GORDURA FECAL,1,1,130260,2022-01
0202040089 PESQUISA DE LARVAS NAS FEZES,519,519,130260,2022-01
0202040097 PESQUISA DE LEUCOCITOS NAS FEZES,33,33,130260,2022-01
0202040100 PESQUISA DE LEVEDURAS NAS FEZES,8,8,130260,2022-01
0202040119 PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),4,4,130260,2022-01
0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS,5758,5758,130260,2022-01
0202040135 PESQUISA DE ROTAVIRUS NAS FEZES,82,82,130260,2022-01
0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES,348,348,130260,2022-01
0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,1,1,130260,2022-01
0202040160 PESQUISA DE TRIPSINA NAS FEZES,1,1,130260,2022-01
0202040178 PESQUISA DE TROFOZOITAS NAS FEZES,24,24,130260,2022-01
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",11875,11875,130260,2022-01
0202050025 CLEARANCE DE CREATININA,180,180,130260,2022-01
0202050033 CLEARANCE DE FOSFATO,2,2,130260,2022-01
0202050041 CLEARANCE DE UREIA,139,139,130260,2022-01
0202050084 DOSAGEM DE CITRATO,19,19,130260,2022-01
0202050092 DOSAGEM DE MICROALBUMINA NA URINA,340,340,130260,2022-01
0202050106 DOSAGEM DE OXALATO,15,15,130260,2022-01
0202050114 DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),279,279,130260,2022-01
0202050149 PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA),1,1,130260,2022-01
0202050190 PESQUISA DE CISTINA NA URINA,9,9,130260,2022-01
0202050211 PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA,1,1,130260,2022-01
0202050254 PESQUISA DE GONADOTROFINA CORIONICA,27,27,130260,2022-01
0202050262 PESQUISA DE HOMOCISTINA NA URINA,5,5,130260,2022-01
0202050270 PESQUISA DE LACTOSE NA URINA,1,1,130260,2022-01
0202050297 PESQUISA DE PORFOBILINOGENIO NA URINA,1,1,130260,2022-01
0202050300 PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE),5,5,130260,2022-01
0202050327 PROVA DE DILUICAO (URINA),3,3,130260,2022-01
0202060012 DETERMINACAO DE INDICE DE TIROXINA LIVRE,2,2,130260,2022-01
0202060020 DETERMINACAO DE RETENCAO DE T3,26,26,130260,2022-01
0202060039 DETERMINACAO DE T3 REVERSO,11,11,130260,2022-01
0202060047 DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,28,28,130260,2022-01
0202060055 DOSAGEM DE 17-CETOSTEROIDES TOTAIS,1,1,130260,2022-01
0202060063 DOSAGEM DE 17-HIDROXICORTICOSTEROIDES,1,1,130260,2022-01
0202060071 DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),1,1,130260,2022-01
0202060080 DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),25,25,130260,2022-01
0202060098 DOSAGEM DE ALDOSTERONA,1,1,130260,2022-01
0202060110 DOSAGEM DE ANDROSTENEDIONA,17,17,130260,2022-01
0202060128 DOSAGEM DE CALCITONINA,7,7,130260,2022-01
0202060136 DOSAGEM DE CORTISOL,124,124,130260,2022-01
0202060144 DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),33,33,130260,2022-01
0202060152 DOSAGEM DE DIHIDROTESTOTERONA (DHT),8,8,130260,2022-01
0202060160 DOSAGEM DE ESTRADIOL,585,585,130260,2022-01
0202060179 DOSAGEM DE ESTRIOL,51,51,130260,2022-01
0202060187 DOSAGEM DE ESTRONA,262,262,130260,2022-01
0202060195 DOSAGEM DE GASTRINA,1,1,130260,2022-01
0202060209 DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA,2,2,130260,2022-01
"0202060217 DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",433,433,130260,2022-01
0202060225 DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),30,30,130260,2022-01
0202060233 DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),1275,1275,130260,2022-01
0202060241 DOSAGEM DE HORMONIO LUTEINIZANTE (LH),1096,1096,130260,2022-01
0202060250 DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),5746,5746,130260,2022-01
0202060268 DOSAGEM DE INSULINA,567,567,130260,2022-01
0202060276 DOSAGEM DE PARATORMONIO,746,746,130260,2022-01
0202060284 DOSAGEM DE PEPTIDEO C,26,26,130260,2022-01
0202060292 DOSAGEM DE PROGESTERONA,482,482,130260,2022-01
0202060306 DOSAGEM DE PROLACTINA,528,528,130260,2022-01
0202060314 DOSAGEM DE RENINA,3,3,130260,2022-01
0202060322 DOSAGEM DE SOMATOMEDINA C (IGF1),90,90,130260,2022-01
0202060330 DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),15,15,130260,2022-01
0202060349 DOSAGEM DE TESTOSTERONA,402,402,130260,2022-01
0202060357 DOSAGEM DE TESTOSTERONA LIVRE,596,596,130260,2022-01
0202060365 DOSAGEM DE TIREOGLOBULINA,33,33,130260,2022-01
0202060373 DOSAGEM DE TIROXINA (T4),1317,1317,130260,2022-01
0202060381 DOSAGEM DE TIROXINA LIVRE (T4 LIVRE),5056,5056,130260,2022-01
0202060390 DOSAGEM DE TRIIODOTIRONINA (T3),1922,1922,130260,2022-01
0202060403 TESTE DE ESTIMULO DA PROLACTINA / TSH APOS TRH,22,22,130260,2022-01
0202060446 TESTE DE SUPRESSAO DO CORTISOL APOS DEXAMETASONA,1,1,130260,2022-01
0202060470 PESQUISA DE MACROPROLACTINA,11,11,130260,2022-01
0202070026 DOSAGEM DE ACIDO HIPURICO,1,1,130260,2022-01
0202070050 DOSAGEM DE ACIDO VALPROICO,7,7,130260,2022-01
0202070085 DOSAGEM DE ALUMINIO,88,88,130260,2022-01
0202070158 DOSAGEM DE CARBAMAZEPINA,5,5,130260,2022-01
0202070166 DOSAGEM DE CARBOXI-HEMOGLOBINA,3,3,130260,2022-01
0202070174 DOSAGEM DE CHUMBO,1,1,130260,2022-01
0202070182 DOSAGEM DE CICLOSPORINA,4,4,130260,2022-01
0202070190 DOSAGEM DE COBRE,10,10,130260,2022-01
0202070220 DOSAGEM DE FENITOINA,1,1,130260,2022-01
0202070255 DOSAGEM DE LITIO,37,37,130260,2022-01
0202070263 DOSAGEM DE MERCURIO,2,2,130260,2022-01
0202070352 DOSAGEM DE ZINCO,304,304,130260,2022-01
0202080013 ANTIBIOGRAMA,955,955,130260,2022-01
0202080021 ANTIBIOGRAMA C/ CONCENTRACAO INIBITORIA MINIMA,5,5,130260,2022-01
0202080030 ANTIBIOGRAMA P/ MICOBACTERIAS,15,15,130260,2022-01
0202080048 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOSE (DIAGNOSTICA),50,50,130260,2022-01
0202080056 BACILOSCOPIA DIRETA P/ BAAR (HANSENIASE),3,3,130260,2022-01
0202080064 BACILOSCOPIA DIRETA P/ BAAR TUBERCULOS (CONTROLE),21,21,130260,2022-01
0202080072 BACTERIOSCOPIA (GRAM),116,116,130260,2022-01
0202080080 CULTURA DE BACTERIAS P/ IDENTIFICACAO,1203,1203,130260,2022-01
0202080102 CULTURA P/ HERPESVIRUS,1,1,130260,2022-01
