procedimento,2022,total,municipio_ibge,competencia
0201010666 BIOPSIA DO COLO UTERINO,81,81,130260,2022-04-01
0201020017 COLETA DE LAVADO BRONCO-ALVEOLAR,2,2,130260,2022-04-01
0201020033 COLETA DE MATERIAL DO COLO DE UTERO PARA EXAME CITOPATOLOGICO,222,222,130260,2022-04-01
0201020041 COLETA DE MATERIAL PARA EXAME LABORATORIAL,5529,5529,130260,2022-04-01
0201020050 COLETA DE SANGUE PARA TRIAGEM NEONATAL,19,19,130260,2022-04-01
0202010015 CLEARANCE OSMOLAR,1,1,130260,2022-04-01
0202010023 DETERMINACAO DE CAPACIDADE DE FIXACAO DO FERRO,198,198,130260,2022-04-01
0202010031 DETERMINACAO DE CROMATOGRAFIA DE AMINOACIDOS,13,13,130260,2022-04-01
0202010040 DETERMINACAO DE CURVA GLICEMICA (2 DOSAGENS),230,230,130260,2022-04-01
0202010058 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA ( 5 DOSAGENS),3,3,130260,2022-04-01
0202010066 DETERMINACAO DE CURVA GLICEMICA C/ INDUCAO POR CORTISONA (4 DOSAGENS),2,2,130260,2022-04-01
0202010074 DETERMINACAO DE CURVA GLICEMICA CLASSICA (5 DOSAGENS),17,17,130260,2022-04-01
0202010082 DETERMINACAO DE OSMOLARIDADE,2,2,130260,2022-04-01
0202010112 DOSAGEM DE ACIDO ASCORBICO,133,133,130260,2022-04-01
0202010120 DOSAGEM DE ACIDO URICO,4185,4185,130260,2022-04-01
0202010147 DOSAGEM DE ALDOLASE,338,338,130260,2022-04-01
0202010155 DOSAGEM DE ALFA-1-ANTITRIPSINA,2,2,130260,2022-04-01
0202010163 DOSAGEM DE ALFA-1-GLICOPROTEINA ACIDA,24,24,130260,2022-04-01
0202010180 DOSAGEM DE AMILASE,1391,1391,130260,2022-04-01
0202010201 DOSAGEM DE BILIRRUBINA TOTAL E FRACOES,2809,2809,130260,2022-04-01
0202010210 DOSAGEM DE CALCIO,3777,3777,130260,2022-04-01
0202010228 DOSAGEM DE CALCIO IONIZAVEL,1298,1298,130260,2022-04-01
0202010236 DOSAGEM DE CAROTENO,1,1,130260,2022-04-01
0202010252 DOSAGEM DE CERULOPLASMINA,10,10,130260,2022-04-01
0202010260 DOSAGEM DE CLORETO,1134,1134,130260,2022-04-01
0202010279 DOSAGEM DE COLESTEROL HDL,13334,13334,130260,2022-04-01
0202010287 DOSAGEM DE COLESTEROL LDL,10379,10379,130260,2022-04-01
0202010295 DOSAGEM DE COLESTEROL TOTAL,18258,18258,130260,2022-04-01
0202010317 DOSAGEM DE CREATININA,14812,14812,130260,2022-04-01
0202010325 DOSAGEM DE CREATINOFOSFOQUINASE (CPK),1154,1154,130260,2022-04-01
0202010333 DOSAGEM DE CREATINOFOSFOQUINASE FRACAO MB,1081,1081,130260,2022-04-01
0202010341 DOSAGEM DE DESIDROGENASE ALFA-HIDROXIBUTIRICA,2,2,130260,2022-04-01
0202010350 DOSAGEM DE DESIDROGENASE GLUTAMICA,9,9,130260,2022-04-01
0202010368 DOSAGEM DE DESIDROGENASE LATICA,1111,1111,130260,2022-04-01
0202010376 DOSAGEM DE DESIDROGENASE LATICA (ISOENZIMAS FRACIONADAS),3,3,130260,2022-04-01
0202010384 DOSAGEM DE FERRITINA,2953,2953,130260,2022-04-01
0202010392 DOSAGEM DE FERRO SERICO,2353,2353,130260,2022-04-01
0202010406 DOSAGEM DE FOLATO,529,529,130260,2022-04-01
0202010414 DOSAGEM DE FOSFATASE ACIDA TOTAL,7,7,130260,2022-04-01
0202010422 DOSAGEM DE FOSFATASE ALCALINA,3958,3958,130260,2022-04-01
0202010430 DOSAGEM DE FOSFORO,2451,2451,130260,2022-04-01
0202010465 DOSAGEM DE GAMA-GLUTAMIL-TRANSFERASE (GAMA GT),4059,4059,130260,2022-04-01
0202010473 DOSAGEM DE GLICOSE,17985,17985,130260,2022-04-01
0202010481 DOSAGEM DE GLICOSE-6-FOSFATO DESIDROGENASE,18,18,130260,2022-04-01
0202010490 DOSAGEM DE HAPTOGLOBINA,1,1,130260,2022-04-01
0202010503 DOSAGEM DE HEMOGLOBINA GLICOSILADA,7265,7265,130260,2022-04-01
0202010511 DOSAGEM DE HIDROXIPROLINA,1,1,130260,2022-04-01
0202010538 DOSAGEM DE LACTATO,260,260,130260,2022-04-01
0202010554 DOSAGEM DE LIPASE,926,926,130260,2022-04-01
0202010562 DOSAGEM DE MAGNESIO,2040,2040,130260,2022-04-01
0202010570 DOSAGEM DE MUCO-PROTEINAS,69,69,130260,2022-04-01
0202010600 DOSAGEM DE POTASSIO,7053,7053,130260,2022-04-01
0202010619 DOSAGEM DE PROTEINAS TOTAIS,62,62,130260,2022-04-01
0202010627 DOSAGEM DE PROTEINAS TOTAIS E FRACOES,1128,1128,130260,2022-04-01
0202010635 DOSAGEM DE SODIO,5682,5682,130260,2022-04-01
0202010643 DOSAGEM DE TRANSAMINASE GLUTAMICO-OXALACETICA (TGO),11101,11101,130260,2022-04-01
0202010651 DOSAGEM DE TRANSAMINASE GLUTAMICO-PIRUVICA (TGP),11449,11449,130260,2022-04-01
0202010660 DOSAGEM DE TRANSFERRINA,925,925,130260,2022-04-01
0202010678 DOSAGEM DE TRIGLICERIDEOS,12542,12542,130260,2022-04-01
0202010686 DOSAGEM DE TRIPTOFANO,12,12,130260,2022-04-01
0202010694 DOSAGEM DE UREIA,16057,16057,130260,2022-04-01
0202010708 DOSAGEM DE VITAMINA B12,2971,2971,130260,2022-04-01
0202010716 ELETROFORESE DE LIPOPROTEINAS,7,7,130260,2022-04-01
0202010724 ELETROFORESE DE PROTEINAS,72,72,130260,2022-04-01
0202010732 GASOMETRIA (PH PCO2 PO2 BICARBONATO AS2 (EXCESSO OU DEFICIT BASE ),398,398,130260,2022-04-01
0202010759 TESTE DE TOLERANCIA A INSULINA / HIPOGLICEMIANTES ORAIS,27,27,130260,2022-04-01
0202010767 DOSAGEM DE 25 HIDROXIVITAMINA D,7065,7065,130260,2022-04-01
0202020010 CITOQUIMICA HEMATOLOGICA,1,1,130260,2022-04-01
0202020029 CONTAGEM DE PLAQUETAS,1592,1592,130260,2022-04-01
0202020037 CONTAGEM DE RETICULOCITOS,85,85,130260,2022-04-01
0202020061 DETERMINACAO DE SULFO-HEMOGLOBINA,1,1,130260,2022-04-01
0202020070 DETERMINACAO DE TEMPO DE COAGULACAO,2460,2460,130260,2022-04-01
0202020088 DETERMINACAO DE TEMPO DE LISE DA EUGLOBULINA,2,2,130260,2022-04-01
0202020096 DETERMINACAO DE TEMPO DE SANGRAMENTO -DUKE,2255,2255,130260,2022-04-01
0202020100 DETERMINACAO DE TEMPO DE SANGRAMENTO DE IVY,143,143,130260,2022-04-01
0202020118 DETERMINACAO DE TEMPO DE SOBREVIDA DE HEMACIAS,3,3,130260,2022-04-01
0202020126 DETERMINACAO DE TEMPO DE TROMBINA,82,82,130260,2022-04-01
0202020134 DETERMINACAO DE TEMPO DE TROMBOPLASTINA PARCIAL ATIVADA (TTP ATIVADA),1565,1565,130260,2022-04-01
0202020142 DETERMINACAO DE TEMPO E ATIVIDADE DA PROTROMBINA (TAP),2818,2818,130260,2022-04-01
0202020150 DETERMINACAO DE VELOCIDADE DE HEMOSSEDIMENTACAO (VHS),1782,1782,130260,2022-04-01
0202020169 DOSAGEM DE ANTICOAGULANTE CIRCULANTE,11,11,130260,2022-04-01
0202020177 DOSAGEM DE ANTITROMBINA III,2,2,130260,2022-04-01
0202020185 DOSAGEM DE FATOR II,1,1,130260,2022-04-01
0202020193 DOSAGEM DE FATOR IX,1,1,130260,2022-04-01
0202020207 DOSAGEM DE FATOR V,5,5,130260,2022-04-01
0202020215 DOSAGEM DE FATOR VII,2,2,130260,2022-04-01
0202020223 DOSAGEM DE FATOR VIII,1,1,130260,2022-04-01
0202020258 DOSAGEM DE FATOR X,1,1,130260,2022-04-01
0202020266 DOSAGEM DE FATOR XI,1,1,130260,2022-04-01
0202020274 DOSAGEM DE FATOR XII,1,1,130260,2022-04-01
0202020290 DOSAGEM DE FIBRINOGENIO,70,70,130260,2022-04-01
0202020304 DOSAGEM DE HEMOGLOBINA,58,58,130260,2022-04-01
0202020347 DOSAGEM DE PLASMINOGENIO,1,1,130260,2022-04-01
0202020355 ELETROFORESE DE HEMOGLOBINA,214,214,130260,2022-04-01
"0202020363 ERITROGRAMA (ERITROCITOS, HEMOGLOBINA, HEMATOCRITO)",688,688,130260,2022-04-01
0202020371 HEMATOCRITO,325,325,130260,2022-04-01
0202020380 HEMOGRAMA COMPLETO,23753,23753,130260,2022-04-01
0202020398 LEUCOGRAMA,748,748,130260,2022-04-01
0202020401 PESQUISA DE ATIVIDADE DO COFATOR DE RISTOCETINA,3,3,130260,2022-04-01
0202020410 PESQUISA DE CELULAS LE,2,2,130260,2022-04-01
0202020428 PESQUISA DE CORPUSCULOS DE HEINZ,1,1,130260,2022-04-01
0202020436 PESQUISA DE FILARIA,18,18,130260,2022-04-01
0202020444 PESQUISA DE HEMOGLOBINA S,2,2,130260,2022-04-01
0202020452 PESQUISA DE PLASMODIO,290,290,130260,2022-04-01
0202020460 PESQUISA DE TRIPANOSSOMA,1,1,130260,2022-04-01
0202020487 PROVA DE CONSUMO DE PROTROMBINA,2,2,130260,2022-04-01
0202020495 PROVA DE RETRACAO DO COAGULO,1852,1852,130260,2022-04-01
0202020509 PROVA DO LACO,1874,1874,130260,2022-04-01
0202020517 RASTREIO P/ DEFICIENCIA DE ENZIMAS ERITROCITARIAS,1,1,130260,2022-04-01
0202020525 TESTE DE AGREGACAO DE PLAQUETAS,2,2,130260,2022-04-01
0202020541 TESTE DIRETO DE ANTIGLOBULINA HUMANA (TAD),42,42,130260,2022-04-01
0202020576 PESQUISA DE ANTICOAGULANTE LUPICO,8,8,130260,2022-04-01
0202030024 CONTAGEM DE LINFOCITOS CD4/CD8,441,441,130260,2022-04-01
0202030040 DETECCAO DE ACIDOS NUCLEICOS DO HIV-1 (QUALITATIVO),11,11,130260,2022-04-01
0202030059 DETECCAO DE RNA DO VIRUS DA HEPATITE C (QUALITATIVO),20,20,130260,2022-04-01
0202030067 DETERMINACAO DE COMPLEMENTO (CH50),37,37,130260,2022-04-01
0202030075 DETERMINACAO DE FATOR REUMATOIDE,922,922,130260,2022-04-01
0202030083 DETERMINACAO QUANTITATIVA DE PROTEINA C REATIVA,1065,1065,130260,2022-04-01
0202030091 DOSAGEM DE ALFA-FETOPROTEINA,52,52,130260,2022-04-01
0202030105 DOSAGEM DE ANTIGENO PROSTATICO ESPECIFICO (PSA),3282,3282,130260,2022-04-01
0202030113 DOSAGEM DE BETA-2-MICROGLOBULINA,10,10,130260,2022-04-01
0202030121 DOSAGEM DE COMPLEMENTO C3,186,186,130260,2022-04-01
0202030130 DOSAGEM DE COMPLEMENTO C4,189,189,130260,2022-04-01
0202030156 DOSAGEM DE IMUNOGLOBULINA A (IGA),43,43,130260,2022-04-01
0202030164 DOSAGEM DE IMUNOGLOBULINA E (IGE),171,171,130260,2022-04-01
0202030180 DOSAGEM DE IMUNOGLOBULINA M (IGM),32,32,130260,2022-04-01
0202030199 DOSAGEM DE INIBIDOR DE C1-ESTERASE,3,3,130260,2022-04-01
0202030202 DOSAGEM DE PROTEINA C REATIVA,4202,4202,130260,2022-04-01
0202030229 IMUNOELETROFORESE DE PROTEINAS,2,2,130260,2022-04-01
0202030237 IMUNOFENOTIPAGEM DE HEMOPATIAS MALIGNAS (POR MARCADOR),120,120,130260,2022-04-01
0202030253 PESQUISA DE ANTICORPO IGG ANTICARDIOLIPINA,37,37,130260,2022-04-01
0202030261 PESQUISA DE ANTICORPO IGM ANTICARDIOLIPINA,33,33,130260,2022-04-01
0202030270 PESQUISA DE ANTICORPOS ANTI-DNA,139,139,130260,2022-04-01
0202030288 PESQUISA DE ANTICORPOS ANTI-HELICOBACTER PYLORI,40,40,130260,2022-04-01
0202030296 PESQUISA DE ANTICORPOS ANTI-HIV-1 (WESTERN BLOT),16,16,130260,2022-04-01
0202030300 PESQUISA DE ANTICORPOS ANTI-HIV-1 + HIV-2 (ELISA),4620,4620,130260,2022-04-01
0202030318 PESQUISA DE ANTICORPOS ANTI-HTLV-1 + HTLV-2,39,39,130260,2022-04-01
0202030326 PESQUISA DE ANTICORPOS ANTI-RIBONUCLEOPROTEINA (RNP),29,29,130260,2022-04-01
0202030342 PESQUISA DE ANTICORPOS ANTI-SM,73,73,130260,2022-04-01
0202030350 PESQUISA DE ANTICORPOS ANTI-SS-A (RO),91,91,130260,2022-04-01
0202030369 PESQUISA DE ANTICORPOS ANTI-SS-B (LA),81,81,130260,2022-04-01
0202030423 PESQUISA DE ANTICORPOS ANTICLAMIDIA (POR IMUNOFLUORESCENCIA),1,1,130260,2022-04-01
0202030440 PESQUISA DE ANTICORPOS ANTIEQUINOCOCOS,1,1,130260,2022-04-01
0202030458 PESQUISA DE ANTICORPOS ANTIESCLERODERMA (SCL 70),7,7,130260,2022-04-01
0202030466 PESQUISA DE ANTICORPOS ANTIESPERMATOZOIDES,3,3,130260,2022-04-01
0202030474 PESQUISA DE ANTICORPOS ANTIESTREPTOLISINA O (ASLO),859,859,130260,2022-04-01
0202030539 PESQUISA DE ANTICORPOS ANTILEPTOSPIRAS,5,5,130260,2022-04-01
0202030555 PESQUISA DE ANTICORPOS ANTIMICROSSOMAS,292,292,130260,2022-04-01
0202030563 PESQUISA DE ANTICORPOS ANTIMITOCONDRIA,23,23,130260,2022-04-01
0202030580 PESQUISA DE ANTICORPOS ANTIMUSCULO LISO,22,22,130260,2022-04-01
0202030598 PESQUISA DE ANTICORPOS ANTINUCLEO,899,899,130260,2022-04-01
0202030610 PESQUISA DE ANTICORPOS ANTIPLASMODIOS,2,2,130260,2022-04-01
0202030628 PESQUISA DE ANTICORPOS ANTITIREOGLOBULINA,102,102,130260,2022-04-01
0202030636 PESQUISA DE ANTICORPOS CONTRA ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (ANTI-HBS),943,943,130260,2022-04-01
0202030644 PESQUISA DE ANTICORPOS CONTRA ANTIGENO E DO VIRUS DA HEPATITE B (ANTI-HBE),88,88,130260,2022-04-01
0202030652 PESQUISA DE ANTICORPOS CONTRA HISTOPLASMA,1,1,130260,2022-04-01
0202030679 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE C (ANTI-HCV),3249,3249,130260,2022-04-01
0202030687 PESQUISA DE ANTICORPOS CONTRA O VIRUS DA HEPATITE D (ANTI-HDV),43,43,130260,2022-04-01
0202030695 PESQUISA DE ANTICORPOS CONTRA O VIRUS DO SARAMPO,7,7,130260,2022-04-01
0202030717 PESQUISA DE ANTICORPOS E/OU ANTIGENO DO VIRUS SINCICIAL RESPIRATORIO,44,44,130260,2022-04-01
0202030725 PESQUISA DE ANTICORPOS EIE ANTICLAMIDIA,4,4,130260,2022-04-01
0202030733 PESQUISA DE ANTICORPOS HETEROFILOS CONTA O VIRUS EPSTEIN-BARR,5,5,130260,2022-04-01
0202030741 PESQUISA DE ANTICORPOS IGG ANTICITOMEGALOVIRUS,193,193,130260,2022-04-01
0202030768 PESQUISA DE ANTICORPOS IGG ANTITOXOPLASMA,386,386,130260,2022-04-01
0202030784 PESQUISA DE ANTICORPOS IGG E IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-TOTAL),534,534,130260,2022-04-01
0202030792 PESQUISA DE ANTICORPOS IGG CONTRA ARBOVIRUS,167,167,130260,2022-04-01
0202030806 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA HEPATITE A (HAV-IGG),96,96,130260,2022-04-01
0202030814 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA RUBEOLA,156,156,130260,2022-04-01
0202030822 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,17,17,130260,2022-04-01
0202030830 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS EPSTEIN-BARR,13,13,130260,2022-04-01
0202030849 PESQUISA DE ANTICORPOS IGG CONTRA O VIRUS HERPES SIMPLES,63,63,130260,2022-04-01
0202030857 PESQUISA DE ANTICORPOS IGM ANTICITOMEGALOVIRUS,193,193,130260,2022-04-01
0202030873 PESQUISA DE ANTICORPOS IGM ANTITOXOPLASMA,513,513,130260,2022-04-01
0202030890 PESQUISA DE ANTICORPOS IGM CONTRA ANTIGENO CENTRAL DO VIRUS DA HEPATITE B (ANTI-HBC-IGM),249,249,130260,2022-04-01
0202030903 PESQUISA DE ANTICORPOS IGM CONTRA ARBOVIRUS,66,66,130260,2022-04-01
0202030911 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA HEPATITE A (HAV-IGG),87,87,130260,2022-04-01
0202030920 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA RUBEOLA,152,152,130260,2022-04-01
0202030938 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS DA VARICELA-HERPES ZOSTER,14,14,130260,2022-04-01
0202030946 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS EPSTEIN-BARR,11,11,130260,2022-04-01
0202030954 PESQUISA DE ANTICORPOS IGM CONTRA O VIRUS HERPES SIMPLES,45,45,130260,2022-04-01
0202030962 PESQUISA DE ANTIGENO CARCINOEMBRIONARIO (CEA),141,141,130260,2022-04-01
0202030970 PESQUISA DE ANTIGENO DE SUPERFICIE DO VIRUS DA HEPATITE B (HBSAG),1974,1974,130260,2022-04-01
0202030989 PESQUISA DE ANTIGENO E DO VIRUS DA HEPATITE B (HBEAG),162,162,130260,2022-04-01
0202031004 PESQUISA DE CRIOGLOBULINAS,4,4,130260,2022-04-01
0202031012 PESQUISA DE FATOR REUMATOIDE (WAALER-ROSE),373,373,130260,2022-04-01
0202031020 PESQUISA DE HIV-1 POR IMUNOFLUORESCENCIA,588,588,130260,2022-04-01
0202031039 PESQUISA DE IMUNOGLOBULINA E (IGE) ALERGENO-ESPECIFICA,860,860,130260,2022-04-01
0202031047 PESQUISA DE TRYPANOSOMA CRUZI (POR IMUNOFLUORESCENCIA),11,11,130260,2022-04-01
0202031071 QUANTIFICACAO DE RNA DO HIV-1,1003,1003,130260,2022-04-01
0202031080 QUANTIFICACAO DE RNA DO VIRUS DA HEPATITE C,87,87,130260,2022-04-01
0202031098 TESTE TREPONEMICO P/ DETECCAO DE SIFILIS,405,405,130260,2022-04-01
0202031101 REACAO DE MONTENEGRO ID,3,3,130260,2022-04-01
0202031110 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS,3350,3350,130260,2022-04-01
0202031128 TESTE FTA-ABS IGG P/ DIAGNOSTICO DA SIFILIS,116,116,130260,2022-04-01
0202031136 TESTE FTA-ABS IGM P/ DIAGNOSTICO DA SIFILIS,116,116,130260,2022-04-01
0202031179 TESTE NAO TREPONEMICO P/ DETECCAO DE SIFILIS EM GESTANTES,4238,4238,130260,2022-04-01
0202031187 DOSAGEM DE ANTICORPOS ANTITRANSGLUTAMINAISE RECOMBINANTE HUMANO IGA,15,15,130260,2022-04-01
0202031195 DOSAGEM DA FRACAO C1Q DO COMPLEMENTO,2,2,130260,2022-04-01
0202031209 DOSAGEM DE TROPONINA,634,634,130260,2022-04-01
0202031217 DOSAGEM DO ANTIGENO CA 125,150,150,130260,2022-04-01
0202031250 DETECCAO DE RNA DO HTLV-1,2,2,130260,2022-04-01
0202031268 PESQUISA DE ANTICORPOS ANTICORPOS ANTI-HTLV-1 (WESTERN-BLOT),2,2,130260,2022-04-01
0202040020 DOSAGEM DE GORDURA FECAL,1,1,130260,2022-04-01
0202040038 EXAME COPROLOGICO FUNCIONAL,253,253,130260,2022-04-01
0202040054 PESQUISA DE ENTEROBIUS VERMICULARES (OXIURUS OXIURA),16,16,130260,2022-04-01
0202040062 PESQUISA DE EOSINOFILOS,1,1,130260,2022-04-01
0202040070 PESQUISA DE GORDURA FECAL,1,1,130260,2022-04-01
0202040089 PESQUISA DE LARVAS NAS FEZES,925,925,130260,2022-04-01
0202040097 PESQUISA DE LEUCOCITOS NAS FEZES,219,219,130260,2022-04-01
0202040100 PESQUISA DE LEVEDURAS NAS FEZES,39,39,130260,2022-04-01
0202040119 PESQUISA DE OVOS DE SCHISTOSOMAS (EM FRAGMENTO DE MUCOSA),2,2,130260,2022-04-01
0202040127 PESQUISA DE OVOS E CISTOS DE PARASITAS,7619,7619,130260,2022-04-01
0202040135 PESQUISA DE ROTAVIRUS NAS FEZES,244,244,130260,2022-04-01
0202040143 PESQUISA DE SANGUE OCULTO NAS FEZES,397,397,130260,2022-04-01
0202040151 PESQUISA DE SUBSTANCIAS REDUTORAS NAS FEZES,16,16,130260,2022-04-01
0202040160 PESQUISA DE TRIPSINA NAS FEZES,1,1,130260,2022-04-01
0202040178 PESQUISA DE TROFOZOITAS NAS FEZES,53,53,130260,2022-04-01
"0202050017 ANALISE DE CARACTERES FISICOS, ELEMENTOS E SEDIMENTO DA URINA",16403,16403,130260,2022-04-01
0202050025 CLEARANCE DE CREATININA,81,81,130260,2022-04-01
0202050033 CLEARANCE DE FOSFATO,3,3,130260,2022-04-01
0202050041 CLEARANCE DE UREIA,17,17,130260,2022-04-01
0202050050 CONTAGEM DE ADDIS,1,1,130260,2022-04-01
0202050076 IDENTIFICACAO DE GLICIDIOS URINARIOS POR CROMATOGRAFIA (CAMADA DELGADA),1,1,130260,2022-04-01
0202050084 DOSAGEM DE CITRATO,22,22,130260,2022-04-01
0202050092 DOSAGEM DE MICROALBUMINA NA URINA,483,483,130260,2022-04-01
0202050106 DOSAGEM DE OXALATO,17,17,130260,2022-04-01
0202050114 DOSAGEM DE PROTEINAS (URINA DE 24 HORAS),305,305,130260,2022-04-01
0202050130 EXAME QUALITATIVO DE CALCULOS URINARIOS,1,1,130260,2022-04-01
0202050149 PESQUISA / DOSAGEM DE AMINOACIDOS (POR CROMATOGRAFIA),1,1,130260,2022-04-01
0202050165 PESQUISA DE AMINOACIDOS NA URINA,2,2,130260,2022-04-01
0202050190 PESQUISA DE CISTINA NA URINA,4,4,130260,2022-04-01
0202050203 PESQUISA DE COPROPORFIRINA NA URINA,1,1,130260,2022-04-01
0202050211 PESQUISA DE ERROS INATOS DO METABOLISMO NA URINA,8,8,130260,2022-04-01
0202050220 PESQUISA DE FENIL-CETONA NA URINA,2,2,130260,2022-04-01
0202050238 PESQUISA DE FRUTOSE NA URINA,1,1,130260,2022-04-01
0202050254 PESQUISA DE GONADOTROFINA CORIONICA,30,30,130260,2022-04-01
0202050262 PESQUISA DE HOMOCISTINA NA URINA,11,11,130260,2022-04-01
0202050270 PESQUISA DE LACTOSE NA URINA,1,1,130260,2022-04-01
0202050297 PESQUISA DE PORFOBILINOGENIO NA URINA,1,1,130260,2022-04-01
0202050300 PESQUISA DE PROTEINAS URINARIAS (POR ELETROFORESE),7,7,130260,2022-04-01
0202050327 PROVA DE DILUICAO (URINA),1,1,130260,2022-04-01
0202060012 DETERMINACAO DE INDICE DE TIROXINA LIVRE,1,1,130260,2022-04-01
0202060020 DETERMINACAO DE RETENCAO DE T3,61,61,130260,2022-04-01
0202060039 DETERMINACAO DE T3 REVERSO,23,23,130260,2022-04-01
0202060047 DOSAGEM DE 17-ALFA-HIDROXIPROGESTERONA,35,35,130260,2022-04-01
0202060071 DOSAGEM DE ACIDO 5-HIDROXI-INDOL-ACETICO (SEROTONINA),3,3,130260,2022-04-01
0202060080 DOSAGEM DE ADRENOCORTICOTROFICO (ACTH),49,49,130260,2022-04-01
0202060098 DOSAGEM DE ALDOSTERONA,11,11,130260,2022-04-01
0202060110 DOSAGEM DE ANDROSTENEDIONA,43,43,130260,2022-04-01
0202060128 DOSAGEM DE CALCITONINA,12,12,130260,2022-04-01
0202060136 DOSAGEM DE CORTISOL,228,228,130260,2022-04-01
0202060144 DOSAGEM DE DEHIDROEPIANDROSTERONA (DHEA),59,59,130260,2022-04-01
0202060152 DOSAGEM DE DIHIDROTESTOTERONA (DHT),18,18,130260,2022-04-01
0202060160 DOSAGEM DE ESTRADIOL,957,957,130260,2022-04-01
0202060179 DOSAGEM DE ESTRIOL,95,95,130260,2022-04-01
0202060187 DOSAGEM DE ESTRONA,112,112,130260,2022-04-01
0202060209 DOSAGEM DE GLOBULINA TRANSPORTADORA DE TIROXINA,2,2,130260,2022-04-01
"0202060217 DOSAGEM DE GONADOTROFINA CORIONICA HUMANA (HCG, BETA HCG)",744,744,130260,2022-04-01
0202060225 DOSAGEM DE HORMONIO DE CRESCIMENTO (HGH),37,37,130260,2022-04-01
0202060233 DOSAGEM DE HORMONIO FOLICULO-ESTIMULANTE (FSH),1645,1645,130260,2022-04-01
0202060241 DOSAGEM DE HORMONIO LUTEINIZANTE (LH),1376,1376,130260,2022-04-01
0202060250 DOSAGEM DE HORMONIO TIREOESTIMULANTE (TSH),7669,7669,130260,2022-04-01
0202060268 DOSAGEM DE INSULINA,764,764,130260,2022-04-01
0202060276 DOSAGEM DE PARATORMONIO,790,790,130260,2022-04-01
0202060284 DOSAGEM DE PEPTIDEO C,27,27,130260,2022-04-01
0202060292 DOSAGEM DE PROGESTERONA,506,506,130260,2022-04-01
0202060306 DOSAGEM DE PROLACTINA,622,622,130260,2022-04-01
0202060314 DOSAGEM DE RENINA,12,12,130260,2022-04-01
0202060322 DOSAGEM DE SOMATOMEDINA C (IGF1),146,146,130260,2022-04-01
0202060330 DOSAGEM DE SULFATO DE HIDROEPIANDROSTERONA (DHEAS),32,32,130260,2022-04-01
0202060349 DOSAGEM DE TESTOSTERONA,542,542,130260,2022-04-01
